,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,capex_h,opex_h,produc_h,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
137,137,50,0,0,1,0,0,1,1,0,0,1,1,0.9,1,1,0,61997.8292,0,61997.8292,61997.8292,2.2272427849669043,46620.124,0,56185.1514,0.0,5.802604537673494,5.802604537673494,0.0,5.802604537673494,5.802604537673494,2045.0,2045.0,7.6307,7.6307,7.4593,7.4593,20606.2954,42898.0758,33546.4318,159121.9638,73.3317,20606.2954,42898.0758,33546.4318,159121.9638,73.3317
138,138,50,0,0,1,0,0,1,0,1,0,0,0,0.9,1,1,0,24000.7401,0,24000.7401,24000.7401,1.949927234944557,19526.5016,0,26127.0434,0.0,1.9459096501083293,1.9459096501083293,0.0,1.9459096501083293,1.9459096501083293,2037.0,2037.0,8.3819,8.3819,9.5329,9.5329,9843.7554,18617.7888,12303.0051,64817.6872,52.3977,9843.7554,18617.7888,12303.0051,64817.6872,52.3977
139,139,50,0,0,1,0,0,1,0,1,0,0,1,0.9,1,1,0,42926.0115,0,42926.0115,42926.0115,2.3608539348033575,29320.9208,0,44727.6662,0.0,3.9445410644303744,3.9445410644303744,0.0,3.9445410644303744,3.9445410644303744,2044.0,2044.0,8.6363,8.6363,6.8747,6.8747,16686.1751,27864.065,22856.8225,110380.1286,47.0545,16686.1751,27864.065,22856.8225,110380.1286,47.0545
140,140,50,0,0,1,0,0,1,0,1,1,0,0,0.9,1,1,0,37987.9934,0,37987.9934,37987.9934,1.8217192536901528,35041.3031,0,35363.0004,0.0,3.391349566667419,3.391349566667419,0.0,3.391349566667419,3.391349566667419,2041.0,2041.0,7.4471,7.4471,9.7767,9.7767,13405.9313,32065.7731,20427.2562,103967.4776,80.5237,13405.9313,32065.7731,20427.2562,103967.4776,80.5237
141,141,50,0,0,1,0,0,1,0,1,1,0,1,0.9,1,1,0,57115.0358,0,57115.0358,57115.0358,2.1363569128616238,44835.7223,0,53963.6232,0.0,5.420718296268038,5.420718296268038,0.0,5.420718296268038,5.420718296268038,2045.0,2045.0,7.8353,7.8353,7.6749,7.6749,19898.2414,41312.0493,31142.141,149540.7992,73.3317,19898.2414,41312.0493,31142.141,149540.7992,73.3317
142,142,50,0,0,1,0,0,1,0,1,0,1,0,0.9,1,1,0,40829.6923,0,40829.6923,40829.6923,1.8912529858956082,36371.8965,0,39368.1217,0.0,3.7036605747895983,3.7036605747895983,0.0,3.7036605747895983,3.7036605747895983,2042.0,2042.0,7.9176,7.9176,9.2799,9.2799,15106.0587,33219.1104,21995.8406,111223.9054,73.2034,15106.0587,33219.1104,21995.8406,111223.9054,73.2034
143,143,50,0,0,1,0,0,1,0,1,0,1,1,0.9,1,1,0,60045.9833,0,60045.9833,60045.9833,2.1827637166920466,46166.3157,0,57968.7444,0.0,5.721299180660675,5.721299180660675,0.0,5.721299180660675,5.721299180660675,2045.0,2045.0,8.0081,8.0081,7.4909,7.4909,21458.855,42465.3866,32645.0779,156688.6345,73.3317,21458.855,42465.3866,32645.0779,156688.6345,73.3317
144,144,50,0,0,0,1,0,0,0,0,0,0,0,0.9,1,1,0,9336.5586,0,9336.5586,9336.5586,1.7729281854409475,8912.1615,0,10077.9943,0.0,1.1398609393972212,1.1398609393972212,0.0,1.1398609393972212,1.1398609393972212,2050.0,2050.0,8.1331,8.1331,7.1922,7.1922,3614.388,8497.4126,5728.0122,27187.7547,11.3833,3614.388,8497.4126,5728.0122,27187.7547,11.3833
145,145,50,0,0,0,1,0,0,0,0,0,0,1,0.9,1,1,0,28895.9962,0,28895.9962,28895.9962,2.536329863339791,18706.5808,0,28678.6171,0.0,3.176721132198742,3.176721132198742,0.0,3.176721132198742,3.176721132198742,2050.0,2050.0,8.1717,8.1717,5.3302,5.3302,9843.7059,17743.6888,16108.6409,72614.7984,22.7666,9843.7059,17743.6888,16108.6409,72614.7984,22.7666
146,146,50,0,0,0,1,0,0,0,0,1,0,0,0.9,1,1,0,23534.6802,0,23534.6802,23534.6802,1.7114081788024376,24426.963,0,19313.9513,0.0,2.6232350078066027,2.6232350078066027,0.0,2.6232350078066027,2.6232350078066027,2050.0,2050.0,6.8404,6.8404,8.6513,8.6513,6812.8726,21945.3969,14022.1723,66345.4775,30.3555,6812.8726,21945.3969,14022.1723,66345.4775,30.3555
147,147,50,0,0,0,1,0,0,0,0,1,0,1,0.9,1,1,0,42988.4059,0,42988.4059,42988.4059,2.163917632316909,34221.3822,0,37914.5741,0.0,4.660095200608123,4.660095200608123,0.0,4.660095200608123,4.660095200608123,2050.0,2050.0,7.4431,7.4431,6.7181,6.7181,13042.1906,31191.6731,24508.5129,111772.5212,41.7388,13042.1906,31191.6731,24508.5129,111772.5212,41.7388
148,148,50,0,0,0,1,0,0,0,0,0,1,0,0.9,1,1,0,26483.4746,0,26483.4746,26483.4746,1.8187847933306363,25757.5564,0,23319.0726,0.0,2.9375271329307835,2.9375271329307835,0.0,2.9375271329307835,2.9375271329307835,2050.0,2050.0,7.3767,7.3767,8.1481,8.1481,8415.3381,23098.7343,15528.6354,73556.5377,30.3555,8415.3381,23098.7343,15528.6354,73556.5377,30.3555
149,149,50,0,0,0,1,0,0,0,0,0,1,1,0.9,1,1,0,45948.576,0,45948.576,45948.576,2.2245223757784482,35551.9756,0,41919.6953,0.0,4.974387325732306,4.974387325732306,0.0,4.974387325732306,4.974387325732306,2050.0,2050.0,7.7178,7.7178,6.5455,6.5455,14644.6561,32345.0104,26003.6002,118983.5815,41.7388,14644.6561,32345.0104,26003.6002,118983.5815,41.7388
150,150,50,0,0,0,1,0,0,1,0,0,0,0,0.9,1,1,0,16757.4485,0,16757.4485,16757.4485,2.002156211112379,13727.1615,0,17091.0665,0.0,1.7146526990244428,1.7146526990244428,0.0,1.7146526990244428,1.7146526990244428,2050.0,2050.0,9.2552,9.2552,7.4336,7.4336,6799.7319,13088.335,9446.772,46107.4651,15.1777,6799.7319,13088.335,9446.772,46107.4651,15.1777
151,151,50,0,0,0,1,0,0,1,0,0,0,1,0.9,1,1,0,36241.0775,0,36241.0775,36241.0775,2.5137356970874554,23521.5808,0,35691.6893,0.0,3.751512891825964,3.751512891825964,0.0,3.751512891825964,3.751512891825964,2050.0,2050.0,8.6693,8.6693,5.7132,5.7132,13029.0499,22334.6111,19903.2093,91534.5089,26.561,13029.0499,22334.6111,19903.2093,91534.5089,26.561
152,152,50,0,0,0,1,0,0,1,0,1,0,0,0.9,1,1,0,30938.3731,0,30938.3731,30938.3731,1.8351108751570164,29241.963,0,26327.0235,0.0,3.198026767433823,3.198026767433823,0.0,3.198026767433823,3.198026767433823,2050.0,2050.0,7.6732,7.6732,8.5228,8.5228,9998.2166,26536.3193,17758.1291,85265.188,34.1499,9998.2166,26536.3193,17758.1291,85265.188,34.1499
153,153,50,0,0,0,1,0,0,1,0,1,0,1,0.9,1,1,0,50350.3958,0,50350.3958,50350.3958,2.1975957434138036,39036.3822,0,44927.6463,0.0,5.234886960235345,5.234886960235345,0.0,5.234886960235345,5.234886960235345,2050.0,2050.0,7.8801,7.8801,6.8468,6.8468,16227.5346,35782.5955,28286.1727,130692.2317,45.5332,16227.5346,35782.5955,28286.1727,130692.2317,45.5332
154,154,50,0,0,0,1,0,0,1,0,0,1,0,0.9,1,1,0,33872.5778,0,33872.5778,33872.5778,1.9195290588837643,30572.5564,0,30332.1448,0.0,3.5123188925580062,3.5123188925580062,0.0,3.5123188925580062,3.5123188925580062,2050.0,2050.0,8.0485,8.0485,8.1123,8.1123,11600.6821,27689.6566,19279.1818,92476.2482,34.1499,11600.6821,27689.6566,19279.1818,92476.2482,34.1499
155,155,50,0,0,0,1,0,0,1,0,0,1,1,0.9,1,1,0,53303.0445,0,53303.0445,53303.0445,2.249616253625216,40366.9756,0,48932.7676,0.0,5.549179085359525,5.549179085359525,0.0,5.549179085359525,5.549179085359525,2050.0,2050.0,8.1027,8.1027,6.6843,6.6843,17830.0001,36935.9328,29788.7814,137903.292,45.5332,17830.0001,36935.9328,29788.7814,137903.292,45.5332
156,156,50,0,0,0,1,0,0,0,1,0,0,0,0.9,1,1,0,14790.279,0,14790.279,14790.279,1.844107714368091,13273.3533,0,18874.6595,0.0,1.6333473420116282,1.6333473420116282,0.0,1.6333473420116282,1.6333473420116282,2050.0,2050.0,10.7258,10.7258,7.5428,7.5428,7664.2851,12655.6458,8548.7483,43674.1358,15.1777,7664.2851,12655.6458,8548.7483,43674.1358,15.1777
157,157,50,0,0,0,1,0,0,0,1,0,0,1,0.9,1,1,0,34276.6097,0,34276.6097,34276.6097,2.4326131648457707,23067.7725,0,37475.2823,0.0,3.6702075348131493,3.6702075348131493,0.0,3.6702075348131493,3.6702075348131493,2050.0,2050.0,9.2988,9.2988,5.7238,5.7238,13893.6031,21901.922,19002.4838,89101.1796,26.561,13893.6031,21901.922,19002.4838,89101.1796,26.561
158,158,50,0,0,0,1,0,0,0,1,1,0,0,0.9,1,1,0,28984.665,0,28984.665,28984.665,1.7557197718805673,28788.1547,0,28110.6165,0.0,3.1167214104210097,3.1167214104210097,0.0,3.1167214104210097,3.1167214104210097,2050.0,2050.0,8.406,8.406,8.6086,8.6086,10862.7697,26103.6301,16846.6439,82831.8586,34.1499,10862.7697,26103.6301,16846.6439,82831.8586,34.1499
159,159,50,0,0,0,1,0,0,0,1,1,0,1,0.9,1,1,0,48433.1524,0,48433.1524,48433.1524,2.143334026959608,38582.574,0,46711.2393,0.0,5.119543800491056,5.119543800491056,0.0,5.119543800491056,5.119543800491056,2049.0,2049.0,8.0991,8.0991,6.9231,6.9231,16966.0777,35349.9063,27333.7055,128132.9284,50.0865,16966.0777,35349.9063,27333.7055,128132.9284,50.0865
160,160,50,0,0,0,1,0,0,0,1,0,1,0,0.9,1,1,0,31919.3377,0,31919.3377,31919.3377,1.8449046623801302,30118.7481,0,32115.7378,0.0,3.431013535545191,3.431013535545191,0.0,3.431013535545191,3.431013535545191,2050.0,2050.0,8.7229,8.7229,8.1805,8.1805,12465.2352,27256.9674,18367.2286,90042.9189,34.1499,12465.2352,27256.9674,18367.2286,90042.9189,34.1499
161,161,50,0,0,0,1,0,0,0,1,0,1,1,0.9,1,1,0,51346.1013,0,51346.1013,51346.1013,2.1978092947402876,39913.1674,0,50716.3605,0.0,5.467873728346711,5.467873728346711,0.0,5.467873728346711,5.467873728346711,2050.0,2050.0,8.5207,8.5207,6.7057,6.7057,18694.5532,36503.2436,28880.5314,135469.9627,45.5332,18694.5532,36503.2436,28880.5314,135469.9627,45.5332
162,162,50,0,0,0,1,0,1,0,0,0,0,0,0.9,1,1,0,7456.6319,0,7456.6319,7456.6319,1.0102574075907576,13736.1328,0,19318.8205,0.0,1.3980816292721774,1.3980816292721774,0.0,1.3980816292721774,1.3980816292721774,2050.0,2050.0,12.7568,12.7568,9.0704,9.0704,7853.1552,13096.8887,5774.7094,34192.7685,11.3833,7853.1552,13096.8887,5774.7094,34192.7685,11.3833
163,163,50,0,0,0,1,0,1,0,0,0,0,1,0.9,1,1,0,26981.6626,0,26981.6626,26981.6626,1.9322117697097825,23530.552,0,37919.4433,0.0,3.4349418220736974,3.4349418220736974,0.0,3.4349418220736974,3.4349418220736974,2050.0,2050.0,10.019,10.019,6.2172,6.2172,14082.4732,22343.1649,16189.745,79619.8122,22.7666,14082.4732,22343.1649,16189.745,79619.8122,22.7666
164,164,50,0,0,0,1,0,1,0,0,1,0,0,0.9,1,1,0,21677.673,0,21677.673,21677.673,1.3457759638102818,29250.9342,0,28554.7775,0.0,2.881455697681557,2.881455697681557,0.0,2.881455697681557,2.881455697681557,2050.0,2050.0,9.2149,9.2149,9.4396,9.4396,11051.6398,26544.8731,14045.9499,73350.4913,30.3555,11051.6398,26544.8731,14045.9499,73350.4913,30.3555
165,165,50,0,0,0,1,0,1,0,0,1,0,1,0.9,1,1,0,41100.239,0,41100.239,41100.239,1.8346424872943883,39045.3535,0,47155.4003,0.0,4.918315890483077,4.918315890483077,0.0,4.918315890483077,4.918315890483077,2050.0,2050.0,8.7827,8.7827,7.2722,7.2722,17280.9578,35791.1492,24563.4503,118777.535,41.7388,17280.9578,35791.1492,24563.4503,118777.535,41.7388
166,166,50,0,0,0,1,0,1,0,0,0,1,0,0.9,1,1,0,24619.9588,0,24619.9588,24619.9588,1.4506058349580766,30581.5276,0,32559.8988,0.0,3.19574782280574,3.19574782280574,0.0,3.19574782280574,3.19574782280574,2050.0,2050.0,9.475,9.475,8.8993,8.8993,12654.1053,27698.2104,15558.9216,80561.5515,30.3555,12654.1053,27698.2104,15558.9216,80561.5515,30.3555
167,167,50,0,0,0,1,0,1,0,0,0,1,1,0.9,1,1,0,44058.0282,0,44058.0282,44058.0282,1.8979792854070574,40375.9469,0,51160.5215,0.0,5.23260801560726,5.23260801560726,0.0,5.23260801560726,5.23260801560726,2050.0,2050.0,8.9648,8.9648,7.0751,7.0751,18883.4233,36944.4865,26060.9185,125988.5953,41.7388,18883.4233,36944.4865,26060.9185,125988.5953,41.7388
168,168,50,0,0,0,1,0,1,1,0,0,0,0,0.9,1,1,0,14921.3249,0,14921.3249,14921.3249,1.3778262645049308,18551.1328,0,26331.8927,0.0,1.9728733888993994,1.9728733888993994,0.0,1.9728733888993994,1.9728733888993994,2050.0,2050.0,12.4096,12.4096,8.7427,8.7427,11038.4992,17687.8111,9449.6661,53112.479,15.1777,11038.4992,17687.8111,9449.6661,53112.479,15.1777
169,169,50,0,0,0,1,0,1,1,0,0,0,1,0.9,1,1,0,34354.7039,0,34354.7039,34354.7039,2.016449738990597,28345.552,0,44932.5155,0.0,4.00973358170092,4.00973358170092,0.0,4.00973358170092,4.00973358170092,2050.0,2050.0,10.2299,10.2299,6.4535,6.4535,17267.8172,26934.0873,19956.3534,98539.5227,26.561,17267.8172,26934.0873,19956.3534,98539.5227,26.561
170,170,50,0,0,0,1,0,1,1,0,1,0,0,0.9,1,1,0,29102.1125,0,29102.1125,29102.1125,1.505115386006262,34065.9342,0,35567.8497,0.0,3.4562474573087805,3.4562474573087805,0.0,3.4562474573087805,3.4562474573087805,2050.0,2050.0,9.5967,9.5967,9.1914,9.1914,14236.9838,31135.7954,17761.1602,92270.2018,34.1499,14236.9838,31135.7954,17761.1602,92270.2018,34.1499
171,171,50,0,0,0,1,0,1,1,0,1,0,1,0.9,1,1,0,48528.9753,0,48528.9753,48528.9753,1.9019389309751165,43860.3535,0,54168.4725,0.0,5.458500500788339,5.458500500788339,0.0,5.458500500788339,5.458500500788339,2049.0,2049.0,8.8468,8.8468,7.3908,7.3908,20332.8975,40382.0716,28275.1226,137569.1535,50.0865,20332.8975,40382.0716,28275.1226,137569.1535,50.0865
172,172,50,0,0,0,1,0,1,1,0,0,1,0,0.9,1,1,0,32031.419,0,32031.419,32031.419,1.5893502467098974,35396.5276,0,39572.971,0.0,3.7705395824329617,3.7705395824329617,0.0,3.7705395824329617,3.7705395824329617,2050.0,2050.0,9.7858,9.7858,8.753,8.753,15839.4493,32289.1327,19287.1111,99481.262,34.1499,15839.4493,32289.1327,19287.1111,99481.262,34.1499
173,173,50,0,0,0,1,0,1,1,0,0,1,1,0.9,1,1,0,51478.1816,0,51478.1816,51478.1816,1.956338407400072,45190.9469,0,58173.5937,0.0,5.770417779642535,5.770417779642535,0.0,5.770417779642535,5.770417779642535,2049.0,2049.0,9.0013,9.0013,7.2083,7.2083,21929.3681,41535.4089,29778.3342,144771.3792,50.0865,21929.3681,41535.4089,29778.3342,144771.3792,50.0865
174,174,50,0,0,0,1,0,1,0,1,0,0,0,0.9,1,1,0,12951.8537,0,12951.8537,12951.8537,1.2463516492939424,18097.3245,0,28115.4857,0.0,1.8915680318865842,1.8915680318865842,0.0,1.8915680318865842,1.8915680318865842,2050.0,2050.0,13.816,13.816,8.8931,8.8931,11903.0523,17255.1219,8553.944,50679.1496,15.1777,11903.0523,17255.1219,8553.944,50679.1496,15.1777
175,175,50,0,0,0,1,0,1,0,1,0,0,1,0.9,1,1,0,32421.4446,0,32421.4446,32421.4446,1.9412082286810857,27891.7438,0,46716.1085,0.0,3.899291457513033,3.899291457513033,0.0,3.899291457513033,3.899291457513033,2049.0,2049.0,10.6235,10.6235,6.5324,6.5324,18023.8769,26501.3981,19022.5147,95998.4514,29.2171,18023.8769,26501.3981,19022.5147,95998.4514,29.2171
176,176,50,0,0,0,1,0,1,0,1,1,0,0,0.9,1,1,0,27144.5202,0,27144.5202,27144.5202,1.4330221607235367,33612.126,0,37351.4427,0.0,3.3749421002959648,3.3749421002959648,0.0,3.3749421002959648,3.3749421002959648,2050.0,2050.0,10.3199,10.3199,9.2868,9.2868,15101.5369,30703.1062,16853.5592,89836.8725,34.1499,15101.5369,30703.1062,16853.5592,89836.8725,34.1499
177,177,50,0,0,0,1,0,1,0,1,1,0,1,0.9,1,1,0,46570.452,0,46570.452,46570.452,1.8508723387466286,43406.5452,0,55952.0655,0.0,5.377195143775523,5.377195143775523,0.0,5.377195143775523,5.377195143775523,2049.0,2049.0,9.2799,9.2799,7.423,7.423,21195.8562,39949.3824,27370.0471,135135.8242,50.0865,21195.8562,39949.3824,27370.0471,135135.8242,50.0865
178,178,50,0,0,0,1,0,1,0,1,0,1,0,0.9,1,1,0,30074.4959,0,30074.4959,30074.4959,1.5210113277881598,34942.7194,0,41356.564,0.0,3.6892342254201465,3.6892342254201465,0.0,3.6892342254201465,3.6892342254201465,2050.0,2050.0,10.4515,10.4515,8.8306,8.8306,16704.0024,31856.4435,18378.841,97047.9327,34.1499,16704.0024,31856.4435,18378.841,97047.9327,34.1499
179,179,50,0,0,0,1,0,1,0,1,0,1,1,0.9,1,1,0,49520.3898,0,49520.3898,49520.3898,1.907231026964306,44737.1386,0,59957.1867,0.0,5.6891124226297185,5.6891124226297185,0.0,5.6891124226297185,5.6891124226297185,2049.0,2049.0,9.4131,9.4131,7.2363,7.2363,22792.3268,41102.7197,28872.5271,142338.0499,50.0865,22792.3268,41102.7197,28872.5271,142338.0499,50.0865
180,180,50,0,0,0,0,1,0,0,0,0,0,0,0.9,1,1,0,9007.0783,0,9007.0783,9007.0783,4.138348377881553,3344.1603,0,7885.4827,0.0,0.555249896923505,0.555249896923505,0.0,0.555249896923505,0.555249896923505,2037.0,2037.0,7.4474,7.4474,5.7217,5.7217,2440.66,3188.5317,4190.1147,18839.4841,13.0994,2440.66,3188.5317,4190.1147,18839.4841,13.0994
181,181,50,0,0,0,0,1,0,0,0,0,0,1,0.9,1,1,0,28388.872,0,28388.872,28388.872,3.448273804857965,13138.5795,0,26486.1054,0.0,2.5501793766384178,2.5501793766384178,0.0,2.5501793766384178,2.5501793766384178,2046.0,2046.0,8.0402,8.0402,4.6908,4.6908,8840.5858,12434.8079,14490.4128,64176.9002,22.2217,8840.5858,12434.8079,14490.4128,64176.9002,22.2217
182,182,50,0,0,0,0,1,0,0,0,1,0,0,0.9,1,1,0,23201.0563,0,23201.0563,23201.0563,2.1302648907970805,18858.9617,0,17121.4396,0.0,1.9953918114275297,1.9953918114275297,0.0,1.9953918114275297,1.9953918114275297,2043.0,2043.0,6.1046,6.1046,8.9126,8.9126,5721.15,16636.5161,12240.1606,57843.2488,44.3657,5721.15,16636.5161,12240.1606,57843.2488,44.3657
183,183,50,0,0,0,0,1,0,0,0,1,0,1,0.9,1,1,0,42568.0481,0,42568.0481,42568.0481,2.5255046519073945,28653.381,0,35722.0624,0.0,4.006445941391288,4.006445941391288,0.0,4.006445941391288,4.006445941391288,2046.0,2046.0,6.9895,6.9895,6.583,6.583,11915.2667,25882.7922,22799.5888,103215.6946,49.9989,11915.2667,25882.7922,22799.5888,103215.6946,49.9989
184,184,50,0,0,0,0,1,0,0,0,0,1,0,0.9,1,1,0,26099.3328,0,26099.3328,26099.3328,2.2410744512130414,20189.5551,0,21126.5609,0.0,2.305258848397478,2.305258848397478,0.0,2.305258848397478,2.305258848397478,2044.0,2044.0,6.9475,6.9475,8.2464,8.2464,7355.4589,17789.8534,13769.3817,65054.3591,40.3324,7355.4589,17789.8534,13769.3817,65054.3591,40.3324
185,185,50,0,0,0,0,1,0,0,0,0,1,1,0.9,1,1,0,45520.2161,0,45520.2161,45520.2161,2.5820619608731183,29983.9744,0,39727.1837,0.0,4.310377446876442,4.310377446876442,0.0,4.310377446876442,4.310377446876442,2046.0,2046.0,7.2896,7.2896,6.4099,6.4099,13487.0236,27036.1295,24288.411,110381.7792,49.9989,13487.0236,27036.1295,24288.411,110381.7792,49.9989
186,186,50,0,0,0,0,1,0,1,0,0,0,0,0.9,1,1,0,16579.583,0,16579.583,16579.583,3.147669606714493,8159.1603,0,14898.5549,0.0,1.108607414149709,1.108607414149709,0.0,1.108607414149709,1.108607414149709,2037.0,2037.0,7.8587,7.8587,6.9918,6.9918,5271.4566,7779.4541,7906.1389,37562.8314,26.1988,5271.4566,7779.4541,7906.1389,37562.8314,26.1988
187,187,50,0,0,0,0,1,0,1,0,0,0,1,0.9,1,1,0,35798.3636,0,35798.3636,35798.3636,3.1756023414519934,17953.5795,0,33499.1776,0.0,3.100650613533004,3.100650613533004,0.0,3.100650613533004,3.100650613533004,2045.0,2045.0,8.249,8.249,5.3147,5.3147,11843.1398,17025.7303,18269.4419,82967.2304,30.5549,11843.1398,17025.7303,18269.4419,82967.2304,30.5549
188,188,50,0,0,0,0,1,0,1,0,1,0,0,0.9,1,1,0,30692.0708,0,30692.0708,30692.0708,2.198472532826294,23673.9617,0,24134.5119,0.0,2.550299460515081,2.550299460515081,0.0,2.550299460515081,2.550299460515081,2042.0,2042.0,6.7232,6.7232,8.7696,8.7696,8673.9306,21227.4384,15974.9056,76625.2815,56.9359,8673.9306,21227.4384,15974.9056,76625.2815,56.9359
189,189,50,0,0,0,0,1,0,1,0,1,0,1,0.9,1,1,0,50005.1117,0,50005.1117,50005.1117,2.511767615701833,33468.381,0,42735.1346,0.0,4.547880948341755,4.547880948341755,0.0,4.547880948341755,4.547880948341755,2045.0,2045.0,7.2032,7.2032,6.804,6.804,14878.3784,30473.7146,26538.4946,121956.809,61.1097,14878.3784,30473.7146,26538.4946,121956.809,61.1097
190,190,50,0,0,0,0,1,0,1,0,0,1,0,0.9,1,1,0,33567.5964,0,33567.5964,33567.5964,2.282383447637359,25004.5551,0,28139.6331,0.0,2.8596877431208756,2.8596877431208756,0.0,2.8596877431208756,2.8596877431208756,2043.0,2043.0,7.3602,7.3602,8.2488,8.2488,10329.1984,22380.7757,17514.4276,83843.758,51.7599,10329.1984,22380.7757,17514.4276,83843.758,51.7599
191,191,50,0,0,0,0,1,0,1,0,0,1,1,0.9,1,1,0,52909.8914,0,52909.8914,52909.8914,2.5607822921708947,34798.9744,0,46740.2559,0.0,4.883926736770442,4.883926736770442,0.0,4.883926736770442,4.883926736770442,2046.0,2046.0,7.6816,7.6816,6.586,6.586,16623.4435,31627.0519,28079.9702,129295.9112,55.5543,16623.4435,31627.0519,28079.9702,129295.9112,55.5543
192,192,50,0,0,0,0,1,0,0,1,0,0,0,0.9,1,1,0,14786.2937,0,14786.2937,14786.2937,2.973135269203421,7705.352,0,16682.1479,0.0,1.015866355208358,1.015866355208358,0.0,1.015866355208358,1.015866355208358,2035.0,2035.0,8.6787,8.6787,7.2058,7.2058,5706.9224,7346.7649,7057.3311,34929.0127,31.7006,5706.9224,7346.7649,7057.3311,34929.0127,31.7006
193,193,50,0,0,0,0,1,0,0,1,0,0,1,0.9,1,1,0,33842.1667,0,33842.1667,33842.1667,3.0865187552208244,17499.7713,0,35282.7706,0.0,3.0193452565201886,3.0193452565201886,0.0,3.0193452565201886,3.0193452565201886,2045.0,2045.0,8.972,8.972,5.3171,5.3171,12695.6994,16593.0411,17372.439,80533.901,30.5549,12695.6994,16593.0411,17372.439,80533.901,30.5549
194,194,50,0,0,0,0,1,0,0,1,1,0,0,0.9,1,1,0,28792.1168,0,28792.1168,28792.1168,2.1080232010360382,23220.1535,0,25918.1048,0.0,2.452805029324542,2.452805029324542,0.0,2.452805029324542,2.452805029324542,2041.0,2041.0,7.2758,7.2758,8.9545,8.9545,9367.3027,20794.7492,15044.2257,74061.0239,62.6295,9367.3027,20794.7492,15044.2257,74061.0239,62.6295
195,195,50,0,0,0,0,1,0,0,1,1,0,1,0.9,1,1,0,48057.9506,0,48057.9506,48057.9506,2.452994459595725,33014.5727,0,44518.7276,0.0,4.466575591328939,4.466575591328939,0.0,4.466575591328939,4.466575591328939,2045.0,2045.0,7.6769,7.6769,6.8324,6.8324,15730.938,30041.0254,25632.456,119523.4797,61.1097,15730.938,30041.0254,25632.456,119523.4797,61.1097
196,196,50,0,0,0,0,1,0,0,1,0,1,0,0.9,1,1,0,31665.5267,0,31665.5267,31665.5267,2.1981869511084575,24550.7469,0,29923.2261,0.0,2.760096403481248,2.760096403481248,0.0,2.760096403481248,2.760096403481248,2042.0,2042.0,7.8601,7.8601,8.4011,8.4011,11026.5944,21948.0865,16580.2805,81277.424,56.9359,11026.5944,21948.0865,16580.2805,81277.424,56.9359
197,197,50,0,0,0,0,1,0,0,1,0,1,1,0.9,1,1,0,50959.8158,0,50959.8158,50959.8158,2.5047539848235125,34345.1661,0,48523.8489,0.0,4.8026213797576265,4.8026213797576265,0.0,4.8026213797576265,4.8026213797576265,2046.0,2046.0,8.1356,8.1356,6.6088,6.6088,17479.3691,31194.3627,27173.48,126862.5819,55.5543,17479.3691,31194.3627,27173.48,126862.5819,55.5543
198,198,50,0,0,0,0,1,1,0,0,0,0,0,0.9,1,1,0,7466.3827,0,7466.3827,7466.3827,1.4831205108025909,8168.1315,0,17126.3088,0.0,0.7722086092173382,0.7722086092173382,0.0,0.7722086092173382,0.7722086092173382,2036.0,2036.0,12.8135,12.8135,10.0487,10.0487,6079.3402,7788.0078,4084.1599,25432.3,14.4094,6079.3402,7788.0078,4084.1599,25432.3,14.4094
199,199,50,0,0,0,0,1,1,0,0,0,0,1,0.9,1,1,0,26576.851,0,26576.851,26576.851,2.412085511499518,17962.5508,0,35726.9316,0.0,2.781903363154027,2.781903363154027,0.0,2.781903363154027,2.781903363154027,2045.0,2045.0,9.8895,9.8895,5.9025,5.9025,12896.3349,17034.284,14510.6136,71042.5274,24.4439,12896.3349,17034.284,14510.6136,71042.5274,24.4439
200,200,50,0,0,0,0,1,1,0,0,1,0,0,0.9,1,1,0,21490.562,0,21490.562,21490.562,1.5862660876048058,23682.933,0,26362.2658,0.0,2.2296045069547454,2.2296045069547454,0.0,2.2296045069547454,2.2296045069547454,2042.0,2042.0,8.5968,8.5968,10.0253,10.0253,9716.7612,21235.9922,12195.3847,64687.5023,48.8022,9716.7612,21235.9922,12195.3847,64687.5023,48.8022
201,201,50,0,0,0,0,1,1,0,0,1,0,1,0.9,1,1,0,40739.5356,0,40739.5356,40739.5356,2.0854742830596384,33477.3522,0,44962.8886,0.0,4.261734823878987,4.261734823878987,0.0,4.261734823878987,4.261734823878987,2046.0,2046.0,8.4665,8.4665,7.2394,7.2394,16106.081,30482.2683,22829.8915,110207.7753,49.9989,16106.081,30482.2683,22829.8915,110207.7753,49.9989
