,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,capex_h,opex_h,produc_h,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
0,0,50,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,2024.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,50,0,0,0,0,0,0,0,0,0,0,1,0.9,1,1,0,19622.8824,0,19622.8824,19622.8824,3.2408967369522164,9794.4192,0,18600.6228,0.0,1.9966634562259322,1.9966634562259322,0.0,1.9966634562259322,1.9966634562259322,2047.0,2047.0,7.3922,7.3922,4.4116,4.4116,6036.0939,9246.2762,10342.4489,45262.8524,15.1512,6036.0939,9246.2762,10342.4489,45262.8524,15.1512
2,2,50,0,0,0,0,0,0,0,0,1,0,0,0.9,1,1,0,14350.2457,0,14350.2457,14350.2457,1.6728662875489155,15514.8014,0,9235.957,0.0,1.46465637994127,1.46465637994127,0.0,1.46465637994127,1.46465637994127,2047.0,2047.0,5.2747,5.2747,9.9338,9.9338,3110.3934,13447.9843,8146.4601,39080.3355,25.252,3110.3934,13447.9843,8146.4601,39080.3355,25.252
3,3,50,0,0,0,0,0,0,0,0,1,0,1,0.9,1,1,0,33770.6804,0,33770.6804,33770.6804,2.311713980118886,25309.2207,0,27836.5797,0.0,3.461319836167202,3.461319836167202,0.0,3.461319836167202,3.461319836167202,2047.0,2047.0,6.5177,6.5177,6.6921,6.6921,9146.4872,22694.2605,18691.3567,84343.1879,40.4031,9146.4872,22694.2605,18691.3567,84343.1879,40.4031
4,4,50,0,0,0,0,0,0,0,0,0,1,0,0.9,1,1,0,17270.1798,0,17270.1798,17270.1798,1.8455795451133516,16845.3949,0,13241.0782,0.0,1.7810680040392068,1.7810680040392068,0.0,1.7810680040392068,1.7810680040392068,2048.0,2048.0,6.5314,6.5314,8.8565,8.8565,4732.1962,14601.3216,9677.1272,46303.7811,22.9563,4732.1962,14601.3216,9677.1272,46303.7811,22.9563
5,5,50,0,0,0,0,0,0,0,0,0,1,1,0.9,1,1,0,36705.1616,0,36705.1616,36705.1616,2.3864953737742414,26639.8141,0,31841.701,0.0,3.7934920909168754,3.7934920909168754,0.0,3.7934920909168754,3.7934920909168754,2048.0,2048.0,7.1381,7.1381,6.4318,6.4318,10838.9926,23847.5978,20207.9801,91636.4622,36.7301,10838.9926,23847.5978,20207.9801,91636.4622,36.7301
6,6,50,0,0,0,0,0,0,1,0,0,0,0,0.9,1,1,0,7566.4441,0,7566.4441,7566.4441,2.4598005012657786,4815,0,7013.0722,0.0,0.5585817245943974,0.5585817245943974,0.0,0.5585817245943974,0.5585817245943974,2038.0,2038.0,8.5853,8.5853,8.189,8.189,2888.5652,4590.9224,3726.5,18784.3402,11.9086,2888.5652,4590.9224,3726.5,18784.3402,11.9086
7,7,50,0,0,0,0,0,0,1,0,0,0,1,0.9,1,1,0,26964.806,0,26964.806,26964.806,2.9727899753042837,14609.4192,0,25613.695,0.0,2.570695409164068,2.570695409164068,0.0,2.570695409164068,2.570695409164068,2047.0,2047.0,8.1511,8.1511,5.1683,5.1683,9187.4793,13837.1985,14169.6889,64179.3743,20.2016,9187.4793,13837.1985,14169.6889,64179.3743,20.2016
8,8,50,0,0,0,0,0,0,1,0,1,0,0,0.9,1,1,0,21779.3368,0,21779.3368,21779.3368,1.8665239153676996,20329.8014,0,16249.0292,0.0,2.0201223184320196,2.0201223184320196,0.0,2.0201223184320196,2.0201223184320196,2045.0,2045.0,6.4803,6.4803,9.4731,9.4731,6154.3332,18038.9067,11890.8881,57900.1307,36.6658,6154.3332,18038.9067,11890.8881,57900.1307,36.6658
9,9,50,0,0,0,0,0,0,1,0,1,0,1,0.9,1,1,0,41144.6049,0,41144.6049,41144.6049,2.3320945839561364,30124.2207,0,34849.652,0.0,4.035351789105339,4.035351789105339,0.0,4.035351789105339,4.035351789105339,2047.0,2047.0,7.1275,7.1275,6.8643,6.8643,12297.8727,27285.1829,22486.5958,103259.7098,45.4535,12297.8727,27285.1829,22486.5958,103259.7098,45.4535
10,10,50,0,0,0,0,0,0,1,0,0,1,0,0.9,1,1,0,24678.7395,0,24678.7395,24678.7395,1.9857532717319772,21660.3949,0,20254.1505,0.0,2.333747360132024,2.333747360132024,0.0,2.333747360132024,2.333747360132024,2046.0,2046.0,7.2771,7.2771,8.7238,8.7238,7782.8577,19192.244,13431.8373,65119.011,33.3326,7782.8577,19192.244,13431.8373,65119.011,33.3326
11,11,50,0,0,0,0,0,0,1,0,0,1,1,0.9,1,1,0,44096.4637,0,44096.4637,44096.4637,2.3937444127348146,31454.8141,0,38854.7732,0.0,4.3419161391167735,4.3419161391167735,0.0,4.3419161391167735,4.3419161391167735,2047.0,2047.0,7.4298,7.4298,6.6685,6.6685,13879.1594,28438.5202,23979.2336,110438.8305,45.4535,13879.1594,28438.5202,23979.2336,110438.8305,45.4535
12,12,50,0,0,0,0,0,0,0,1,0,0,0,0.9,1,1,0,5793.6554,0,5793.6554,5793.6554,2.088283359411808,4361.1917,0,8796.6652,0.0,0.468204883292293,0.468204883292293,0.0,0.468204883292293,0.468204883292293,2034.0,2034.0,10.4829,10.4829,8.849,8.849,3320.4263,4158.2332,2889.4268,16179.1771,17.4353,3320.4263,4158.2332,2889.4268,16179.1771,17.4353
13,13,50,0,0,0,0,0,0,0,1,0,0,1,0.9,1,1,0,25026.1172,0,25026.1172,25026.1172,2.855299480470355,14155.611,0,27397.288,0.0,2.4702832136442523,2.4702832136442523,0.0,2.4702832136442523,2.4702832136442523,2046.0,2046.0,8.7865,8.7865,5.212,5.212,9950.8672,13404.5093,13249.1723,61652.8878,22.2217,9950.8672,13404.5093,13249.1723,61652.8878,22.2217
14,14,50,0,0,0,0,0,0,0,1,1,0,0,0.9,1,1,0,19838.107,0,19838.107,19838.107,1.7503706207619807,19875.9932,0,18032.6222,0.0,1.9388169614192043,1.9388169614192043,0.0,1.9388169614192043,1.9388169614192043,2045.0,2045.0,7.5614,7.5614,9.6526,9.6526,7006.8929,17606.2175,10978.9181,55466.8014,36.6658,7006.8929,17606.2175,10978.9181,55466.8014,36.6658
15,15,50,0,0,0,0,0,0,0,1,1,0,1,0.9,1,1,0,39193.7875,0,39193.7875,39193.7875,2.2632147807901832,29670.4124,0,36633.2449,0.0,3.954046432092523,3.954046432092523,0.0,3.954046432092523,3.954046432092523,2047.0,2047.0,7.6708,7.6708,6.8975,6.8975,13156.59,26852.4937,21578.0558,100826.3805,45.4535,13156.59,26852.4937,21578.0558,100826.3805,45.4535
16,16,50,0,0,0,0,0,0,0,1,0,1,0,0.9,1,1,0,22757.0607,0,22757.0607,22757.0607,1.8790463536419908,21206.5866,0,22037.7434,0.0,2.2393978458118435,2.2393978458118435,0.0,2.2393978458118435,2.2393978458118435,2045.0,2045.0,8.0459,8.0459,8.9093,8.9093,8567.5065,18759.5548,12493.8489,62614.6367,36.6658,8567.5065,18759.5548,12493.8489,62614.6367,36.6658
17,17,50,0,0,0,0,0,0,0,1,0,1,1,0.9,1,1,0,42146.7096,0,42146.7096,42146.7096,2.3286559995822405,31001.0058,0,40638.3662,0.0,4.260610782103957,4.260610782103957,0.0,4.260610782103957,4.260610782103957,2047.0,2047.0,7.9403,7.9403,6.6957,6.6957,14737.8768,28005.831,23069.6303,108005.5012,45.4535,14737.8768,28005.831,23069.6303,108005.5012,45.4535
18,18,50,0,0,0,0,0,1,0,0,0,0,0,0.9,1,1,0,-1730.2193,0,-1730.2193,-1730.2193,0.0,4823.9712,0,9240.8262,0.0,0.2162573077085185,0.2162573077085185,0.0,0.2162573077085185,0.2162573077085185,2035.0,2035.0,26.3171,26.3171,21.1913,21.1913,3608.8693,4599.4761,96.5684,6574.6946,0,3608.8693,4599.4761,96.5684,6574.6946,0
19,19,50,0,0,0,0,0,1,0,0,0,0,1,0.9,1,1,0,17723.6244,0,17723.6244,17723.6244,2.0335372711504682,14618.3905,0,27841.4489,0.0,2.2528968957340547,2.2528968957340547,0.0,2.2528968957340547,2.2528968957340547,2047.0,2047.0,10.1429,10.1429,5.8638,5.8638,10242.3494,13845.7523,10432.7327,52259.6099,15.1512,10242.3494,13845.7523,10432.7327,52259.6099,15.1512
20,20,50,0,0,0,0,0,1,0,0,1,0,0,0.9,1,1,0,12557.4178,0,12557.4178,12557.4178,1.1464445085963917,20338.7727,0,18476.7832,0.0,1.7013750680530422,1.7013750680530422,0.0,1.7013750680530422,1.7013750680530422,2045.0,2045.0,8.9099,8.9099,11.2297,11.2297,7207.5283,18047.4604,8132.4662,45975.4277,30.5549,7207.5283,18047.4604,8132.4662,45975.4277,30.5549
21,21,50,0,0,0,0,0,1,0,0,1,0,1,0.9,1,1,0,31910.3096,0,31910.3096,31910.3096,1.8558314241704106,30133.1919,0,37077.4059,0.0,3.717553275675325,3.717553275675325,0.0,3.717553275675325,3.717553275675325,2047.0,2047.0,8.2678,8.2678,7.4315,7.4315,13352.7428,27293.7366,18742.7533,91339.9454,40.4031,13352.7428,27293.7366,18742.7533,91339.9454,40.4031
22,22,50,0,0,0,0,0,1,0,0,0,1,0,0.9,1,1,0,15460.9532,0,15460.9532,15460.9532,1.308844987326787,21669.3661,0,22481.9044,0.0,2.015486952725722,2.015486952725722,0.0,2.015486952725722,2.015486952725722,2046.0,2046.0,9.4521,9.4521,10.0853,10.0853,8837.2521,19200.7977,9670.1794,53196.9596,27.7772,8837.2521,19200.7977,9670.1794,53196.9596,27.7772
23,23,50,0,0,0,0,0,1,0,0,0,1,1,0.9,1,1,0,34867.8683,0,34867.8683,34867.8683,1.93684956311138,31463.7853,0,41082.5272,0.0,4.02411762568676,4.02411762568676,0.0,4.02411762568676,4.02411762568676,2047.0,2047.0,8.5077,8.5077,7.1783,7.1783,14934.0295,28447.0739,20229.6912,98519.0661,40.4031,14934.0295,28447.0739,20229.6912,98519.0661,40.4031
24,24,50,0,0,0,0,0,1,1,0,0,0,0,0.9,1,1,0,5986.1505,0,5986.1505,5986.1505,1.0488490821273446,9638.9712,0,16253.8984,0.0,0.7833878288915593,0.7833878288915593,0.0,0.7833878288915593,0.7833878288915593,2037.0,2037.0,13.9505,13.9505,11.689,11.689,6641.615,9190.3985,3652.7726,25484.036,13.0994,6641.615,9190.3985,3652.7726,25484.036,13.0994
25,25,50,0,0,0,0,0,1,1,0,0,0,1,0.9,1,1,0,25141.2317,0,25141.2317,25141.2317,2.1334081183768574,19433.3905,0,34854.5212,0.0,2.806877453144764,2.806877453144764,0.0,2.806877453144764,2.806877453144764,2046.0,2046.0,10.0506,10.0506,6.3206,6.3206,13285.7559,18436.6746,14192.4138,71078.2977,22.2217,13285.7559,18436.6746,14192.4138,71078.2977,22.2217
26,26,50,0,0,0,0,0,1,1,0,1,0,0,0.9,1,1,0,20030.437,0,20030.437,20030.437,1.408706131975973,25153.7727,0,25489.8554,0.0,2.261553553062276,2.261553553062276,0.0,2.261553553062276,2.261553553062276,2044.0,2044.0,9.0844,9.0844,10.4761,10.4761,10240.8066,22638.3828,11859.8524,64809.8112,40.3324,10240.8066,22638.3828,11859.8524,64809.8112,40.3324
27,27,50,0,0,0,0,0,1,1,0,1,0,1,0.9,1,1,0,39348.0593,0,39348.0593,39348.0593,1.9389053668002016,34948.1919,0,44090.4781,0.0,4.263144017897636,4.263144017897636,0.0,4.263144017897636,4.263144017897636,2046.0,2046.0,8.3878,8.3878,7.5542,7.5542,16360.4367,31884.659,22473.9384,110117.0922,49.9989,16360.4367,31884.659,22473.9384,110117.0922,49.9989
28,28,50,0,0,0,0,0,1,1,0,0,1,0,0.9,1,1,0,22940.4006,0,22940.4006,22940.4006,1.5264121817123217,26484.3661,0,29494.9766,0.0,2.5586679508461287,2.5586679508461287,0.0,2.5586679508461287,2.5586679508461287,2044.0,2044.0,9.3056,9.3056,9.744,9.744,11788.4272,23791.7201,13375.998,71936.8783,40.3324,11788.4272,23791.7201,13375.998,71936.8783,40.3324
29,29,50,0,0,0,0,0,1,1,0,0,1,1,0.9,1,1,0,42295.953,0,42295.953,42295.953,2.005659782349748,36278.7853,0,48095.5994,0.0,4.5670755233827895,4.5670755233827895,0.0,4.5670755233827895,4.5670755233827895,2046.0,2046.0,8.5795,8.5795,7.3269,7.3269,17932.1937,33037.9963,23967.0349,117283.1767,49.9989,17932.1937,33037.9963,23967.0349,117283.1767,49.9989
30,30,50,0,0,0,0,0,1,0,1,0,0,0,0.9,1,1,0,4253.6405,0,4253.6405,4253.6405,0.8048561795927275,9185.163,0,18037.4914,0.0,0.6760927012624947,0.6760927012624947,0.0,0.6760927012624947,0.6760927012624947,2034.0,2034.0,15.1327,15.1327,12.9064,12.9064,6799.7389,8757.7093,2795.2899,22623.814,17.4353,6799.7389,8757.7093,2795.2899,22623.814,17.4353
31,31,50,0,0,0,0,0,1,0,1,0,0,1,0.9,1,1,0,23180.4316,0,23180.4316,23180.4316,2.0260541949905524,18979.5822,0,36638.1141,0.0,2.72557209613195,2.72557209613195,0.0,2.72557209613195,2.72557209613195,2046.0,2046.0,10.9092,10.9092,6.3526,6.3526,14141.6815,18003.9854,13296.6481,68644.9684,22.2217,14141.6815,18003.9854,13296.6481,68644.9684,22.2217
32,32,50,0,0,0,0,0,1,0,1,1,0,0,0.9,1,1,0,18153.2673,0,18153.2673,18153.2673,1.3078990241571442,24699.9644,0,27273.4483,0.0,2.149887440815122,2.149887440815122,0.0,2.149887440815122,2.149887440815122,2042.0,2042.0,9.6413,9.6413,10.8448,10.8448,10868.1457,22205.6936,10889.9385,62165.8472,48.8022,10868.1457,22205.6936,10889.9385,62165.8472,48.8022
33,33,50,0,0,0,0,0,1,0,1,1,0,1,0.9,1,1,0,37396.6233,0,37396.6233,37396.6233,1.8747752724316487,34494.3837,0,45874.0711,0.0,4.1818386608848215,4.1818386608848215,0.0,4.1818386608848215,4.1818386608848215,2046.0,2046.0,8.921,8.921,7.5989,7.5989,17216.3624,31451.9698,21568.8086,107683.7629,49.9989,17216.3624,31451.9698,21568.8086,107683.7629,49.9989
34,34,50,0,0,0,0,0,1,0,1,0,1,0,0.9,1,1,0,20991.9291,0,20991.9291,20991.9291,1.432734936081788,26030.5578,0,31278.5696,0.0,2.4773625938333144,2.4773625938333144,0.0,2.4773625938333144,2.4773625938333144,2044.0,2044.0,10.2331,10.2331,9.8934,9.8934,12636.9303,23359.0309,12475.3263,69503.549,40.3324,12636.9303,23359.0309,12475.3263,69503.549,40.3324
35,35,50,0,0,0,0,0,1,0,1,0,1,1,0.9,1,1,0,40345.6582,0,40345.6582,40345.6582,1.9446840097336833,35824.9771,0,49879.1924,0.0,4.4857701663699725,4.4857701663699725,0.0,4.4857701663699725,4.4857701663699725,2046.0,2046.0,9.0805,9.0805,7.3645,7.3645,18788.1193,32605.3071,23060.7639,114849.8474,49.9989,18788.1193,32605.3071,23060.7639,114849.8474,49.9989
36,36,50,1,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,20082.2634,0,20082.2634,20082.2634,3.717143466946569,8352.0019,0,13388.5233,0.0,1.2788825526146723,1.2788825526146723,0.0,1.2788825526146723,1.2788825526146723,2038.0,2038.0,5.7378,5.7378,6.2042,6.2042,4142.3797,7963.3213,9517.35,41741.0401,35.7257,4142.3797,7963.3213,9517.35,41741.0401,35.7257
37,37,50,1,0,0,0,0,0,0,0,0,0,1,0.9,1,1,0,39424.4783,0,39424.4783,39424.4783,3.4458835281733675,18146.4211,0,31989.1461,0.0,3.2758431828277073,3.2758431828277073,0.0,3.2758431828277073,3.2758431828277073,2045.0,2045.0,7.3019,7.3019,5.0904,5.0904,10602.1995,17209.5975,19879.1772,87152.1183,36.6658,10602.1995,17209.5975,19879.1772,87152.1183,36.6658
38,38,50,1,0,0,0,0,0,0,0,1,0,0,0.9,1,1,0,34282.2301,0,34282.2301,34282.2301,2.423382074354323,23866.8033,0,22624.4803,0.0,2.737702550799432,2.737702550799432,0.0,2.737702550799432,2.737702550799432,2043.0,2043.0,5.8669,5.8669,8.2271,8.2271,7544.7803,21411.3057,17604.8035,80902.2738,59.1542,7544.7803,21411.3057,17604.8035,80902.2738,59.1542
39,39,50,1,0,0,0,0,0,0,0,1,0,1,0.9,1,1,0,53612.077,0,53612.077,53612.077,2.6677373357314424,33661.2225,0,41225.1031,0.0,4.756725891806051,4.756725891806051,0.0,4.756725891806051,4.756725891806051,2046.0,2046.0,6.8248,6.8248,6.5397,6.5397,13816.9091,30657.5818,28175.4142,126323.0919,61.1097,13816.9091,30657.5818,28175.4142,126323.0919,61.1097
40,40,50,1,0,0,0,0,0,0,0,0,1,0,0.9,1,1,0,37198.8142,0,37198.8142,37198.8142,2.495191904875042,25197.3967,0,26629.6016,0.0,3.031125980995417,3.031125980995417,0.0,3.031125980995417,3.031125980995417,2043.0,2043.0,6.3461,6.3461,7.8411,7.8411,9077.2139,22564.643,19105.1911,88005.0164,59.1542,9077.2139,22564.643,19105.1911,88005.0164,59.1542
41,41,50,1,0,0,0,0,0,0,0,0,1,1,0.9,1,1,0,56560.2157,0,56560.2157,56560.2157,2.710649822630571,34991.816,0,45230.2243,0.0,5.060657397291199,5.060657397291199,0.0,5.060657397291199,5.060657397291199,2046.0,2046.0,7.0911,7.0911,6.3943,6.3943,15388.666,31810.9191,29668.2658,133489.1764,61.1097,15388.666,31810.9191,29668.2658,133489.1764,61.1097
42,42,50,1,0,0,0,0,0,1,0,0,0,0,0.9,1,1,0,27643.4475,0,27643.4475,27643.4475,3.2573329240566133,13167.0019,0,20401.5955,0.0,1.8374642772090697,1.8374642772090697,0.0,1.8374642772090697,1.8374642772090697,2038.0,2038.0,6.6034,6.6034,6.8076,6.8076,7030.9449,12554.2437,13249.1101,60525.3803,47.6342,7030.9449,12554.2437,13249.1101,60525.3803,47.6342
43,43,50,1,0,0,0,0,0,1,0,0,0,1,0.9,1,1,0,46868.2715,0,46868.2715,46868.2715,3.2336818504429004,22961.4211,0,39002.2183,0.0,3.819867783355095,3.819867783355095,0.0,3.819867783355095,3.819867783355095,2044.0,2044.0,7.5029,7.5029,5.5541,5.5541,13546.9824,21800.5199,23629.2265,105892.0548,47.0545,13546.9824,21800.5199,23629.2265,105892.0548,47.0545
44,44,50,1,0,0,0,0,0,1,0,1,0,0,0.9,1,1,0,41786.5661,0,41786.5661,41786.5661,2.4274506392839985,28681.8033,0,29637.5525,0.0,3.2892632923959404,3.2892632923959404,0.0,3.2892632923959404,3.2892632923959404,2042.0,2042.0,6.3352,6.3352,8.2407,8.2407,10466.0409,26002.228,21332.0054,99660.0438,73.2034,10466.0409,26002.228,21332.0054,99660.0438,73.2034
45,45,50,1,0,0,0,0,0,1,0,1,0,1,0.9,1,1,0,61070.8618,0,61070.8618,61070.8618,2.6376317180397053,38476.2225,0,48238.1753,0.0,5.295965501259726,5.295965501259726,0.0,5.295965501259726,5.295965501259726,2045.0,2045.0,6.9932,6.9932,6.7373,6.7373,16756.5327,35248.5042,31903.0186,145052.249,73.3317,16756.5327,35248.5042,31903.0186,145052.249,73.3317
46,46,50,1,0,0,0,0,0,1,0,0,1,0,0.9,1,1,0,44690.5442,0,44690.5442,44690.5442,2.4864663655765358,30012.3967,0,33642.6738,0.0,3.578449927826857,3.578449927826857,0.0,3.578449927826857,3.578449927826857,2042.0,2042.0,6.6818,6.6818,7.9232,7.9232,11980.8234,27155.5653,22831.9364,106732.0727,73.2034,11980.8234,27155.5653,22831.9364,106732.0727,73.2034
47,47,50,1,0,0,0,0,0,1,0,0,1,1,0.9,1,1,0,64008.7109,0,64008.7109,64008.7109,2.6758904695997456,39806.816,0,52243.2966,0.0,5.596546385652365,5.596546385652365,0.0,5.596546385652365,5.596546385652365,2045.0,2045.0,7.2146,7.2146,6.5992,6.5992,18317.1463,36401.8415,33399.054,152200.0843,73.3317,18317.1463,36401.8415,33399.054,152200.0843,73.3317
48,48,50,1,0,0,0,0,0,0,1,0,0,0,0.9,1,1,0,25786.4276,0,25786.4276,25786.4276,3.1489658640446594,12713.1936,0,22185.1885,0.0,1.7488244211004857,1.7488244211004857,0.0,1.7488244211004857,1.7488244211004857,2037.0,2037.0,7.2635,7.2635,6.9061,6.9061,7636.7312,12121.5545,12385.3366,57982.4476,52.3977,7636.7312,12121.5545,12385.3366,57982.4476,52.3977
49,49,50,1,0,0,0,0,0,0,1,0,0,1,0.9,1,1,0,44914.4727,0,44914.4727,44914.4727,3.165872087520619,22507.6128,0,40785.8113,0.0,3.7385624263422796,3.7385624263422796,0.0,3.7385624263422796,3.7385624263422796,2044.0,2044.0,8.0671,8.0671,5.5612,5.5612,14395.4855,21367.8307,22733.882,103458.7255,47.0545,14395.4855,21367.8307,22733.882,103458.7255,47.0545
50,50,50,1,0,0,0,0,0,0,1,1,0,0,0.9,1,1,0,39891.8444,0,39891.8444,39891.8444,2.3578480158579294,28227.9951,0,31421.1455,0.0,3.1878926216572867,3.1878926216572867,0.0,3.1878926216572867,3.1878926216572867,2041.0,2041.0,6.6968,6.6968,8.3777,8.3777,11124.64,25569.5388,20398.3294,97064.8763,80.5237,11124.64,25569.5388,20398.3294,97064.8763,80.5237
51,51,50,1,0,0,0,0,0,0,1,1,0,1,0.9,1,1,0,59119.9819,0,59119.9819,59119.9819,2.5884846239946886,38022.4143,0,50021.7683,0.0,5.214660144246912,5.214660144246912,0.0,5.214660144246912,5.214660144246912,2045.0,2045.0,7.3969,7.3969,6.7608,6.7608,17609.0923,34815.815,31000.6988,142618.9197,73.3317,17609.0923,34815.815,31000.6988,142618.9197,73.3317
52,52,50,1,0,0,0,0,0,0,1,0,1,0,0.9,1,1,0,42756.5515,0,42756.5515,42756.5515,2.4210381420980887,29558.5885,0,35426.2668,0.0,3.499060235362108,3.499060235362108,0.0,3.499060235362108,3.499060235362108,2042.0,2042.0,7.2557,7.2557,7.9817,7.9817,12818.7046,26722.8761,21940.8508,104312.1864,73.2034,12818.7046,26722.8761,21940.8508,104312.1864,73.2034
53,53,50,1,0,0,0,0,0,0,1,0,1,1,0.9,1,1,0,62060.0482,0,62060.0482,62060.0482,2.6287793687393983,39353.0077,0,54026.8895,0.0,5.515241028639552,5.515241028639552,0.0,5.515241028639552,5.515241028639552,2045.0,2045.0,7.5998,7.5998,6.6194,6.6194,19169.7059,35969.1523,32494.5169,149766.755,73.3317,19169.7059,35969.1523,32494.5169,149766.755,73.3317
54,54,50,1,0,0,0,0,1,0,0,0,0,0,0.9,1,1,0,18497.138,0,18497.138,18497.138,2.223835540900085,13175.9731,0,22629.3495,0.0,1.5145086874476679,1.5145086874476679,0.0,1.5145086874476679,1.5145086874476679,2038.0,2038.0,9.232,9.232,8.2648,8.2648,8030.4914,12562.7974,9440.9079,48567.0604,35.7257,8030.4914,12562.7974,9440.9079,48567.0604,35.7257
55,55,50,1,0,0,0,0,1,0,0,0,0,1,0.9,1,1,0,37655.7348,0,37655.7348,37655.7348,2.6373020281763284,22970.3923,0,41229.9723,0.0,3.500641036269423,3.500641036269423,0.0,3.500641036269423,3.500641036269423,2044.0,2044.0,8.7485,8.7485,6.0469,6.0469,14598.1531,21809.0736,19861.1851,93964.479,40.3324,14598.1531,21809.0736,19861.1851,93964.479,40.3324
56,56,50,1,0,0,0,0,1,0,0,1,0,0,0.9,1,1,0,32591.9328,0,32591.9328,32591.9328,1.9275514860918253,28690.7746,0,31865.3065,0.0,2.9685683388356052,2.9685683388356052,0.0,2.9685683388356052,2.9685683388356052,2042.0,2042.0,7.7017,7.7017,9.1277,9.1277,11508.8715,26010.7818,17545.6089,87722.2646,65.0696,11508.8715,26010.7818,17545.6089,87722.2646,65.0696
57,57,50,1,0,0,0,0,1,0,0,1,0,1,0.9,1,1,0,51853.403,0,51853.403,51853.403,2.2688697157019244,38485.1938,0,50465.9292,0.0,4.977218250880748,4.977218250880748,0.0,4.977218250880748,4.977218250880748,2045.0,2045.0,7.8437,7.8437,7.1587,7.1587,17809.7278,35257.0579,28140.1365,133127.546,67.2207,17809.7278,35257.0579,28140.1365,133127.546,67.2207
58,58,50,1,0,0,0,0,1,0,0,0,1,0,0.9,1,1,0,35495.9528,0,35495.9528,35495.9528,2.007857856194534,30021.368,0,35870.4277,0.0,3.257754974266522,3.257754974266522,0.0,3.257754974266522,3.257754974266522,2042.0,2042.0,7.9604,7.9604,8.7001,8.7001,13023.6539,27164.1191,19045.498,94794.2935,65.0696,13023.6539,27164.1191,19045.498,94794.2935,65.0696
59,59,50,1,0,0,0,0,1,0,0,0,1,1,0.9,1,1,0,54794.3201,0,54794.3201,54794.3201,2.318797693262595,39815.7872,0,54471.0505,0.0,5.277799135273389,5.277799135273389,0.0,5.277799135273389,5.277799135273389,2045.0,2045.0,8.0302,8.0302,6.9887,6.9887,19370.3414,36410.3952,29633.1039,140275.3813,67.2207,19370.3414,36410.3952,29633.1039,140275.3813,67.2207
60,60,50,1,0,0,0,0,1,1,0,0,0,0,0.9,1,1,0,26063.9179,0,26063.9179,26063.9179,2.2869878746437546,17990.9731,0,29642.4217,0.0,2.0730904120420655,2.0730904120420655,0.0,2.0730904120420655,2.0730904120420655,2038.0,2038.0,9.0578,9.0578,8.2444,8.2444,10919.0566,17153.7198,13167.0721,67351.4006,47.6342,10919.0566,17153.7198,13167.0721,67351.4006,47.6342
61,61,50,1,0,0,0,0,1,1,0,0,0,1,0.9,1,1,0,45097.7211,0,45097.7211,45097.7211,2.6032421222057263,27785.3923,0,48243.0445,0.0,4.072659271564867,4.072659271564867,0.0,4.072659271564867,4.072659271564867,2044.0,2044.0,8.9528,8.9528,6.3107,6.3107,17697.1538,26399.996,23627.8709,112869.7963,47.0545,17697.1538,26399.996,23627.8709,112869.7963,47.0545
62,62,50,1,0,0,0,0,1,1,0,1,0,0,0.9,1,1,0,40125.0769,0,40125.0769,40125.0769,2.0055189784051923,33505.7746,0,38878.3787,0.0,3.5119676344060387,3.5119676344060387,0.0,3.5119676344060387,3.5119676344060387,2041.0,2041.0,7.764,7.764,9.024,9.024,14346.9013,30601.7041,21247.8149,106402.0209,80.5237,14346.9013,30601.7041,21247.8149,106402.0209,80.5237
63,63,50,1,0,0,0,0,1,1,0,1,0,1,0.9,1,1,0,59281.2886,0,59281.2886,59281.2886,2.288394991479739,43300.1938,0,57479.0015,0.0,5.550110234504019,5.550110234504019,0.0,5.550110234504019,5.550110234504019,2045.0,2045.0,8.1101,8.1101,7.2393,7.2393,20928.8224,39847.9803,31906.675,152038.098,73.3317,20928.8224,39847.9803,31906.675,152038.098,73.3317
64,64,50,1,0,0,0,0,1,1,0,0,1,0,0.9,1,1,0,42975.3919,0,42975.3919,42975.3919,2.071510840361161,34836.368,0,42883.5,0.0,3.8271554388657085,3.8271554388657085,0.0,3.8271554388657085,3.8271554388657085,2042.0,2042.0,8.2227,8.2227,8.598,8.598,16072.3173,31755.0414,22805.4349,113681.3888,73.2034,16072.3173,31755.0414,22805.4349,113681.3888,73.2034
