,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,reg_f,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
966,966,55,0,0,1,0,0,0,0,1,0,0,0,0,0,24332.7072,0,28718.9227,28718.9227,2.738812823,16546.9449,0,16886.2172,0,1.728890437,1.728890437,0,1.728890437,1.728890437,2038,2038,6.0806,6.0806,8.9765,8.9765,6179.3472,15575.903,12068.0194,58208.9038,52.9269,6179.3472,15575.903,13940.8258,64467.9257,52.9269
967,967,60,0,0,1,0,0,0,0,1,0,0,0,0,0,24332.7072,0,33089.1993,33089.1993,3.141097465,16546.9449,0,16886.2172,0,1.739042009,1.739042009,0,1.728890437,1.728890437,2038,2039,6.0806,6.3533,8.9765,8.9241,6179.3472,15575.903,12068.0194,58208.9038,52.9269,6308.1118,15575.903,15836.5348,70857.8643,48.1154
968,968,25,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,3723.7526,3723.7526,0.360177846,27587.7329,0,35486.84,0,3.553137022,3.553137022,0,3.792009936,3.792009936,2046,2040,7.5904,6.1809,6.7026,7.1588,12830.01,25849.5432,22560.4239,104091.7605,43.2089,11723.6838,25849.5432,5586.8447,46960.3715,76.5472
969,969,30,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,11513.0033,11513.0033,0.790373352,27587.7329,0,35486.84,0,3.607686778,3.607686778,0,3.792009936,3.792009936,2046,2041,7.5904,6.4113,6.7026,7.0493,12830.01,25849.5432,22560.4239,104091.7605,43.2089,11960.356,25849.5432,8918.1478,58310.6387,69.5884
970,970,35,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,19266.194,19266.194,1.223337595,27587.7329,0,35486.84,0,3.696079298,3.696079298,0,3.792009936,3.792009936,2046,2043,7.5904,6.8787,6.7026,6.8787,12830.01,25849.5432,22560.4239,104091.7605,43.2089,12363.7451,25849.5432,12357.0829,69894.0762,57.511
971,971,40,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,27097.0317,27097.0317,1.657593526,27587.7329,0,35486.84,0,3.732370077,3.732370077,0,3.792009936,3.792009936,2046,2044,7.5904,7.1151,6.7026,6.811,12830.01,25849.5432,22560.4239,104091.7605,43.2089,12536.0037,25849.5432,15751.7609,81286.6223,52.2828
972,972,45,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,34946.5344,34946.5344,2.092831428,27587.7329,0,35486.84,0,3.764087672,3.764087672,0,3.792009936,3.792009936,2046,2045,7.5904,7.3524,6.7026,6.7529,12830.01,25849.5432,22560.4239,104091.7605,43.2089,12690.7131,25849.5432,19153.158,92687.4785,47.5298
973,973,50,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,42808.5746,42808.5746,2.528781373,27587.7329,0,35486.84,0,3.792009936,3.792009936,0,3.792009936,3.792009936,2046,2046,7.5904,7.5904,6.7026,6.7026,12830.01,25849.5432,22560.4239,104091.7605,43.2089,12830.01,25849.5432,22560.4239,104091.7605,43.2089
974,974,55,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,50676.1593,50676.1593,2.964938711,27587.7329,0,35486.84,0,3.815211912,3.815211912,0,3.792009936,3.792009936,2046,2047,7.5904,7.8323,6.7026,6.6613,12830.01,25849.5432,22560.4239,104091.7605,43.2089,12955.573,25849.5432,25967.5064,115488.0627,39.2808
975,975,60,0,0,1,0,0,0,0,1,0,0,1,0,0,42808.5746,0,58578.025,58578.025,3.40142171,27587.7329,0,35486.84,0,3.815211912,3.815211912,0,3.792009936,3.792009936,2046,2047,7.5904,7.8323,6.7026,6.6613,12830.01,25849.5432,22560.4239,104091.7605,43.2089,12955.573,25849.5432,29348.7262,126771.1482,39.2808
976,976,25,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,827.3877,827.3877,0.16578021,34049.1131,0,26122.1742,0,3.061615355,3.061615355,0,3.199951549,3.199951549,2043,2038,6.1177,5.0342,9.9677,10.4181,9630.815,30518.1078,19942.5888,97482.9933,73.9428,8793.1926,30518.1078,4231.8927,44489.6664,119.0856
977,977,30,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,8129.0206,8129.0206,0.505635467,34049.1131,0,26122.1742,0,3.098495837,3.098495837,0,3.199951549,3.199951549,2043,2039,6.1177,5.2545,9.9677,10.2941,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9001.8275,30518.1078,7301.9626,55059.178,108.2596
978,978,35,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,15409.9826,15409.9826,0.847014041,34049.1131,0,26122.1742,0,3.129940301,3.129940301,0,3.199951549,3.199951549,2043,2040,6.1177,5.4734,9.9677,10.1906,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9187.5322,30518.1078,10439.1919,65653.2323,98.4178
979,979,40,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,22703.3851,22703.3851,1.189565551,34049.1131,0,26122.1742,0,3.157398823,3.157398823,0,3.199951549,3.199951549,2043,2041,6.1177,5.6892,9.9677,10.102,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9352.6995,30518.1078,13599.7764,76263.4396,89.4708
980,980,45,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,30007.7698,30007.7698,1.532799987,34049.1131,0,26122.1742,0,3.180826704,3.180826704,0,3.199951549,3.199951549,2043,2042,6.1177,5.9035,9.9677,10.0276,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9499.7823,30518.1078,16770.2202,86877.2171,81.3371
981,981,50,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,37317.5389,37317.5389,1.876273927,34049.1131,0,26122.1742,0,3.199951549,3.199951549,0,3.199951549,3.199951549,2043,2043,6.1177,6.1177,9.9677,9.9677,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9630.815,30518.1078,19942.5888,97482.9933,73.9428
982,982,55,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,44639.0192,44639.0192,2.220206342,34049.1131,0,26122.1742,0,3.217029575,3.217029575,0,3.199951549,3.199951549,2043,2044,6.1177,6.3296,9.9677,9.9148,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9748.1007,30518.1078,23117.238,108089.6863,67.2207
983,983,60,0,0,1,0,0,0,0,1,1,0,0,0,0,37317.5389,0,51972.0262,51972.0262,2.564469005,34049.1131,0,26122.1742,0,3.232221059,3.232221059,0,3.199951549,3.199951549,2043,2045,6.1177,6.5386,9.9677,9.8682,9630.815,30518.1078,19942.5888,97482.9933,73.9428,9852.7355,30518.1078,26290.4389,118694.4181,61.1097
984,984,25,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,2176.0524,2176.0524,0.229470866,45089.9012,0,44722.797,0,4.936289404,4.936289404,0,5.266137943,5.266137943,2046,2040,6.9,5.5831,7.9209,8.4551,15904.6908,40791.748,30585.476,143278.8723,74.0724,14489.5918,40791.748,7184.5232,64773.1391,131.2238
985,985,30,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,12822.9652,12822.9652,0.605543485,45089.9012,0,44722.797,0,5.077629793,5.077629793,0,5.266137943,5.266137943,2046,2042,6.9,6.0148,7.9209,8.2177,15904.6908,40791.748,30585.476,143278.8723,74.0724,15062.9556,40791.748,11878.3646,80664.4828,108.4494
986,986,35,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,23565.7904,23565.7904,0.982892386,45089.9012,0,44722.797,0,5.13404879,5.13404879,0,5.266137943,5.266137943,2046,2043,6.9,6.2344,7.9209,8.1265,15904.6908,40791.748,30585.476,143278.8723,74.0724,15307.1594,40791.748,16528.3559,96291.6439,98.5904
987,987,40,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,34275.739,34275.739,1.361773824,45089.9012,0,44722.797,0,5.227873007,5.227873007,0,5.266137943,5.266137943,2046,2045,6.9,6.677,7.9209,7.9794,15904.6908,40791.748,30585.476,143278.8723,74.0724,15725.9517,40791.748,21273.7389,112148.6571,81.4796
988,988,45,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,45071.9374,45071.9374,1.741124743,45089.9012,0,44722.797,0,5.266137943,5.266137943,0,5.266137943,5.266137943,2046,2046,6.9,6.9,7.9209,7.9209,15904.6908,40791.748,30585.476,143278.8723,74.0724,15904.6908,40791.748,25952.0231,127794.4717,74.0724
989,989,50,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,55922.8852,55922.8852,2.120718796,45089.9012,0,44722.797,0,5.266137943,5.266137943,0,5.266137943,5.266137943,2046,2046,6.9,6.9,7.9209,7.9209,15904.6908,40791.748,30585.476,143278.8723,74.0724,15904.6908,40791.748,30585.476,143278.8723,74.0724
990,990,55,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,66739.8331,66739.8331,2.500893534,45089.9012,0,44722.797,0,5.298942721,5.298942721,0,5.266137943,5.266137943,2046,2047,6.9,7.125,7.9209,7.8714,15904.6908,40791.748,30585.476,143278.8723,74.0724,16065.9664,40791.748,35276.6159,158941.502,67.3385
991,991,60,0,0,1,0,0,0,0,1,1,0,1,0,0,55922.8852,0,77563.2192,77563.2192,2.881131393,45089.9012,0,44722.797,0,5.326307467,5.326307467,0,5.266137943,5.266137943,2046,2048,6.9,7.3532,7.9209,7.8306,15904.6908,40791.748,30585.476,143278.8723,74.0724,16211.6752,40791.748,39963.8926,174591.7518,61.2169
992,992,25,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,963.6263,963.6263,0.174588094,35527.5503,0,30127.2955,0,3.331108602,3.331108602,0,3.518137392,3.518137392,2044,2038,6.7278,5.4076,9.4654,9.9968,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,10203.2162,31799.5937,4588.2751,47673.7969,119.0856
993,993,30,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,8796.6382,8796.6382,0.524336232,35527.5503,0,30127.2955,0,3.374959528,3.374959528,0,3.518137392,3.518137392,2044,2039,6.7278,5.6345,9.4654,9.867,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,10444.2203,31799.5937,7877.254,59025.9658,108.2596
994,994,35,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,16555.782,16555.782,0.876264601,35527.5503,0,30127.2955,0,3.444977546,3.444977546,0,3.518137392,3.518137392,2044,2041,6.7278,6.0803,9.4654,9.6664,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,10846.9375,31799.5937,11309.4323,70601.2163,89.4708
995,995,40,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,24391.5012,24391.5012,1.229144411,35527.5503,0,30127.2955,0,3.472860576,3.472860576,0,3.518137392,3.518137392,2044,2042,6.7278,6.2989,9.4654,9.5888,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,11014.5647,31799.5937,14695.2911,81982.2877,81.3371
996,996,45,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,32239.0132,32239.0132,1.582737773,35527.5503,0,30127.2955,0,3.496834765,3.496834765,0,3.518137392,3.518137392,2044,2043,6.7278,6.5148,9.4654,9.5231,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,11163.2486,31799.5937,18092.048,93367.8463,73.9428
997,997,50,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,40097.649,40097.649,1.936944613,35527.5503,0,30127.2955,0,3.518137392,3.518137392,0,3.518137392,3.518137392,2044,2044,6.7278,6.7278,9.4654,9.4654,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,11295.7213,31799.5937,21497.1897,104757.3743,67.2207
998,998,55,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,47969.6735,47969.6735,2.291656714,35527.5503,0,30127.2955,0,3.537296542,3.537296542,0,3.518137392,3.518137392,2044,2045,6.7278,6.9365,9.4654,9.4141,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,11413.3491,31799.5937,24905.01,116148.736,61.1097
999,999,60,0,0,1,0,0,0,0,1,0,1,0,0,0,40097.649,0,55848.5291,55848.5291,2.646615646,35527.5503,0,30127.2955,0,3.553939457,3.553939457,0,3.518137392,3.518137392,2044,2046,6.7278,7.1427,9.4654,9.37,11295.7213,31799.5937,21497.1897,104757.3743,67.2207,11517.9261,31799.5937,28313.8484,127535.4517,55.5543
1000,1000,25,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,2333.7612,2333.7612,0.234204458,46568.3383,0,48727.9183,0,5.218708123,5.218708123,0,5.610866748,5.610866748,2047,2040,7.3638,5.8268,7.6864,8.2687,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,15959.9015,42073.2339,7519.9229,68018.0433,131.2238
1001,1001,30,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,13512.1324,13512.1324,0.616800207,46568.3383,0,48727.9183,0,5.369663665,5.369663665,0,5.610866748,5.610866748,2047,2042,7.3638,6.2616,7.6864,8.0344,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,16577.738,42073.2339,12438.5027,84710.0564,108.4494
1002,1002,35,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,24723.8933,24723.8933,1.001244354,46568.3383,0,48727.9183,0,5.485260602,5.485260602,0,5.610866748,5.610866748,2047,2044,7.3638,6.7008,7.6864,7.8638,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,17075.2587,42073.2339,17401.4604,101363.4738,89.6276
1003,1003,40,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,36046.7784,36046.7784,1.386820301,46568.3383,0,48727.9183,0,5.532948489,5.532948489,0,5.610866748,5.610866748,2047,2045,7.3638,6.9209,7.6864,7.7955,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,17286.5653,42073.2339,22300.9121,117788.9693,81.4796
1004,1004,45,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,47385.8656,47385.8656,1.773163715,46568.3383,0,48727.9183,0,5.575048474,5.575048474,0,5.610866748,5.610866748,2047,2046,7.3638,7.1413,7.6864,7.7361,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,17476.4478,42073.2339,27216.4514,134226.071,74.0724
1005,1005,50,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,58737.859,58737.859,2.159894043,46568.3383,0,48727.9183,0,5.610866748,5.610866748,0,5.610866748,5.610866748,2047,2047,7.3638,7.3638,7.6864,7.6864,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,17647.2531,42073.2339,32135.3631,150661.0476,67.3385
1006,1006,55,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,70139.9514,70139.9514,2.546801607,46568.3383,0,48727.9183,0,5.610866748,5.610866748,0,5.610866748,5.610866748,2047,2047,7.3638,7.3638,7.6864,7.6864,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,17647.2531,42073.2339,37011.6326,166939.4096,67.3385
1007,1007,60,0,0,1,0,0,0,0,1,0,1,1,0,0,58737.859,0,81512.1171,81512.1171,2.934160047,46568.3383,0,48727.9183,0,5.641589951,5.641589951,0,5.610866748,5.610866748,2047,2048,7.3638,7.588,7.6864,7.6442,17647.2531,42073.2339,32135.3631,150661.0476,67.3385,17801.1571,42073.2339,41936.7986,183384.5235,61.2169
1008,1008,25,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,-1181.6144,-1181.6144,0.010362463,17008.4443,0,17330.3782,0,1.390657215,1.390657215,0,1.491593683,1.491593683,2039,2034,7.7801,6.1808,10.732,11.511,6510.3488,16066.1729,9128.962,48744.8449,36.0865,5620.308,16066.1729,1348.0977,21911.082,58.1177
1009,1009,30,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,2465.9951,2465.9951,0.329314873,17008.4443,0,17330.3782,0,1.419242091,1.419242091,0,1.491593683,1.491593683,2039,2035,7.7801,6.5165,10.732,11.2791,6510.3488,16066.1729,9128.962,48744.8449,36.0865,5850.0457,16066.1729,2824.7776,27259.8256,52.8343
1010,1010,35,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,6086.2471,6086.2471,0.651249782,17008.4443,0,17330.3782,0,1.442776693,1.442776693,0,1.491593683,1.491593683,2039,2036,7.7801,6.8462,10.732,11.0952,6510.3488,16066.1729,9128.962,48744.8449,36.0865,6051.2269,16066.1729,4376.7319,32628.41,48.0312
1011,1011,40,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,9717.0715,9717.0715,0.975378389,17008.4443,0,17330.3782,0,1.462497182,1.462497182,0,1.491593683,1.491593683,2039,2037,7.7801,7.1651,10.732,10.9455,6510.3488,16066.1729,9128.962,48744.8449,36.0865,6226.0526,16066.1729,5953.3577,38006.3194,43.6647
1012,1012,45,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,13356.7738,13356.7738,1.30062906,17008.4443,0,17330.3782,0,1.478527452,1.478527452,0,1.491593683,1.491593683,2039,2038,7.7801,7.4761,10.732,10.8269,6510.3488,16066.1729,9128.962,48744.8449,36.0865,6377.9201,16066.1729,7539.1327,43379.6947,39.6952
1013,1013,50,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,17003.2746,17003.2746,1.626555248,17008.4443,0,17330.3782,0,1.491593683,1.491593683,0,1.491593683,1.491593683,2039,2039,7.7801,7.7801,10.732,10.732,6510.3488,16066.1729,9128.962,48744.8449,36.0865,6510.3488,16066.1729,9128.962,48744.8449,36.0865
1014,1014,55,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,20657.9135,20657.9135,1.95302968,17008.4443,0,17330.3782,0,1.502456521,1.502456521,0,1.491593683,1.491593683,2039,2040,7.7801,8.0761,10.732,10.6544,6510.3488,16066.1729,9128.962,48744.8449,36.0865,6625.9561,16066.1729,10719.4613,54102.3097,32.8059
1015,1015,60,0,0,1,0,0,1,0,0,0,0,0,0,0,17003.2746,0,24341.8358,24341.8358,2.279971758,17008.4443,0,17330.3782,0,1.502456521,1.502456521,0,1.491593683,1.491593683,2039,2040,7.7801,8.0761,10.732,10.6544,6510.3488,16066.1729,9128.962,48744.8449,36.0865,6625.9561,16066.1729,12288.1905,59354.9612,32.8059
1016,1016,25,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,-37.0877,-37.0877,0.160028978,28049.2323,0,35931.001,0,3.308805624,3.308805624,0,3.556993382,3.556993382,2046,2040,8.2267,6.7973,7.2722,7.8232,13028.4788,26339.8131,19713.597,94619.5229,37.0362,11928.0156,26339.8131,4252.251,42548.6039,65.6119
1017,1017,30,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,6992.0698,6992.0698,0.544109396,28049.2323,0,35931.001,0,3.415121299,3.415121299,0,3.556993382,3.556993382,2046,2042,8.2267,7.266,7.2722,7.5774,13028.4788,26339.8131,19713.597,94619.5229,37.0362,12377.7978,26339.8131,7339.7717,53103.677,54.2247
1018,1018,35,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,14096.7226,14096.7226,0.930494431,28049.2323,0,35931.001,0,3.458421021,3.458421021,0,3.556993382,3.556993382,2046,2043,8.2267,7.5031,7.2722,7.4816,13028.4788,26339.8131,19713.597,94619.5229,37.0362,12567.9283,26339.8131,10412.5007,63466.2599,49.2952
1019,1019,40,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,21216.5021,21216.5021,1.318267412,28049.2323,0,35931.001,0,3.496247472,3.496247472,0,3.556993382,3.556993382,2046,2044,8.2267,7.7426,7.2722,7.3999,13028.4788,26339.8131,19713.597,94619.5229,37.0362,12738.6712,26339.8131,13506.6616,73846.4618,44.8138
1020,1020,45,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,28350.4118,28350.4118,1.706877409,28049.2323,0,35931.001,0,3.528513888,3.528513888,0,3.556993382,3.556993382,2046,2045,8.2267,7.9843,7.2722,7.3315,13028.4788,26339.8131,19713.597,94619.5229,37.0362,12891.3486,26339.8131,16608.7391,84231.0524,40.7398
1021,1021,50,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,35500.5978,35500.5978,2.096210889,28049.2323,0,35931.001,0,3.556993382,3.556993382,0,3.556993382,3.556993382,2046,2046,8.2267,8.2267,7.2722,7.2722,13028.4788,26339.8131,19713.597,94619.5229,37.0362,13028.4788,26339.8131,19713.597,94619.5229,37.0362
1022,1022,55,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,42656.8383,42656.8383,2.485762941,28049.2323,0,35931.001,0,3.580724032,3.580724032,0,3.556993382,3.556993382,2046,2047,8.2267,8.4731,7.2722,7.2235,13028.4788,26339.8131,19713.597,94619.5229,37.0362,13151.7258,26339.8131,22818.1576,105000.204,33.6693
1023,1023,60,0,0,1,0,0,1,0,0,0,0,1,0,0,35500.5978,0,49846.0213,49846.0213,2.875468592,28049.2323,0,35931.001,0,3.580724032,3.580724032,0,3.556993382,3.556993382,2046,2047,8.2267,8.4731,7.2722,7.2235,13028.4788,26339.8131,19713.597,94619.5229,37.0362,13151.7258,26339.8131,25893.8214,115265.0509,33.6693
1024,1024,25,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,-2978.844,-2978.844,0,34510.6126,0,26566.3352,0,2.81125237,2.81125237,0,2.980906969,2.980906969,2044,2038,7.0168,5.6749,10.864,11.5196,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,8991.7655,31008.3777,2922.5369,40049.69,105.8539
1025,1025,30,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,3592.63,3592.63,0.30013545,34510.6126,0,26566.3352,0,2.885608904,2.885608904,0,2.980906969,2.980906969,2044,2040,7.0168,6.1329,10.864,11.2228,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,9391.864,31008.3777,5713.9701,49794.3243,87.4825
1026,1026,35,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,10188.2616,10188.2616,0.603665261,34510.6126,0,26566.3352,0,2.914986474,2.914986474,0,2.980906969,2.980906969,2044,2041,7.0168,6.3575,10.864,11.1097,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,9557.684,31008.3777,8530.1908,59364.0437,79.5296
1027,1027,40,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,16781.8561,16781.8561,0.908258138,34510.6126,0,26566.3352,0,2.940830993,2.940830993,0,2.980906969,2.980906969,2044,2042,7.0168,6.5787,10.864,11.012,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,9704.7316,31008.3777,11381.4122,68948.6773,72.2996
1028,1028,45,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,23379.0706,23379.0706,1.213346727,34510.6126,0,26566.3352,0,2.962293273,2.962293273,0,2.980906969,2.980906969,2044,2043,7.0168,6.799,10.864,10.9323,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,9834.9983,31008.3777,14244.3847,78532.5582,65.7269
1029,1029,50,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,29984.3509,29984.3509,1.518901048,34510.6126,0,26566.3352,0,2.980906969,2.980906969,0,2.980906969,2.980906969,2044,2044,7.0168,7.0168,10.864,10.864,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,9950.7682,31008.3777,17113.7328,88116.9814,59.7517
1030,1030,55,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,36597.6474,36597.6474,1.824700071,34510.6126,0,26566.3352,0,2.996647275,2.996647275,0,2.980906969,2.980906969,2044,2045,7.0168,7.2324,10.864,10.8069,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,10053.3709,31008.3777,19982.6524,97696.3682,54.3198
1031,1031,60,0,0,1,0,0,1,0,0,1,0,0,0,0,29984.3509,0,43243.6466,43243.6466,2.130591593,34510.6126,0,26566.3352,0,2.996647275,2.996647275,0,2.980906969,2.980906969,2044,2045,7.0168,7.2324,10.864,10.8069,9950.7682,31008.3777,17113.7328,88116.9814,59.7517,10053.3709,31008.3777,22821.7375,107181.4525,54.3198
1032,1032,25,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,-1709.2149,-1709.2149,0.103690004,45551.4006,0,45166.958,0,4.769283172,4.769283172,0,5.06445484,5.06445484,2047,2041,7.5482,6.207,8.3264,8.8458,16262.1192,41282.0179,27799.5821,133970.016,61.727,14996.4752,41282.0179,5989.7457,60668.377,109.3532
1033,1033,30,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,8353.6577,8353.6577,0.450510231,45551.4006,0,45166.958,0,4.837634082,4.837634082,0,5.06445484,5.06445484,2047,2042,7.5482,6.4255,8.3264,8.7199,16262.1192,41282.0179,27799.5821,133970.016,61.727,15267.9049,41282.0179,10244.3057,75247.2981,99.412
1034,1034,35,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,18319.9385,18319.9385,0.799294303,45551.4006,0,45166.958,0,4.94803018,4.94803018,0,5.06445484,5.06445484,2047,2044,7.5482,6.8699,8.3264,8.5239,16262.1192,41282.0179,27799.5821,133970.016,61.727,15730.3056,41282.0179,14676.5289,90090.9496,82.1586
1035,1035,40,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,28386.5691,28386.5691,1.148873186,45551.4006,0,45166.958,0,4.992299223,4.992299223,0,5.06445484,5.06445484,2047,2045,7.5482,7.0946,8.3264,8.4477,16262.1192,41282.0179,27799.5821,133970.016,61.727,15926.5872,41282.0179,19041.2138,104711.0776,74.6897
1036,1036,45,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,38468.1796,38468.1796,1.499144349,45551.4006,0,45166.958,0,5.03112139,5.03112139,0,5.06445484,5.06445484,2047,2046,7.5482,7.3204,8.3264,8.382,16262.1192,41282.0179,27799.5821,133970.016,61.727,16103.1597,41282.0179,23419.4974,119340.7543,67.8997
1037,1037,50,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,48564.5698,48564.5698,1.849817157,45551.4006,0,45166.958,0,5.06445484,5.06445484,0,5.06445484,5.06445484,2047,2047,7.5482,7.5482,8.3264,8.3264,16262.1192,41282.0179,27799.5821,133970.016,61.727,16262.1192,41282.0179,27799.5821,133970.016,61.727
1038,1038,55,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,58711.2619,58711.2619,2.200663224,45551.4006,0,45166.958,0,5.06445484,5.06445484,0,5.06445484,5.06445484,2047,2047,7.5482,7.5482,8.3264,8.3264,16262.1192,41282.0179,27799.5821,133970.016,61.727,16262.1192,41282.0179,32136.5173,148453.6433,61.727
1039,1039,60,0,0,1,0,0,1,0,0,1,0,1,0,0,48564.5698,0,68823.767,68823.767,2.551841131,45551.4006,0,45166.958,0,5.092362897,5.092362897,0,5.06445484,5.06445484,2047,2048,7.5482,7.7791,8.3264,8.2804,16262.1192,41282.0179,27799.5821,133970.016,61.727,16405.387,41282.0179,36521.3386,163088.626,56.1155
