,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,reg_f,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
423,423,60,1,0,0,0,0,0,0,1,0,1,0,0,0,40499.6007,0,56239.0688,56239.0688,2.844923265,33317.1761,0,35426.2668,0,3.587133293,3.587133293,0,3.543672331,3.543672331,2043,2045,7.5091,8.0052,8.8046,8.698,12996.4572,29692.0846,21414.8788,104676.9641,73.9428,13296.4897,29692.0846,28232.3928,127521.1456,61.1097
424,424,25,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,2749.5857,2749.5857,0.256031574,44357.9641,0,54026.8895,0,5.260160447,5.260160447,0,5.626010423,5.626010423,2046,2040,7.8421,6.4006,7.2979,7.8095,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,17696.1633,39965.7248,7482.9721,68025.6697,131.2238
425,425,30,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,14007.8951,14007.8951,0.657375957,44357.9641,0,54026.8895,0,5.34282289,5.34282289,0,5.626010423,5.626010423,2046,2041,7.8421,6.6377,7.2979,7.6878,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,18057.6691,39965.7248,12264.7924,84415.3758,119.2943
426,426,35,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,25195.1427,25195.1427,1.061598916,44357.9641,0,54026.8895,0,5.477769571,5.477769571,0,5.626010423,5.626010423,2046,2043,7.8421,7.117,7.2979,7.4969,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,18672.8015,39965.7248,17232.7196,101164.979,98.5904
427,427,40,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,36498.497,36498.497,1.467055756,44357.9641,0,54026.8895,0,5.533639469,5.533639469,0,5.626010423,5.626010423,2046,2044,7.8421,7.3583,7.2979,7.4207,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,18934.7405,39965.7248,22133.8534,117622.4433,89.6276
428,428,45,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,47828.6023,47828.6023,1.873519649,44357.9641,0,54026.8895,0,5.582785241,5.582785241,0,5.626010423,5.626010423,2046,2045,7.8421,7.5998,7.2979,7.3549,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,19169.7059,39965.7248,27048.484,134093.9966,81.4796
429,429,50,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,59176.9772,59176.9772,2.280677439,44357.9641,0,54026.8895,0,5.626010423,5.626010423,0,5.626010423,5.626010423,2046,2046,7.8421,7.8421,7.2979,7.2979,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,19381.0115,39965.7248,31972.5773,150570.3632,74.0724
430,430,55,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,70537.838,70537.838,2.688171297,44357.9641,0,54026.8895,0,5.66292922,5.66292922,0,5.626010423,5.626010423,2046,2047,7.8421,8.0865,7.2979,7.25,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,19571.067,39965.7248,36897.6161,167039.5844,67.3385
431,431,60,1,0,0,0,0,0,0,1,0,1,1,0,0,59176.9772,0,81909.4784,81909.4784,3.09588571,44357.9641,0,54026.8895,0,5.694583266,5.694583266,0,5.626010423,5.626010423,2046,2048,7.8421,8.3331,7.2979,7.2095,19381.0115,39965.7248,31972.5773,150570.3632,74.0724,19742.4052,39965.7248,41820.6899,183499.5151,61.2169
432,432,25,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,-620.8254,-620.8254,0.054563828,14798.0701,0,22629.3495,0,1.372426952,1.372426952,0,1.514508687,1.514508687,2038,2033,9.232,7.2099,9.1832,10.1339,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,6702.6155,13958.6638,1382.4819,21486.8653,63.9295
433,433,30,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,2961.542,2961.542,0.416455731,14798.0701,0,22629.3495,0,1.412283971,1.412283971,0,1.514508687,1.514508687,2038,2034,9.232,7.6274,9.1832,9.8479,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,7041.9879,13958.6638,2851.7636,26872.075,58.1177
434,434,35,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,6541.4058,6541.4058,0.783555424,14798.0701,0,22629.3495,0,1.445183412,1.445183412,0,1.514508687,1.514508687,2038,2035,9.232,8.0389,9.1832,9.6237,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,7339.4541,13958.6638,4396.2444,32288.6024,52.8343
435,435,40,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,10102.6316,10102.6316,1.154497146,14798.0701,0,22629.3495,0,1.495442264,1.495442264,0,1.514508687,1.514508687,2038,2037,9.232,8.8421,9.1832,9.3002,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,7829.8468,13958.6638,6012.994,37947.801,43.6647
436,436,45,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,13764.4818,13764.4818,1.526896953,14798.0701,0,22629.3495,0,1.495442264,1.495442264,0,1.514508687,1.514508687,2038,2037,9.232,8.8421,9.1832,9.3002,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,7829.8468,13958.6638,7549.4728,43146.1299,43.6647
437,437,50,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,17398.7994,17398.7994,1.901154094,14798.0701,0,22629.3495,0,1.514508687,1.514508687,0,1.514508687,1.514508687,2038,2038,9.232,9.232,9.1832,9.1832,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,8030.4914,13958.6638,9139.4106,48567.0604,39.6952
438,438,55,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,21045.0859,21045.0859,2.276344931,14798.0701,0,22629.3495,0,1.53048548,1.53048548,0,1.514508687,1.514508687,2038,2039,9.232,9.6153,9.1832,9.0873,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,8206.882,13958.6638,10730.413,53977.1313,36.0865
439,439,60,1,0,0,0,0,1,0,0,0,0,0,0,0,17398.7994,0,24698.1635,24698.1635,2.652146646,14798.0701,0,22629.3495,0,1.543908845,1.543908845,0,1.514508687,1.514508687,2038,2040,9.232,9.9924,9.1832,9.0083,8030.4914,13958.6638,9139.4106,48567.0604,39.6952,8362.2178,13958.6638,12323.1515,59375.0026,32.8059
440,440,25,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,467.159,467.159,0.18978204,25838.8582,0,41229.9723,0,3.282363124,3.282363124,0,3.60795533,3.60795533,2046,2039,9.2974,7.4215,6.5997,7.2605,14933.0425,24232.304,19611.468,94704.523,37.0362,13358.3083,24232.304,4131.6394,42261.5838,72.1731
441,441,30,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,7461.8373,7461.8373,0.605526531,25838.8582,0,41229.9723,0,3.408823077,3.408823077,0,3.60795533,3.60795533,2046,2041,9.2974,7.9439,6.5997,6.9889,14933.0425,24232.304,19611.468,94704.523,37.0362,13937.2809,24232.304,7211.2816,52902.351,59.6472
442,442,35,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,14545.4228,14545.4228,1.024363745,25838.8582,0,41229.9723,0,3.460401016,3.460401016,0,3.60795533,3.60795533,2046,2042,9.2974,8.2092,6.5997,6.8838,14933.0425,24232.304,19611.468,94704.523,37.0362,14181.9376,24232.304,10276.9595,63290.8486,54.2247
443,443,40,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,21609.277,21609.277,1.445454145,25838.8582,0,41229.9723,0,3.544626338,3.544626338,0,3.60795533,3.60795533,2046,2044,9.2974,8.7485,6.5997,6.7188,14933.0425,24232.304,19611.468,94704.523,37.0362,14598.1531,24232.304,13416.9678,73901.5157,44.8138
444,444,45,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,28742.5537,28742.5537,1.867526834,25838.8582,0,41229.9723,0,3.57835064,3.57835064,0,3.60795533,3.60795533,2046,2045,9.2974,9.0221,6.5997,6.6549,14933.0425,24232.304,19611.468,94704.523,37.0362,14774.4892,24232.304,16511.3566,84301.4433,40.7398
445,445,50,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,35890.6723,35890.6723,2.290448177,25838.8582,0,41229.9723,0,3.60795533,3.60795533,0,3.60795533,3.60795533,2046,2046,9.2974,9.2974,6.5997,6.5997,14933.0425,24232.304,19611.468,94704.523,37.0362,14933.0425,24232.304,19611.468,94704.523,37.0362
446,446,55,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,43081.2707,43081.2707,2.713911049,25838.8582,0,41229.9723,0,3.60795533,3.60795533,0,3.60795533,3.60795533,2046,2046,9.2974,9.2974,6.5997,6.5997,14933.0425,24232.304,19611.468,94704.523,37.0362,14933.0425,24232.304,22682.2218,104965.8753,37.0362
447,447,60,1,0,0,0,0,1,0,0,0,0,1,0,0,35890.6723,0,50244.9023,50244.9023,3.13772856,25838.8582,0,41229.9723,0,3.632786504,3.632786504,0,3.60795533,3.60795533,2046,2047,9.2974,9.5769,6.5997,6.5542,14933.0425,24232.304,19611.468,94704.523,37.0362,15075.5397,24232.304,25788.5362,115374.9514,33.6693
448,448,25,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,-2475.4614,-2475.4614,0.013499964,32300.2384,0,31865.3065,0,2.797427377,2.797427377,0,3.009130838,3.009130838,2043,2037,7.9654,6.3588,10.0643,10.8259,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,10355.2783,28900.8686,2865.6239,39762.7486,116.4392
449,449,30,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,4048.5079,4048.5079,0.335694329,32300.2384,0,31865.3065,0,2.889939307,2.889939307,0,3.009130838,3.009130838,2043,2039,7.9654,6.9028,10.0643,10.4794,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,10900.5976,28900.8686,5653.3939,49599.5989,96.2308
450,450,35,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,10626.6774,10626.6774,0.660329277,32300.2384,0,31865.3065,0,2.927061228,2.927061228,0,3.009130838,3.009130838,2043,2040,7.9654,7.1711,10.0643,10.3465,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,11128.1257,28900.8686,8457.4991,59200.6533,87.4825
451,451,40,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,17199.5955,17199.5955,0.986272654,32300.2384,0,31865.3065,0,2.958535121,2.958535121,0,3.009130838,3.009130838,2043,2041,7.9654,7.4378,10.0643,10.2364,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,11329.6245,28900.8686,11304.6705,68814.2886,79.5296
452,452,45,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,23787.0152,23787.0152,1.313280272,32300.2384,0,31865.3065,0,2.98611071,2.98611071,0,3.009130838,3.009130838,2043,2042,7.9654,7.7017,10.0643,10.1419,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,11508.8715,28900.8686,14168.0979,78437.1529,72.2996
453,453,50,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,30382.7021,30382.7021,1.640756012,32300.2384,0,31865.3065,0,3.009130838,3.009130838,0,3.009130838,3.009130838,2043,2043,7.9654,7.9654,10.0643,10.0643,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,11668.2068,28900.8686,17036.7874,88054.2919,65.7269
454,454,55,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,36989.6399,36989.6399,1.968746205,32300.2384,0,31865.3065,0,3.029285836,3.029285836,0,3.009130838,3.009130838,2043,2044,7.9654,8.2267,10.0643,9.9973,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,11810.2501,28900.8686,19909.0942,97669.6045,59.7517
455,455,60,1,0,0,0,0,1,0,0,1,0,0,0,0,30382.7021,0,43635.8064,43635.8064,2.29684855,32300.2384,0,31865.3065,0,3.029285836,3.029285836,0,3.009130838,3.009130838,2043,2044,7.9654,8.2267,10.0643,9.9973,11668.2068,28900.8686,17036.7874,88054.2919,65.7269,11810.2501,28900.8686,22745.4136,107152.0904,59.7517
456,456,25,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,-1179.3186,-1179.3186,0.118545381,43341.0264,0,50465.9292,0,4.73341033,4.73341033,0,5.082083338,5.082083338,2046,2040,8.0935,6.6247,7.8911,8.4768,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,16430.1853,39174.5088,5823.3339,60368.9979,120.2885
457,457,30,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,8754.764,8754.764,0.483192817,43341.0264,0,50465.9292,0,4.882913799,4.882913799,0,5.082083338,5.082083338,2046,2042,8.0935,7.1051,7.8911,8.2154,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,17072.0448,39174.5088,10174.3146,75275.0441,99.412
458,458,35,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,18790.2825,18790.2825,0.849904904,43341.0264,0,50465.9292,0,4.943228078,4.943228078,0,5.082083338,5.082083338,2046,2043,8.0935,7.3495,7.8911,8.1144,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,17344.5512,39174.5088,14504.7421,89904.4591,90.3745
459,459,40,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,28841.6378,28841.6378,1.217975099,43341.0264,0,50465.9292,0,4.996409047,4.996409047,0,5.082083338,5.082083338,2046,2044,8.0935,7.5955,7.8911,8.0274,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,17589.7875,39174.5088,18872.5367,104560.6295,82.1586
460,460,45,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,38914.9874,38914.9874,1.586871388,43341.0264,0,50465.9292,0,5.042135974,5.042135974,0,5.082083338,5.082083338,2046,2045,8.0935,7.8437,7.8911,7.9541,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,17809.7278,39174.5088,23250.6992,119224.6129,74.6897
461,461,50,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,49006.3067,49006.3067,1.956388076,43341.0264,0,50465.9292,0,5.082083338,5.082083338,0,5.082083338,5.082083338,2046,2046,8.0935,8.0935,7.8911,7.8911,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,18007.7234,39174.5088,27635.1962,133891.6348,67.8997
462,462,55,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,59111.2015,59111.2015,2.326270562,43341.0264,0,50465.9292,0,5.116517312,5.116517312,0,5.082083338,5.082083338,2046,2047,8.0935,8.3454,7.8911,7.8376,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,18185.9331,39174.5088,32020.4477,148553.8182,61.727
463,463,60,1,0,0,0,0,1,0,0,1,0,1,0,0,49006.3067,0,69262.0485,69262.0485,2.696234903,43341.0264,0,50465.9292,0,5.116517312,5.116517312,0,5.082083338,5.082083338,2046,2047,8.0935,8.3454,7.8911,7.8376,18007.7234,39174.5088,27635.1962,133891.6348,67.8997,18185.9331,39174.5088,36362.9538,163047.1712,61.727
464,464,25,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,-2315.3409,-2315.3409,0.029113126,33778.6755,0,35870.4277,0,3.059199686,3.059199686,0,3.330393653,3.330393653,2044,2037,8.4758,6.6182,9.5152,10.3587,13357.8707,30182.3545,18580.3148,95348.951,59.7517,11727.7142,30182.3545,3194.0333,42905.2003,116.4392
465,465,30,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,4732.3118,4732.3118,0.362627089,33778.6755,0,35870.4277,0,3.166402999,3.166402999,0,3.330393653,3.330393653,2044,2039,8.4758,7.1639,9.5152,10.008,13357.8707,30182.3545,18580.3148,95348.951,59.7517,12342.9905,30182.3545,6212.499,53566.3866,96.2308
466,466,35,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,11837.8596,11837.8596,0.698646306,33778.6755,0,35870.4277,0,3.209479946,3.209479946,0,3.330393653,3.330393653,2044,2040,8.4758,7.4321,9.5152,9.8736,13357.8707,30182.3545,18580.3148,95348.951,59.7517,12598.4355,30182.3545,9248.6832,63954.8154,87.4825
467,467,40,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,18890.3004,18890.3004,1.036405493,33778.6755,0,35870.4277,0,3.278144582,3.278144582,0,3.330393653,3.330393653,2044,2042,8.4758,7.9604,9.5152,9.6668,13357.8707,30182.3545,18580.3148,95348.951,59.7517,13023.6539,30182.3545,12390.4902,74559.0987,72.2996
468,468,45,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,26022.316,26022.316,1.375132921,33778.6755,0,35870.4277,0,3.306014054,3.306014054,0,3.330393653,3.330393653,2044,2043,8.4758,8.2195,9.5152,9.5853,13357.8707,30182.3545,18580.3148,95348.951,59.7517,13200.6404,30182.3545,15481.9458,84952.9837,65.7269
469,469,50,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,33168.6592,33168.6592,1.714564112,33778.6755,0,35870.4277,0,3.330393653,3.330393653,0,3.330393653,3.330393653,2044,2044,8.4758,8.4758,9.5152,9.5152,13357.8707,30182.3545,18580.3148,95348.951,59.7517,13357.8707,30182.3545,18580.3148,95348.951,59.7517
470,470,55,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,40324.3021,40324.3021,2.054475183,33778.6755,0,35870.4277,0,3.35155951,3.35155951,0,3.330393653,3.330393653,2044,2045,8.4758,8.7286,9.5152,9.4551,13357.8707,30182.3545,18580.3148,95348.951,59.7517,13497.1252,30182.3545,21683.8679,105741.9694,54.3198
471,471,60,1,0,0,0,0,1,0,0,0,1,0,0,0,33168.6592,0,47519.231,47519.231,2.394618667,33778.6755,0,35870.4277,0,3.35155951,3.35155951,0,3.330393653,3.330393653,2044,2045,8.4758,8.7286,9.5152,9.4551,13357.8707,30182.3545,18580.3148,95348.951,59.7517,13497.1252,30182.3545,24755.1496,116008.1801,54.3198
472,472,25,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,-1013.9928,-1013.9928,0.126980519,44819.4636,0,54471.0505,0,5.015829049,5.015829049,0,5.390993869,5.390993869,2046,2040,8.2754,6.8202,7.7018,8.2818,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,17900.4951,40455.9947,6151.1167,63613.9021,120.2885
473,473,30,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,9451.5282,9451.5282,0.498773578,44819.4636,0,54471.0505,0,5.174947671,5.174947671,0,5.390993869,5.390993869,2046,2042,8.2754,7.3003,7.7018,8.0255,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,18586.8272,40455.9947,10726.8556,79320.6178,99.412
474,474,35,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,20026.0601,20026.0601,0.872894224,44819.4636,0,54471.0505,0,5.240111294,5.240111294,0,5.390993869,5.390993869,2046,2043,8.2754,7.5424,7.7018,7.925,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,18876.9848,40455.9947,15287.7486,94737.1627,90.3745
475,475,40,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,30618.194,30618.194,1.248435865,44819.4636,0,54471.0505,0,5.297516864,5.297516864,0,5.390993869,5.390993869,2046,2044,8.2754,7.7857,7.7018,7.8386,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,19137.4081,40455.9947,19888.5273,110182.2828,82.1586
476,476,45,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,41179.5755,41179.5755,1.625094896,44819.4636,0,54471.0505,0,5.390993869,5.390993869,0,5.390993869,5.390993869,2046,2046,8.2754,8.2754,7.7018,7.7018,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,19579.4803,40455.9947,24565.2636,125848.2139,67.8997
477,477,50,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,51869.543,51869.543,2.002045453,44819.4636,0,54471.0505,0,5.390993869,5.390993869,0,5.390993869,5.390993869,2046,2046,8.2754,8.2754,7.7018,7.7018,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,19579.4803,40455.9947,29125.2078,141098.1256,67.8997
478,478,55,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,62519.1001,62519.1001,2.379542818,44819.4636,0,54471.0505,0,5.42844134,5.42844134,0,5.390993869,5.390993869,2046,2047,8.2754,8.5227,7.7018,7.6483,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,19767.2198,40455.9947,33747.6841,156551.7258,61.727
479,479,60,1,0,0,0,0,1,0,0,0,1,1,0,0,51869.543,0,73180.2911,73180.2911,2.75727116,44819.4636,0,54471.0505,0,5.460638696,5.460638696,0,5.390993869,5.390993869,2046,2048,8.2754,8.772,7.7018,7.6029,19579.4803,40455.9947,29125.2078,141098.1256,67.8997,19936.117,40455.9947,38367.871,171996.3893,56.1155
480,480,25,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,-440.0032,-440.0032,0.081227347,20200.7701,0,29642.4217,0,1.888889321,1.888889321,0,2.073090412,2.073090412,2038,2033,9.0578,7.1266,9.1605,10.0538,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,9190.2212,19059.6887,1988.1964,29883.3425,85.2393
481,481,30,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,4535.8658,4535.8658,0.449550429,20200.7701,0,29642.4217,0,1.941079662,1.941079662,0,2.073090412,2.073090412,2038,2034,9.0578,7.5282,9.1605,9.7835,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,9635.7553,19059.6887,4032.5654,37341.3655,77.4903
482,482,35,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,9507.3533,9507.3533,0.822857293,20200.7701,0,29642.4217,0,1.983947823,1.983947823,0,2.073090412,2.073090412,2038,2035,9.0578,7.9223,9.1605,9.5721,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,10024.3745,19059.6887,6176.3067,44838.169,70.4457
483,483,40,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,14451.6283,14451.6283,1.199688892,20200.7701,0,29642.4217,0,2.048799782,2.048799782,0,2.073090412,2.073090412,2038,2037,9.0578,8.6879,9.1605,9.2691,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,10660.6434,19059.6887,8414.442,52644.622,58.2196
484,484,45,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,19529.7204,19529.7204,1.578051539,20200.7701,0,29642.4217,0,2.048799782,2.048799782,0,2.073090412,2.073090412,2038,2037,9.0578,8.6879,9.1605,9.2691,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,10660.6434,19059.6887,10547.942,59856.2141,58.2196
485,485,50,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,24569.8871,24569.8871,1.958013035,20200.7701,0,29642.4217,0,2.073090412,2.073090412,0,2.073090412,2.073090412,2038,2038,9.0578,9.0578,9.1605,9.1605,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,10919.0566,19059.6887,12749.8414,67351.4006,52.9269
486,486,55,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,29626.9012,29626.9012,2.338980132,20200.7701,0,29642.4217,0,2.093533057,2.093533057,0,2.073090412,2.073090412,2038,2039,9.0578,9.4186,9.1605,9.071,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,11145.0235,19059.6887,14954.0601,74833.7889,48.1154
487,487,60,1,0,0,0,0,1,1,0,0,0,0,0,0,24569.8871,0,34720.4594,34720.4594,2.720166722,20200.7701,0,29642.4217,0,2.093533057,2.093533057,0,2.073090412,2.073090412,2038,2039,9.0578,9.4186,9.1605,9.071,10919.0566,19059.6887,12749.8414,67351.4006,52.9269,11145.0235,19059.6887,17125.9184,82099.2053,48.1154
488,488,25,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,551.9541,551.9541,0.178912765,31241.5582,0,48243.0445,0,3.763998115,3.763998115,0,4.153311576,4.153311576,2045,2038,9.2204,7.3729,6.9527,7.6795,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,15905.3676,29333.3289,4696.0941,50579.3667,92.6221
489,489,30,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,8933.6894,8933.6894,0.59008951,31241.5582,0,48243.0445,0,3.91616571,3.91616571,0,4.153311576,4.153311576,2045,2040,9.2204,7.8946,6.9527,7.3782,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,16645.0152,29333.3289,8375.4062,63363.9869,76.5472
490,490,35,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,17347.9736,17347.9736,1.004609294,31241.5582,0,48243.0445,0,4.031365636,4.031365636,0,4.153311576,4.153311576,2045,2042,9.2204,8.4212,6.9527,7.1653,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,17230.601,29333.3289,12120.2308,76095.3964,63.2622
491,491,40,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,25866.9132,25866.9132,1.420935282,31241.5582,0,48243.0445,0,4.077908068,4.077908068,0,4.153311576,4.153311576,2045,2043,9.2204,8.6863,6.9527,7.0826,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,17476.7516,29333.3289,15813.3814,88547.8861,57.511
492,492,45,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,34407.66,34407.66,1.838514186,31241.5582,0,48243.0445,0,4.118587202,4.118587202,0,4.153311576,4.153311576,2045,2044,9.2204,8.9528,6.9527,7.0119,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,17697.1538,29333.3289,19521.4767,101011.9021,52.2828
493,493,50,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,42964.5832,42964.5832,2.256837513,31241.5582,0,48243.0445,0,4.153311576,4.153311576,0,4.153311576,4.153311576,2045,2045,9.2204,9.2204,6.9527,6.9527,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,17893.5838,29333.3289,23235.2315,113474.2572,47.5298
494,494,55,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,51536.152,51536.152,2.675777031,31241.5582,0,48243.0445,0,4.183668606,4.183668606,0,4.153311576,4.153311576,2045,2046,9.2204,9.4885,6.9527,6.9016,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,18069.4624,29333.3289,26952.4156,125934.5678,43.2089
495,495,60,1,0,0,0,0,1,1,0,0,0,1,0,0,42964.5832,0,60150.1678,60150.1678,3.095002739,31241.5582,0,48243.0445,0,4.183668606,4.183668606,0,4.153311576,4.153311576,2045,2046,9.2204,9.4885,6.9527,6.9016,17893.5838,29333.3289,23235.2315,113474.2572,47.5298,18069.4624,29333.3289,30635.5475,138231.7155,43.2089
496,496,25,1,0,0,0,0,1,1,0,1,0,0,0,0,37517.3113,0,-2327.3466,-2327.3466,0.03224915,37702.9384,0,38878.3787,0,3.285884122,3.285884122,0,3.55707533,3.55707533,2042,2036,8.0271,6.3938,9.9428,10.7634,14557.5348,34001.8935,20631.2871,106789.3638,81.3371,12791.8794,34001.8935,3423.8822,48034.402,144.0936
