,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,reg_f,Oil,Gas_Prod,Gross_Fluid,Water_Injected,Producer_Well,Water_Injection_Well,total_opex,Perforacion,Facilidades,Abandono,total_capex,VPN_Total,volumen_T_LE_p,Payout
0,0,50,3.2,150,244,0,68.278,27.983,0,8045.1254,0,857.928,8999.3144,11680,4986.1,0,16666.1,13583.5127,2097.6820764884374,9.0
1,1,50,3.2,350,244,0,68.278,27.983,0,8975.7302,0,857.928,9929.9192,11680,4986.1,0,16666.1,13026.3378,2097.6820764884374,9.0
2,2,50,3.2,550,244,0,68.278,27.983,0,9906.3349,0,857.928,10860.5239,11680,4986.1,0,16666.1,12468.0214,2097.6820764884374,9.0
3,3,50,3.2,750,244,0,68.278,27.983,0,10836.9397,0,857.928,11791.1287,11680,4986.1,0,16666.1,11909.7051,2097.6820764884374,10.0
4,4,50,3.2,150,244,1,68.278,27.983,0,8045.1254,0,857.928,8999.3144,11680,4986.1,0,16666.1,9566.9119,1864.2447172193097,10.0
5,5,50,3.2,350,244,1,68.278,27.983,0,8975.7302,0,857.928,9929.9192,11680,4986.1,0,16666.1,9008.5956,1864.2447172193097,10.0
6,6,50,3.2,550,244,1,68.278,27.983,0,9906.3349,0,857.928,10860.5239,11680,4986.1,0,16666.1,8438.2679,1864.2447172193097,10.0
7,7,50,3.2,750,244,1,68.278,27.983,0,10836.9397,0,857.928,11791.1287,11680,4986.1,0,16666.1,7864.9642,1864.2447172193097,10.0
