,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,reg_f,piloto,D_G,D_GSW,BE_F
0,0,23,2.5,550,244,0,0,1,1,27.63779636
1,1,23,3.2,550,244,0,0,1,1,28.39989559
2,2,23,3.9,550,244,0,0,1,1,29.1706609
3,3,23,4.6,550,244,0,0,1,1,29.94350282
4,4,23,5.3,550,244,0,0,1,1,30.71746135
