,ID,E_Brent,NE_C1,M1_C1,M2_C1,SW_C1,costo_gel,capex_h,opex_h,produc_h,costo_gel_p,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
13,13,50,1,1,0,1,4.2,0.9,1,1,1,0,5163.9454,0,5182.5546,5182.5546,6.021742756014653,2608.1108,0,102.9089,0.0,0.46783510227671204,0.46783510227671204,0.0,0.46783510227671204,0.46783510227671204,2056.0,2056.0,0.18,0.18,2.3033,2.3033,41.1648,1243.368,2294.4962,8742.9745,0,41.1648,1243.368,2302.4716,8769.5591,0
14,14,50,1,1,1,0,4.2,0.9,1,1,1,0,8632.9613,0,8668.072,8668.072,6.907657492873145,3793.6157,0,166.2265,0.0,0.7589381633762953,0.7589381633762953,0.0,0.7589381633762953,0.7589381633762953,2056.0,2056.0,0.18,0.18,2.0744,2.0744,67.0261,1808.5353,3812.833,14321.3557,0,67.0261,1808.5353,3827.8804,14371.5138,0
15,15,50,1,1,1,1,4.2,0.9,1,1,1,0,9282.2399,0,9317.3506,9317.3506,6.987460119062088,4030.7166,0,178.8901,0.0,0.8146516678929621,0.8146516678929621,0.0,0.8146516678929621,0.8146516678929621,2056.0,2056.0,0.18,0.18,2.0481,2.0481,72.1984,1921.5688,4097.5003,15373.5073,0,72.1984,1921.5688,4112.5477,15423.6655,0
16,16,50,0,0,0,0,4.2,1.1,1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,50,0,0,0,1,4.2,1.1,1,1,1,0,630.6044,0,630.6044,630.6044,6.585705784950899,289.7901,0,12.6635,0.0,0.05571350451666668,0.05571350451666668,0.0,0.05571350451666668,0.05571350451666668,2056.0,2056.0,0.18,0.18,2.0806,2.0806,5.1723,138.152,278.223,1052.1517,0,5.1723,138.152,278.223,1052.1517,0
18,18,50,0,0,1,0,4.2,1.1,1,1,1,0,4005.9626,0,4022.4641,4022.4641,6.9893375484578755,1738.7405,0,75.9812,0.0,0.34681656561625007,0.34681656561625007,0.0,0.34681656561625007,0.34681656561625007,2056.0,2056.0,0.18,0.18,2.0806,2.0806,31.0335,828.912,1764.6247,6630.5328,0,31.0335,828.912,1771.6967,6654.1064,0
19,19,50,0,0,1,1,4.2,1.1,1,1,1,0,4636.5671,0,4653.0685,4653.0685,6.931735497409311,2028.5306,0,88.6447,0.0,0.4025300701329167,0.4025300701329167,0.0,0.4025300701329167,0.4025300701329167,2056.0,2056.0,0.18,0.18,2.0806,2.0806,36.2058,967.064,2042.8476,7682.6845,0,36.2058,967.064,2049.9197,7706.258,0
20,20,50,0,1,0,0,4.2,1.1,1,1,1,0,2990.6821,0,3003.7909,3003.7909,3.953400814364979,2318.3207,0,64.9183,0.0,0.29651607588796197,0.29651607588796197,0.0,0.29651607588796197,0.29651607588796197,2056.0,2056.0,0.18,0.18,3.2447,3.2447,25.6481,1105.216,1359.099,5480.6452,0,25.6481,1105.216,1364.717,5499.372,0
21,21,50,0,1,0,1,4.2,1.1,1,1,1,0,3621.8465,0,3634.9552,3634.9552,4.245643844084091,2608.1108,0,77.5818,0.0,0.35222958040462865,0.35222958040462865,0.0,0.35222958040462865,0.35222958040462865,2056.0,2056.0,0.18,0.18,3.0548,3.0548,30.8203,1243.368,1636.762,6532.7969,0,30.8203,1243.368,1642.3801,6551.5236,0
22,22,50,0,1,1,0,4.2,1.1,1,1,1,0,6998.4951,0,7028.1053,7028.1053,5.254740810519587,4057.0612,0,140.8995,0.0,0.6433326415042121,0.6433326415042121,0.0,0.6433326415042121,0.6433326415042121,2056.0,2056.0,0.18,0.18,2.6171,2.6171,56.6816,1934.128,3121.8733,12111.1781,0,56.6816,1934.128,3134.5634,12153.4784,0
23,23,50,0,1,1,1,4.2,1.1,1,1,1,0,7629.23,0,7658.8402,7658.8402,5.343386161133258,4346.8513,0,153.563,0.0,0.6990461460208784,0.6990461460208784,0.0,0.6990461460208784,0.6990461460208784,2056.0,2056.0,0.18,0.18,2.5729,2.5729,61.8538,2072.28,3399.9659,13163.3297,0,61.8538,2072.28,3412.656,13205.63,0
24,24,50,1,0,0,0,4.2,1.1,1,1,1,0,1335.3209,0,1340.8214,1340.8214,6.997778777381133,579.5802,0,25.3271,0.0,0.11560552187208334,0.11560552187208334,0.0,0.11560552187208334,0.11560552187208334,2056.0,2056.0,0.18,0.18,2.0806,2.0806,10.3445,276.304,588.2082,2210.1776,0,10.3445,276.304,590.5656,2218.0355,0
25,25,50,1,0,0,1,4.2,1.1,1,1,1,0,1965.9253,0,1971.4258,1971.4258,6.860421113237725,869.3703,0,37.9906,0.0,0.17131902638875,0.17131902638875,0.0,0.17131902638875,0.17131902638875,2056.0,2056.0,0.18,0.18,2.0806,2.0806,15.5168,414.456,866.4312,3262.3293,0,15.5168,414.456,868.7885,3270.1871,0
26,26,50,1,0,1,0,4.2,1.1,1,1,1,0,5341.2835,0,5363.2855,5363.2855,6.9914459459083895,2318.3207,0,101.3082,0.0,0.4624220874883333,0.4624220874883333,0.0,0.4624220874883333,0.4624220874883333,2056.0,2056.0,0.18,0.18,2.0806,2.0806,41.378,1105.216,2352.8329,8840.7105,0,41.378,1105.216,2362.2623,8872.1418,0
27,27,50,1,0,1,1,4.2,1.1,1,1,1,0,5971.8879,0,5993.8899,5993.8899,6.946399974699915,2608.1108,0,113.9718,0.0,0.518135592005,0.518135592005,0.0,0.518135592005,0.518135592005,2056.0,2056.0,0.18,0.18,2.0806,2.0806,46.5503,1243.368,2631.0558,9892.8621,0,46.5503,1243.368,2640.4853,9924.2935,0
28,28,50,1,1,0,0,4.2,1.1,1,1,1,0,4326.9658,0,4345.575,4345.575,4.55853461825651,2897.9009,0,90.2453,0.0,0.41212159776004526,0.41212159776004526,0.0,0.41212159776004526,0.41212159776004526,2056.0,2056.0,0.18,0.18,2.9181,2.9181,35.9926,1381.52,1946.3444,7690.8228,0,35.9926,1381.52,1954.3198,7717.4074,0
29,29,50,1,1,0,1,4.2,1.1,1,1,1,0,4957.874,0,4976.4832,4976.4832,4.7425804215485,3187.6909,0,102.9089,0.0,0.46783510227671204,0.46783510227671204,0.0,0.46783510227671204,0.46783510227671204,2056.0,2056.0,0.18,0.18,2.8151,2.8151,41.1648,1519.672,2224.2636,8742.9745,0,41.1648,1519.672,2232.239,8769.5591,0
30,30,50,1,1,1,0,4.2,1.1,1,1,1,0,8334.0569,0,8369.1676,8369.1676,5.472423380136685,4636.6414,0,166.2265,0.0,0.7589381633762953,0.7589381633762953,0.0,0.7589381633762953,0.7589381633762953,2056.0,2056.0,0.18,0.18,2.5354,2.5354,67.0261,2210.432,3709.8406,14321.3557,0,67.0261,2210.432,3724.888,14371.5138,0
31,31,50,1,1,1,1,4.2,1.1,1,1,1,0,8964.7563,0,8999.867,8999.867,5.535497261994593,4926.4314,0,178.8901,0.0,0.8146516678929621,0.8146516678929621,0.0,0.8146516678929621,0.8146516678929621,2056.0,2056.0,0.18,0.18,2.5032,2.5032,72.1984,2348.584,3987.9687,15373.5073,0,72.1984,2348.584,4003.0161,15423.6655,0
32,32,50,0,0,0,0,4.2,1,0.9,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,50,0,0,0,1,4.2,1,0.9,1,1,0,640.2648,0,640.2648,640.2648,7.316697593659731,263.4455,0,11.3972,0.0,0.05571350451666668,0.05571350451666668,0.0,0.05571350451666668,0.05571350451666668,2056.0,2056.0,0.162,0.162,1.8914,1.8914,4.655,125.5927,281.6391,1052.1517,0,4.655,125.5927,281.6391,1052.1517,0
34,34,50,0,0,1,0,4.2,1,0.9,1,1,0,4063.9247,0,4080.4262,4080.4262,7.788620448990701,1580.6732,0,68.3831,0.0,0.34681656561625007,0.34681656561625007,0.0,0.34681656561625007,0.34681656561625007,2056.0,2056.0,0.162,0.162,1.8914,1.8914,27.9302,753.5564,1785.1216,6630.5328,0,27.9302,753.5564,1792.1936,6654.1064,0
35,35,50,0,0,1,1,4.2,1,0.9,1,1,0,4704.1895,0,4720.6909,4720.6909,7.729833578316402,1844.1187,0,79.7802,0.0,0.4025300701329167,0.4025300701329167,0.0,0.4025300701329167,0.4025300701329167,2056.0,2056.0,0.162,0.162,1.8914,1.8914,32.5852,879.1491,2066.7607,7682.6845,0,32.5852,879.1491,2073.8328,7706.258,0
36,36,50,0,1,0,0,4.2,1,0.9,1,1,0,3067.7335,0,3080.8422,3080.8422,4.449300387770771,2107.5643,0,58.4265,0.0,0.29651607588796197,0.29651607588796197,0.0,0.29651607588796197,0.29651607588796197,2056.0,2056.0,0.162,0.162,2.9497,2.9497,23.0833,1004.7418,1385.0867,5480.6452,0,23.0833,1004.7418,1390.7047,5499.372,0
37,37,50,0,1,0,1,4.2,1,0.9,1,1,0,3708.5073,0,3721.616,3721.616,4.7729652977971275,2371.0098,0,69.8236,0.0,0.35222958040462865,0.35222958040462865,0.0,0.35222958040462865,0.35222958040462865,2056.0,2056.0,0.162,0.162,2.7771,2.7771,27.7383,1130.3346,1666.2167,6532.7969,0,27.7383,1130.3346,1671.8348,6551.5236,0
38,38,50,0,1,1,0,4.2,1,0.9,1,1,0,7133.3403,0,7162.9505,7162.9505,5.884053872723898,3688.2374,0,126.8095,0.0,0.6433326415042121,0.6433326415042121,0.0,0.6433326415042121,0.6433326415042121,2056.0,2056.0,0.162,0.162,2.3792,2.3792,51.0134,1758.2982,3168.5261,12111.1781,0,51.0134,1758.2982,3181.2162,12153.4784,0
39,39,50,0,1,1,1,4.2,1,0.9,1,1,0,7773.7236,0,7803.3338,7803.3338,5.979867624761011,3951.683,0,138.2067,0.0,0.6990461460208784,0.6990461460208784,0.0,0.6990461460208784,0.6990461460208784,2056.0,2056.0,0.162,0.162,2.339,2.339,55.6685,1883.8909,3450.0467,13163.3297,0,55.6685,1883.8909,3462.7368,13205.63,0
40,40,50,1,0,0,0,4.2,1,0.9,1,1,0,1354.6416,0,1360.1421,1360.1421,7.7989639024422175,526.8911,0,22.7944,0.0,0.11560552187208334,0.11560552187208334,0.0,0.11560552187208334,0.11560552187208334,2056.0,2056.0,0.162,0.162,1.8914,1.8914,9.3101,251.1855,595.0405,2210.1776,0,9.3101,251.1855,597.3979,2218.0355,0
41,41,50,1,0,0,1,4.2,1,0.9,1,1,0,1994.9063,0,2000.4068,2000.4068,7.637782059188654,790.3366,0,34.1915,0.0,0.17131902638875,0.17131902638875,0.0,0.17131902638875,0.17131902638875,2056.0,2056.0,0.162,0.162,1.8914,1.8914,13.9651,376.7782,876.6796,3262.3293,0,13.9651,376.7782,879.037,3270.1871,0
42,42,50,1,0,1,0,4.2,1,0.9,1,1,0,5418.5663,0,5440.5682,5440.5682,7.79120373935521,2107.5643,0,91.1774,0.0,0.4624220874883333,0.4624220874883333,0.0,0.4624220874883333,0.4624220874883333,2056.0,2056.0,0.162,0.162,1.8914,1.8914,37.2402,1004.7418,2380.1621,8840.7105,0,37.2402,1004.7418,2389.5915,8872.1418,0
43,43,50,1,0,1,1,4.2,1,0.9,1,1,0,6058.831,0,6080.833,6080.833,7.74518907509125,2371.0098,0,102.5746,0.0,0.518135592005,0.518135592005,0.0,0.518135592005,0.518135592005,2056.0,2056.0,0.162,0.162,1.8914,1.8914,41.8953,1130.3346,2661.8012,9892.8621,0,41.8953,1130.3346,2671.2307,9924.2935,0
44,44,50,1,1,0,0,4.2,1,0.9,1,1,0,4423.2503,0,4441.8595,4441.8595,5.118699704795083,2634.4553,0,81.2208,0.0,0.41212159776004526,0.41212159776004526,0.0,0.41212159776004526,0.41212159776004526,2056.0,2056.0,0.162,0.162,2.6529,2.6529,32.3933,1255.9273,1979.2519,7690.8228,0,32.3933,1255.9273,1987.2273,7717.4074,0
45,45,50,1,1,0,1,4.2,1,0.9,1,1,0,5063.7912,0,5082.4005,5082.4005,5.31909603909099,2897.9009,0,92.618,0.0,0.46783510227671204,0.46783510227671204,0.0,0.46783510227671204,0.46783510227671204,2056.0,2056.0,0.162,0.162,2.5592,2.5592,37.0483,1381.52,2260.6149,8742.9745,0,37.0483,1381.52,2268.5903,8769.5591,0
46,46,50,1,1,1,0,4.2,1,0.9,1,1,0,8488.2009,0,8523.3116,8523.3116,6.123298480717579,4215.1285,0,149.6039,0.0,0.7589381633762953,0.7589381633762953,0.0,0.7589381633762953,0.7589381633762953,2056.0,2056.0,0.162,0.162,2.3049,2.3049,60.3235,2009.4837,3763.3476,14321.3557,0,60.3235,2009.4837,3778.395,14371.5138,0
47,47,50,1,1,1,1,4.2,1,0.9,1,1,0,9128.552,0,9163.6627,9163.6627,6.193728592301049,4478.574,0,161.0011,0.0,0.8146516678929621,0.8146516678929621,0.0,0.8146516678929621,0.8146516678929621,2056.0,2056.0,0.162,0.162,2.2756,2.2756,64.9785,2135.0764,4044.9004,15373.5073,0,64.9785,2135.0764,4059.9479,15423.6655,0
48,48,50,0,0,0,0,4.2,1,1.1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,50,0,0,0,1,4.2,1,1.1,1,1,0,639.5407,0,639.5407,639.5407,7.308487664697718,263.4455,0,13.9299,0.0,0.05571350451666668,0.05571350451666668,0.0,0.05571350451666668,0.05571350451666668,2056.0,2056.0,0.198,0.198,1.8914,1.8914,5.6895,125.5927,281.3288,1052.1517,0,5.6895,125.5927,281.3288,1052.1517,0
50,50,50,0,0,1,0,4.2,1,1.1,1,1,0,4059.58,0,4076.0815,4076.0815,7.780388743028791,1580.6732,0,83.5793,0.0,0.34681656561625007,0.34681656561625007,0.0,0.34681656561625007,0.34681656561625007,2056.0,2056.0,0.198,0.198,1.8914,1.8914,34.1369,753.5564,1783.2596,6630.5328,0,34.1369,753.5564,1790.3316,6654.1064,0
51,51,50,0,0,1,1,4.2,1,1.1,1,1,0,4699.1207,0,4715.6221,4715.6221,7.721595629119024,1844.1187,0,97.5092,0.0,0.4025300701329167,0.4025300701329167,0.0,0.4025300701329167,0.4025300701329167,2056.0,2056.0,0.198,0.198,1.8914,1.8914,39.8264,879.1491,2064.5884,7682.6845,0,39.8264,879.1491,2071.6604,7706.258,0
52,52,50,0,1,0,0,4.2,1,1.1,1,1,0,3064.1428,0,3077.2515,3077.2515,4.444196295810647,2107.5643,0,71.4101,0.0,0.29651607588796197,0.29651607588796197,0.0,0.29651607588796197,0.29651607588796197,2056.0,2056.0,0.198,0.198,2.9497,2.9497,28.2129,1004.7418,1383.5478,5480.6452,0,28.2129,1004.7418,1389.1658,5499.372,0
53,53,50,0,1,0,1,4.2,1,1.1,1,1,0,3704.1925,0,3717.3012,3717.3012,4.76751037437311,2371.0098,0,85.34,0.0,0.35222958040462865,0.35222958040462865,0.0,0.35222958040462865,0.35222958040462865,2056.0,2056.0,0.198,0.198,2.7771,2.7771,33.9023,1130.3346,1664.3675,6532.7969,0,33.9023,1130.3346,1669.9855,6551.5236,0
54,54,50,0,1,1,0,4.2,1,1.1,1,1,0,7125.4049,0,7155.0151,7155.0151,5.87760545479716,3688.2374,0,154.9894,0.0,0.6433326415042121,0.6433326415042121,0.0,0.6433326415042121,0.6433326415042121,2056.0,2056.0,0.198,0.198,2.3792,2.3792,62.3498,1758.2982,3165.1252,12111.1781,0,62.3498,1758.2982,3177.8153,12153.4784,0
55,55,50,0,1,1,1,4.2,1,1.1,1,1,0,7765.0641,0,7794.6743,7794.6743,5.973301398771404,3951.683,0,168.9193,0.0,0.6990461460208784,0.6990461460208784,0.0,0.6990461460208784,0.6990461460208784,2056.0,2056.0,0.198,0.198,2.339,2.339,68.0392,1883.8909,3446.3354,13163.3297,0,68.0392,1883.8909,3459.0255,13205.63,0
56,56,50,1,0,0,0,4.2,1,1.1,1,1,0,1353.1933,0,1358.6938,1358.6938,7.79072126459988,526.8911,0,27.8598,0.0,0.11560552187208334,0.11560552187208334,0.0,0.11560552187208334,0.11560552187208334,2056.0,2056.0,0.198,0.198,1.8914,1.8914,11.379,251.1855,594.4199,2210.1776,0,11.379,251.1855,596.7772,2218.0355,0
57,57,50,1,0,0,1,4.2,1,1.1,1,1,0,1992.734,0,1998.2345,1998.2345,7.629550353226744,790.3366,0,41.7897,0.0,0.17131902638875,0.17131902638875,0.0,0.17131902638875,0.17131902638875,2056.0,2056.0,0.198,0.198,1.8914,1.8914,17.0684,376.7782,875.7486,3262.3293,0,17.0684,376.7782,878.106,3270.1871,0
58,58,50,1,0,1,0,4.2,1,1.1,1,1,0,5412.7733,0,5434.7753,5434.7753,7.7829693031425675,2107.5643,0,111.4391,0.0,0.4624220874883333,0.4624220874883333,0.0,0.4624220874883333,0.4624220874883333,2056.0,2056.0,0.198,0.198,1.8914,1.8914,45.5158,1004.7418,2377.6794,8840.7105,0,45.5158,1004.7418,2387.1088,8872.1418,0
59,59,50,1,0,1,1,4.2,1,1.1,1,1,0,6052.314,0,6074.316,6074.316,7.736950084433794,2371.0098,0,125.369,0.0,0.518135592005,0.518135592005,0.0,0.518135592005,0.518135592005,2056.0,2056.0,0.198,0.198,1.8914,1.8914,51.2053,1130.3346,2659.0082,9892.8621,0,51.2053,1130.3346,2668.4376,9924.2935,0
60,60,50,1,1,0,0,4.2,1,1.1,1,1,0,4418.2114,0,4436.8206,4436.8206,5.112968403426966,2634.4553,0,99.2699,0.0,0.41212159776004526,0.41212159776004526,0.0,0.41212159776004526,0.41212159776004526,2056.0,2056.0,0.198,0.198,2.6529,2.6529,39.5918,1255.9273,1977.0923,7690.8228,0,39.5918,1255.9273,1985.0677,7717.4074,0
61,61,50,1,1,0,1,4.2,1,1.1,1,1,0,5058.0282,0,5076.6374,5076.6374,5.313138755757008,2897.9009,0,113.1998,0.0,0.46783510227671204,0.46783510227671204,0.0,0.46783510227671204,0.46783510227671204,2056.0,2056.0,0.198,0.198,2.5592,2.5592,45.2813,1381.52,2258.145,8742.9745,0,45.2813,1381.52,2266.1204,8769.5591,0
62,62,50,1,1,1,0,4.2,1,1.1,1,1,0,8478.8173,0,8513.928,8513.928,6.116625896937771,4215.1285,0,182.8492,0.0,0.7589381633762953,0.7589381633762953,0.0,0.7589381633762953,0.7589381633762953,2056.0,2056.0,0.198,0.198,2.3049,2.3049,73.7287,2009.4837,3759.326,14321.3557,0,73.7287,2009.4837,3774.3735,14371.5138,0
63,63,50,1,1,1,1,4.2,1,1.1,1,1,0,9118.4442,0,9153.5549,9153.5549,6.186965279953113,4478.574,0,196.7791,0.0,0.8146516678929621,0.8146516678929621,0.0,0.8146516678929621,0.8146516678929621,2056.0,2056.0,0.198,0.198,2.2756,2.2756,79.4182,2135.0764,4040.5685,15373.5073,0,79.4182,2135.0764,4055.616,15423.6655,0
64,64,50,0,0,0,0,4.2,1,1,1,0.9,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,50,0,0,0,1,4.2,1,1,1,0.9,0,649.201,0,649.201,649.201,8.265008356016056,237.101,0,12.6635,0.0,0.05571350451666668,0.05571350451666668,0.0,0.05571350451666668,0.05571350451666668,2056.0,2056.0,0.18,0.18,1.7023,1.7023,5.1723,113.0335,284.7449,1052.1517,0,5.1723,113.0335,284.7449,1052.1517,0
66,66,50,0,0,1,0,4.2,1,1,1,0.9,0,4117.5421,0,4134.0435,4134.0435,8.768247939691918,1422.6059,0,75.9812,0.0,0.34681656561625007,0.34681656561625007,0.0,0.34681656561625007,0.34681656561625007,2056.0,2056.0,0.18,0.18,1.7023,1.7023,31.0335,678.2007,1803.7565,6630.5328,0,31.0335,678.2007,1810.8286,6654.1064,0
67,67,50,0,0,1,1,4.2,1,1,1,0.9,0,4766.7431,0,4783.2445,4783.2445,8.696356570595366,1659.7069,0,88.6447,0.0,0.4025300701329167,0.4025300701329167,0.0,0.4025300701329167,0.4025300701329167,2056.0,2056.0,0.18,0.18,1.7023,1.7023,36.2058,791.2342,2088.5014,7682.6845,0,36.2058,791.2342,2095.5735,7706.258,0
68,68,50,0,1,0,0,4.2,1,1,1,0.9,0,3141.1941,0,3154.3028,3154.3028,5.054708260095159,1896.8078,0,64.9183,0.0,0.29651607588796197,0.29651607588796197,0.0,0.29651607588796197,0.29651607588796197,2056.0,2056.0,0.18,0.18,2.6547,2.6547,25.6481,904.2677,1409.5354,5480.6452,0,25.6481,904.2677,1415.1534,5499.372,0
69,69,50,0,1,0,1,4.2,1,1,1,0.9,0,3790.8532,0,3803.962,3803.962,5.411408270753036,2133.9088,0,77.5818,0.0,0.35222958040462865,0.35222958040462865,0.0,0.35222958040462865,0.35222958040462865,2056.0,2056.0,0.18,0.18,2.4994,2.4994,30.8203,1017.3011,1693.8222,6532.7969,0,30.8203,1017.3011,1699.4402,6551.5236,0
70,70,50,0,1,1,0,4.2,1,1,1,0.9,0,7260.2501,0,7289.8603,7289.8603,6.6462252656366285,3319.4137,0,140.8995,0.0,0.6433326415042121,0.6433326415042121,0.0,0.6433326415042121,0.6433326415042121,2056.0,2056.0,0.18,0.18,2.1413,2.1413,56.6816,1582.4684,3211.778,12111.1781,0,56.6816,1582.4684,3224.4681,12153.4784,0
71,71,50,0,1,1,1,4.2,1,1,1,0.9,0,7909.5578,0,7939.168,7939.168,6.750161742020616,3556.5147,0,153.563,0.0,0.6990461460208784,0.6990461460208784,0.0,0.6990461460208784,0.6990461460208784,2056.0,2056.0,0.18,0.18,2.1051,2.1051,61.8538,1695.5018,3496.4162,13163.3297,0,61.8538,1695.5018,3509.1063,13205.63,0
72,72,50,1,0,0,0,4.2,1,1,1,0.9,0,1372.514,0,1378.0145,1378.0145,8.768247939691918,474.202,0,25.3271,0.0,0.11560552187208334,0.11560552187208334,0.0,0.11560552187208334,0.11560552187208334,2056.0,2056.0,0.18,0.18,1.7023,1.7023,10.3445,226.0669,601.2522,2210.1776,0,10.3445,226.0669,603.6095,2218.0355,0
73,73,50,1,0,0,1,4.2,1,1,1,0.9,0,2021.715,0,2027.2155,2027.2155,8.600501411799966,711.3029,0,37.9906,0.0,0.17131902638875,0.17131902638875,0.0,0.17131902638875,0.17131902638875,2056.0,2056.0,0.18,0.18,1.7023,1.7023,15.5168,339.1004,885.9971,3262.3293,0,15.5168,339.1004,888.3545,3270.1871,0
74,74,50,1,0,1,0,4.2,1,1,1,0.9,0,5490.0561,0,5512.0581,5512.0581,8.768247939691918,1896.8078,0,101.3082,0.0,0.4624220874883333,0.4624220874883333,0.0,0.4624220874883333,0.4624220874883333,2056.0,2056.0,0.18,0.18,1.7023,1.7023,41.378,904.2677,2405.0087,8840.7105,0,41.378,904.2677,2414.4381,8872.1418,0
75,75,50,1,0,1,1,4.2,1,1,1,0.9,0,6139.2571,0,6161.2591,6161.2591,8.712332430394598,2133.9088,0,113.9718,0.0,0.518135592005,0.518135592005,0.0,0.518135592005,0.518135592005,2056.0,2056.0,0.18,0.18,1.7023,1.7023,46.5503,1017.3011,2689.7536,9892.8621,0,46.5503,1017.3011,2699.183,9924.2935,0
76,76,50,1,1,0,0,4.2,1,1,1,0.9,0,4514.4959,0,4533.1051,4533.1051,5.797416196014513,2371.0098,0,90.2453,0.0,0.41212159776004526,0.41212159776004526,0.0,0.41212159776004526,0.41212159776004526,2056.0,2056.0,0.18,0.18,2.3876,2.3876,35.9926,1130.3346,2009.9998,7690.8228,0,35.9926,1130.3346,2017.9752,7717.4074,0
77,77,50,1,1,0,1,4.2,1,1,1,0.9,0,5163.9454,0,5182.5546,5182.5546,6.021742756014653,2608.1108,0,102.9089,0.0,0.46783510227671204,0.46783510227671204,0.0,0.46783510227671204,0.46783510227671204,2056.0,2056.0,0.18,0.18,2.3033,2.3033,41.1648,1243.368,2294.4962,8742.9745,0,41.1648,1243.368,2302.4716,8769.5591,0
78,78,50,1,1,1,0,4.2,1,1,1,0.9,0,8632.9613,0,8668.072,8668.072,6.907657492873145,3793.6157,0,166.2265,0.0,0.7589381633762953,0.7589381633762953,0.0,0.7589381633762953,0.7589381633762953,2056.0,2056.0,0.18,0.18,2.0744,2.0744,67.0261,1808.5353,3812.833,14321.3557,0,67.0261,1808.5353,3827.8804,14371.5138,0
79,79,50,1,1,1,1,4.2,1,1,1,0.9,0,9282.2399,0,9317.3506,9317.3506,6.987460119062088,4030.7166,0,178.8901,0.0,0.8146516678929621,0.8146516678929621,0.0,0.8146516678929621,0.8146516678929621,2056.0,2056.0,0.18,0.18,2.0481,2.0481,72.1984,1921.5688,4097.5003,15373.5073,0,72.1984,1921.5688,4112.5477,15423.6655,0
80,80,50,0,0,0,0,4.2,1,1,1,1.1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,50,0,0,0,1,4.2,1,1,1,1.1,0,630.6044,0,630.6044,630.6044,6.585705784950899,289.7901,0,12.6635,0.0,0.05571350451666668,0.05571350451666668,0.0,0.05571350451666668,0.05571350451666668,2056.0,2056.0,0.18,0.18,2.0806,2.0806,5.1723,138.152,278.223,1052.1517,0,5.1723,138.152,278.223,1052.1517,0
82,82,50,0,0,1,0,4.2,1,1,1,1.1,0,4005.9626,0,4022.4641,4022.4641,6.9893375484578755,1738.7405,0,75.9812,0.0,0.34681656561625007,0.34681656561625007,0.0,0.34681656561625007,0.34681656561625007,2056.0,2056.0,0.18,0.18,2.0806,2.0806,31.0335,828.912,1764.6247,6630.5328,0,31.0335,828.912,1771.6967,6654.1064,0
83,83,50,0,0,1,1,4.2,1,1,1,1.1,0,4636.5671,0,4653.0685,4653.0685,6.931735497409311,2028.5306,0,88.6447,0.0,0.4025300701329167,0.4025300701329167,0.0,0.4025300701329167,0.4025300701329167,2056.0,2056.0,0.18,0.18,2.0806,2.0806,36.2058,967.064,2042.8476,7682.6845,0,36.2058,967.064,2049.9197,7706.258,0
84,84,50,0,1,0,0,4.2,1,1,1,1.1,0,2990.6821,0,3003.7909,3003.7909,3.953400814364979,2318.3207,0,64.9183,0.0,0.29651607588796197,0.29651607588796197,0.0,0.29651607588796197,0.29651607588796197,2056.0,2056.0,0.18,0.18,3.2447,3.2447,25.6481,1105.216,1359.099,5480.6452,0,25.6481,1105.216,1364.717,5499.372,0
85,85,50,0,1,0,1,4.2,1,1,1,1.1,0,3621.8465,0,3634.9552,3634.9552,4.245643844084091,2608.1108,0,77.5818,0.0,0.35222958040462865,0.35222958040462865,0.0,0.35222958040462865,0.35222958040462865,2056.0,2056.0,0.18,0.18,3.0548,3.0548,30.8203,1243.368,1636.762,6532.7969,0,30.8203,1243.368,1642.3801,6551.5236,0
86,86,50,0,1,1,0,4.2,1,1,1,1.1,0,6998.4951,0,7028.1053,7028.1053,5.254740810519587,4057.0612,0,140.8995,0.0,0.6433326415042121,0.6433326415042121,0.0,0.6433326415042121,0.6433326415042121,2056.0,2056.0,0.18,0.18,2.6171,2.6171,56.6816,1934.128,3121.8733,12111.1781,0,56.6816,1934.128,3134.5634,12153.4784,0
