,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,reg_f,Oil,Gas_Prod,Gross_Fluid,Water_Injected,Producer_Well,Water_Injection_Well,total_opex,Perforacion,Facilidades,Abandono,total_capex,VPN_Total,volumen_T_LE_p
286,286,55,1,0,0,0,0,1,0,1,0,1,0,1,0,0,9329.9683,20535.9046,9763.83,5037.39,44667.0929,28960,9242.8441,474.3,38677.1441,35890.6006,3264.156659982057
287,287,55,1,0,0,0,0,1,0,1,0,1,1,1,0,0,14737.0311,28692.0746,11442.96,8395.65,63267.7157,37190,11895.5322,632.4,49717.9322,53740.9307,5093.752670955997
288,288,55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,868.8675,2156.22,3358.26,1679.13,8062.4775,7650,2150.3763,158.1,9958.4763,14990.3298,940.1620614233879
289,289,55,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6275.9303,10312.39,5037.39,5037.39,26663.1003,15880,4803.0643,316.2,20999.2643,33049.4713,2720.6040713540106
290,290,55,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2020.1245,2156.22,11442.96,1679.13,17298.4345,21360,5679.0445,421.6,27460.6445,27225.5638,2226.3101981965497
291,291,55,0,1,0,0,0,0,0,0,1,0,1,1,0,0,7427.1873,10312.39,13122.09,5037.39,35899.0573,29590,8331.7326,579.7,38501.4326,45240.7851,4037.5315745572443
292,292,55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2854.396,5327.0697,11442.96,1679.13,21303.5558,22280,6237.4817,421.6,28939.0817,29868.4464,2506.1677371415117
293,293,55,0,1,0,0,0,0,0,0,0,1,1,1,0,0,8261.4588,13483.2397,13122.09,5037.39,39904.1785,30510,8890.1697,579.7,39979.8697,47943.4763,4310.054672284919
294,294,55,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2585.795,5773.2348,3358.26,3358.26,15075.5497,11750,2999.507,210.8,14960.307,22034.0832,1425.4110577995407
295,295,55,0,1,0,0,0,0,1,0,0,0,1,1,0,0,7992.8577,13929.4048,5037.39,6716.52,33676.1725,19980,5652.195,368.9,26001.095,39972.3522,3223.595669720296
296,296,55,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3737.0519,5773.2348,11442.96,3358.26,24311.5067,25460,6528.1752,474.3,32462.4752,34195.8683,2711.1809125570135
297,297,55,0,1,0,0,0,0,1,0,1,0,1,1,0,0,9144.1147,13929.4048,13122.09,6716.52,42912.1295,33690,9180.8633,632.4,43503.2633,52140.773,4511.5180343265665
298,298,55,0,1,0,0,0,0,1,0,0,1,0,1,0,0,4571.3235,8944.0845,11442.96,3358.26,28316.628,26380,7086.6124,474.3,33940.9124,36823.2516,2990.843887464375
299,299,55,0,1,0,0,0,0,1,0,0,1,1,1,0,0,9978.3863,17100.2545,13122.09,6716.52,46917.2507,34610,9739.3004,632.4,44981.7004,54837.9724,4781.408287527959
300,300,55,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3335.9552,6806.6676,5037.39,1679.13,16859.1427,11150,3496.1449,210.8,14856.9449,19948.1672,1338.7133415793567
301,301,55,0,1,0,0,0,0,0,1,0,0,1,1,0,0,8743.0179,14962.8376,6716.52,5037.39,35459.7655,19380,6148.8329,368.9,25897.7329,37788.3983,3126.29001704639
302,302,55,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4487.2121,6806.6676,13122.09,1679.13,26095.0997,24860,7024.8131,474.3,32359.1131,32065.3344,2621.9869111881158
303,303,55,0,1,0,0,0,0,0,1,1,0,1,1,0,0,9894.2749,14962.8376,14801.22,5037.39,44695.7225,33090,9677.5012,632.4,43399.9012,49960.9117,4439.382269518102
304,304,55,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5321.4837,9977.5173,13122.09,1679.13,30100.221,25780,7583.2503,474.3,33837.5503,34687.9577,2899.10137392185
305,305,55,0,1,0,0,0,0,0,1,0,1,1,1,0,0,10728.5464,18133.6873,14801.22,5037.39,48700.8437,34010,10235.9383,632.4,44878.3383,52658.0685,4709.272522719492
306,306,55,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3883.8763,8382.0374,3358.26,1679.13,17303.3037,11580,3580.3443,158.1,15318.4443,12833.4766,1131.5018493928437
307,307,55,0,1,0,0,0,1,0,0,0,0,1,1,0,0,9290.9391,16538.2074,5037.39,5037.39,35903.9264,19810,6233.0323,316.2,26359.2323,30691.3231,2946.1296525996445
308,308,55,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5035.1333,8382.0374,11442.96,1679.13,26539.2607,25290,7109.0126,421.6,32820.6126,24942.6531,2432.0809120176154
309,309,55,0,1,0,0,0,1,0,0,1,0,1,1,0,0,10442.1961,16538.2074,13122.09,5037.39,45139.8834,33520,9761.7006,579.7,43861.4006,42857.3671,4234.052017205915
310,310,55,0,1,0,0,0,1,0,0,0,1,0,1,0,0,5869.4048,11552.8871,11442.96,1679.13,30544.3819,26210,7667.4497,421.6,34299.0497,27565.3724,2712.411530664353
311,311,55,0,1,0,0,0,1,0,0,0,1,1,1,0,0,11276.4676,19709.0571,13122.09,5037.39,49145.0047,34440,10320.1377,579.7,45339.8377,45557.2492,4503.9422704073095
312,312,55,0,1,0,0,0,1,1,0,0,0,0,1,0,0,5600.8038,11999.0521,3358.26,3358.26,24316.3759,15680,4429.475,210.8,20320.275,19870.2611,1619.525882459528
313,313,55,0,1,0,0,0,1,1,0,0,0,1,1,0,0,11007.8665,20155.2221,5037.39,6716.52,42916.9987,23910,7082.1631,368.9,31361.0631,37614.1944,3422.8072138570865
314,314,55,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6752.0607,11999.0521,11442.96,3358.26,33552.3329,29390,7958.1433,474.3,37822.4433,31947.4106,2911.1492212453054
315,315,55,0,1,0,0,0,1,1,0,1,0,1,1,0,0,12159.1235,20155.2221,13122.09,6716.52,52152.9556,37620,10610.8313,632.4,48863.2313,49824.7999,4701.693348519234
316,316,55,0,1,0,0,0,1,1,0,0,1,0,1,0,0,7586.3323,15169.9019,11442.96,3358.26,37557.4541,30310,8516.5804,474.3,39300.8804,34554.1493,3191.7778998994872
317,317,55,0,1,0,0,0,1,1,0,0,1,1,1,0,0,12993.3951,23326.0719,13122.09,6716.52,56158.0769,38540,11169.2684,632.4,50341.6684,52516.1632,5006.9338687735935
318,318,55,0,1,0,0,0,1,0,1,0,0,0,1,0,0,6350.964,13032.4849,5037.39,1679.13,26099.9689,15080,4926.1129,210.8,20216.9129,17842.598,1539.6871928238247
319,319,55,0,1,0,0,0,1,0,1,0,0,1,1,0,0,11758.0267,21188.6549,6716.52,5037.39,44700.5916,23310,7578.8009,368.9,31257.7009,35427.6311,3350.671449048621
320,320,55,0,1,0,0,0,1,0,1,1,0,0,1,0,0,7502.2209,13032.4849,13122.09,1679.13,35335.9259,28790,8454.7812,474.3,37719.0812,29830.4563,2840.9291209849057
321,321,55,0,1,0,0,0,1,0,1,1,0,1,1,0,0,12909.2837,21188.6549,14801.22,5037.39,53936.5486,37020,11107.4692,632.4,48759.8692,47645.6316,4629.557583710769
322,322,55,0,1,0,0,0,1,0,1,0,1,0,1,0,0,8336.4925,16203.3346,13122.09,1679.13,39341.0471,29710,9013.2183,474.3,39197.5183,32430.3146,3096.07450413206
323,323,55,0,1,0,0,0,1,0,1,0,1,1,1,0,0,13743.5552,24359.5046,14801.22,5037.39,57941.6699,37940,11665.9063,632.4,50238.3063,50337.8965,4934.798103965129
324,324,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,895.942,2156.22,3358.26,1679.13,8089.552,9340,2150.3763,158.1,11648.4763,18050.411,1093.2257723322264
325,325,55,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6303.0048,10312.39,5037.39,5037.39,26690.1748,17570,4803.0643,316.2,22689.2643,36042.854,2873.838439272779
326,326,55,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2047.199,2156.22,11442.96,1679.13,17325.509,23050,5679.0445,421.6,29150.6445,30258.6431,2381.3431653192874
327,327,55,0,0,1,0,0,0,0,0,1,0,1,1,0,0,7454.2618,10312.39,13122.09,5037.39,35926.1318,31280,8331.7326,579.7,40191.4326,48248.6355,4161.76080387905
328,328,55,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2881.4706,5327.0697,11442.96,1679.13,21330.6303,23970,6237.4817,421.6,30629.0817,32918.3503,2660.2816092005073
329,329,55,0,0,1,0,0,0,0,0,0,1,1,1,0,0,8288.5333,13483.2397,13122.09,5037.39,39931.2531,32200,8890.1697,579.7,41669.8697,50948.0514,4431.651057080442
330,330,55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2612.8695,5773.2348,3358.26,3358.26,15102.6243,13440,2999.507,210.8,16650.307,25090.7399,1585.1515502819407
331,331,55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,8019.9323,13929.4048,5037.39,6716.52,33703.247,21670,5652.195,368.9,27691.095,42975.917,3352.5396539138533
332,332,55,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3764.1265,5773.2348,11442.96,3358.26,24338.5812,27150,6528.1752,474.3,34152.4752,37232.0855,2867.2088597164307
333,333,55,0,0,1,0,0,0,1,0,1,0,1,1,0,0,9171.1892,13929.4048,13122.09,6716.52,42939.204,35380,9180.8633,632.4,45193.2633,55194.7416,4664.752402245337
334,334,55,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4598.398,8944.0845,11442.96,3358.26,28343.7025,28070,7086.6124,474.3,35630.9124,39884.1829,3126.5910376286547
335,335,55,0,0,1,0,0,0,1,0,0,1,1,1,0,0,10005.4608,17100.2545,13122.09,6716.52,46944.3253,36300,9739.3004,632.4,46671.7004,57845.1081,4934.642655446731
336,336,55,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3363.0297,6806.6676,5037.39,1679.13,16886.2172,12840,3496.1449,210.8,16546.9449,23011.3697,1499.1366851659675
337,337,55,0,0,1,0,0,0,0,1,0,0,1,1,0,0,8770.0925,14962.8376,6716.52,5037.39,35486.84,21070,6148.8329,368.9,27587.7329,40792.5047,3280.4038891053865
338,338,55,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4514.2867,6806.6676,13122.09,1679.13,26122.1742,26550,7024.8131,474.3,34049.1131,35105.4257,2779.038067718036
339,339,55,0,0,1,0,0,0,0,1,1,0,1,1,0,0,9921.3494,14962.8376,14801.22,5037.39,44722.797,34780,9677.5012,632.4,45089.9012,53018.7413,4592.616637436871
340,340,55,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5348.5582,9977.5173,13122.09,1679.13,30127.2955,27470,7583.2503,474.3,35527.5503,37719.9857,3055.1293210812664
341,341,55,0,0,1,0,0,0,0,1,0,1,1,1,0,0,10755.621,18133.6873,14801.22,5037.39,48727.9183,35700,10235.9383,632.4,46568.3383,55665.6541,4862.506890638264
342,342,55,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3910.9508,8382.0374,3358.26,1679.13,17330.3782,13270,3580.3443,158.1,17008.4443,15895.5582,1291.7660897527578
343,343,55,0,0,1,0,0,1,0,0,0,0,1,1,0,0,9318.0136,16538.2074,5037.39,5037.39,35931.001,21500,6233.0323,316.2,28049.2323,33699.5863,3074.586793820527
344,344,55,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5062.2078,8382.0374,11442.96,1679.13,26566.3352,26980,7109.0126,421.6,34510.6126,27984.7179,2588.108859177032
345,345,55,0,0,1,0,0,1,0,0,1,0,1,1,0,0,10469.2706,16538.2074,13122.09,5037.39,45166.958,35210,9761.7006,579.7,45551.4006,45870.8744,4387.286385124685
346,346,55,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5896.4794,11552.8871,11442.96,1679.13,30571.4565,27900,7667.4497,421.6,35989.0497,30634.5233,2867.4444977870903
347,347,55,0,0,1,0,0,1,0,0,0,1,1,1,0,0,11303.5421,19709.0571,13122.09,5037.39,49172.0792,36130,10320.1377,579.7,47029.8377,48567.3712,4657.176638326079
348,348,55,0,0,1,0,0,1,1,0,0,0,0,1,0,0,5627.8783,11999.0521,3358.26,3358.26,24343.4504,17370,4429.475,210.8,22010.275,22966.4857,1779.7901228194419
349,349,55,0,0,1,0,0,1,1,0,0,0,1,1,0,0,11034.9411,20155.2221,5037.39,6716.52,42944.0732,25600,7082.1631,368.9,33051.0631,40662.8755,3576.9210859160835
350,350,55,0,0,1,0,0,1,1,0,1,0,0,1,0,0,6779.1353,11999.0521,11442.96,3358.26,33579.4074,31080,7958.1433,474.3,39512.4433,34991.7318,3068.2003777752243
351,351,55,0,0,1,0,0,1,1,0,1,0,1,1,0,0,12186.198,20155.2221,13122.09,6716.52,52180.0302,39310,10610.8313,632.4,50553.2313,52843.3738,4855.807220578232
352,352,55,0,0,1,0,0,1,1,0,0,1,0,1,0,0,7613.4068,15169.9019,11442.96,3358.26,37584.5287,32000,8516.5804,474.3,40990.8804,37632.738,3347.805847058904
353,353,55,0,0,1,0,0,1,1,0,0,1,1,1,0,0,13020.4696,23326.0719,13122.09,6716.52,56185.1514,40230,11169.2684,632.4,52031.6684,55532.857,5160.168236692363
354,354,55,0,0,1,0,0,1,0,1,0,0,0,1,0,0,6378.0385,13032.4849,5037.39,1679.13,26127.0434,16770,4926.1129,210.8,21906.9129,20916.6816,1700.1105364104358
355,355,55,0,0,1,0,0,1,0,1,0,0,1,1,0,0,11785.1013,21188.6549,6716.52,5037.39,44727.6662,25000,7578.8009,368.9,32947.7009,38481.4314,3475.838424078703
356,356,55,0,0,1,0,0,1,0,1,1,0,0,1,0,0,7529.2955,13032.4849,13122.09,1679.13,35363.0004,30480,8454.7812,474.3,39409.0812,32879.419,2974.8559048235625
357,357,55,0,0,1,0,0,1,0,1,1,0,1,1,0,0,12936.3582,21188.6549,14801.22,5037.39,53963.6232,38710,11107.4692,632.4,50449.8692,50664.8277,4783.671455769768
358,358,55,0,0,1,0,0,1,0,1,0,1,0,1,0,0,8363.567,16203.3346,13122.09,1679.13,39368.1217,31400,9013.2183,474.3,40887.5183,35469.7568,3253.1256606619804
359,359,55,0,0,1,0,0,1,0,1,0,1,1,1,0,0,13770.6298,24359.5046,14801.22,5037.39,57968.7444,39630,11665.9063,632.4,51928.3063,53354.1811,5050.211087878643
360,360,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,721.4543,4319.15,1679.13,3358.26,10077.9943,7610,2292.4017,158.1,10060.5017,8099.6049,1028.4849471286702
361,361,55,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6128.5171,12475.32,3358.26,6716.52,28678.6171,15840,4945.0897,316.2,21101.2897,26366.8785,2844.7919612757764
362,362,55,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1872.7113,4319.15,9763.83,3358.26,19313.9513,21320,5821.07,421.6,27562.67,20305.05,2343.514815391451
363,363,55,0,0,0,1,0,0,0,0,1,0,1,1,0,0,7279.7741,12475.32,11442.96,6716.52,37914.5741,29550,8473.758,579.7,38603.458,38454.3569,4159.821829538558
364,364,55,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2706.9829,7489.9997,9763.83,3358.26,23319.0726,22240,6379.5071,421.6,29041.1071,23013.826,2623.765688231871
365,365,55,0,0,0,1,0,0,0,0,0,1,1,1,0,0,8114.0456,15646.1697,11442.96,6716.52,41919.6953,30470,9032.1951,579.7,40081.8951,41175.3579,4440.072702378979
366,366,55,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2438.3818,7936.1648,1679.13,5037.39,17091.0665,11710,3141.5324,210.8,15062.3324,15020.3706,1532.7190152281787
367,367,55,0,0,0,1,0,0,1,0,0,0,1,1,0,0,7845.4446,16092.3348,3358.26,8395.65,35691.6893,19940,5794.2205,368.9,26103.1205,33208.9998,3349.0260293752863
368,368,55,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3589.6388,7936.1648,9763.83,5037.39,26327.0235,25420,6670.2007,474.3,32564.5007,27206.7395,2847.7488834909586
369,369,55,0,0,0,1,0,0,1,0,1,0,1,1,0,0,8996.7015,16092.3348,11442.96,8395.65,44927.6463,33650,9322.8887,632.4,43605.2887,45317.7682,4664.055897638066
370,370,55,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4423.9103,11107.0145,9763.83,5037.39,30332.1448,26340,7228.6378,474.3,34042.9378,29900.1553,3127.99975633138
371,371,55,0,0,0,1,0,0,1,0,0,1,1,1,0,0,9830.9731,19263.1845,11442.96,8395.65,48932.7676,34570,9881.3259,632.4,45083.7259,48030.2652,4944.306770478485
372,372,55,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3188.542,8969.5976,3358.26,3358.26,18874.6595,11110,3638.1703,210.8,14958.9703,12825.3773,1460.5832504197122
373,373,55,0,0,0,1,0,0,0,1,0,0,1,1,0,0,8595.6047,17125.7676,5037.39,6716.52,37475.2823,19340,6290.8583,368.9,25999.7583,31011.0562,3276.89026456682
374,374,55,0,0,0,1,0,0,0,1,1,0,0,1,0,0,4339.799,8969.5976,11442.96,3358.26,28110.6165,24820,7166.8386,474.3,32461.1386,25025.748,2775.613118682493
375,375,55,0,0,0,1,0,0,0,1,1,0,1,1,0,0,9746.8617,17125.7676,13122.09,6716.52,46711.2393,33050,9819.5266,632.4,43501.9266,43128.9059,4591.9201328296
376,376,55,0,0,0,1,0,0,0,1,0,1,0,1,0,0,5174.0705,12140.4473,11442.96,3358.26,32115.7378,25740,7725.2757,474.3,33939.5757,27718.8333,3055.8639915229137
377,377,55,0,0,0,1,0,0,0,1,0,1,1,1,0,0,10581.1333,20296.6173,13122.09,6716.52,50716.3605,33970,10377.9637,632.4,44980.3637,45841.9084,4872.171005670021
378,378,55,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3736.4631,10544.9674,1679.13,3358.26,19318.8205,11540,3722.3698,158.1,15420.4698,5654.4408,1256.9423357615638
379,379,55,0,0,0,1,0,1,0,0,0,0,1,1,0,0,9143.5259,18701.1374,3358.26,6716.52,37919.4433,19770,6375.0578,316.2,26461.2578,23883.7819,3073.24934990867
380,380,55,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4887.7201,10544.9674,9763.83,3358.26,28554.7775,25250,7251.038,421.6,32922.638,17885.6495,2571.9722040243437
381,381,55,0,0,0,1,0,1,0,0,1,0,1,1,0,0,10294.7829,18701.1374,11442.96,6716.52,47155.4003,33480,9903.7261,579.7,43963.4261,36004.2274,4388.279218171449
382,382,55,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5721.9917,13715.8171,9763.83,3358.26,32559.8988,26170,7809.4752,421.6,34401.0752,20587.1937,2852.223076864766
383,383,55,0,0,0,1,0,1,0,0,0,1,1,1,0,0,11129.0544,21871.9871,11442.96,6716.52,51160.5215,34400,10462.1632,579.7,45441.8632,38722.1048,4668.530091011871
384,384,55,0,0,0,1,0,1,1,0,0,0,0,1,0,0,5453.3906,14161.9821,1679.13,5037.39,26331.8927,15640,4571.5005,210.8,20422.3005,12624.624,1761.1764038610725
385,385,55,0,0,0,1,0,1,1,0,0,0,1,1,0,0,10860.4534,22318.1521,3358.26,8395.65,44932.5155,23870,7224.1885,368.9,31463.0885,30760.5491,3577.48341800818
386,386,55,0,0,0,1,0,1,1,0,1,0,0,1,0,0,6604.6476,14161.9821,9763.83,5037.39,35567.8497,29350,8100.1687,474.3,37924.4687,24813.7652,3076.2062721238526
387,387,55,0,0,0,1,0,1,1,0,1,0,1,1,0,0,12011.7103,22318.1521,11442.96,8395.65,54168.4725,37580,10752.8568,632.4,48965.2568,42886.4498,4857.9061369489955
388,388,55,0,0,0,1,0,1,1,0,0,1,0,1,0,0,7438.9191,17332.8319,9763.83,5037.39,39572.971,30270,8658.6059,474.3,39402.9059,27499.9545,3356.4571449642726
389,389,55,0,0,0,1,0,1,1,0,0,1,1,1,0,0,12845.9819,25489.0019,11442.96,8395.65,58173.5937,38500,11311.2939,632.4,50443.6939,45596.2006,5135.782163519431
390,390,55,0,0,0,1,0,1,0,1,0,0,0,1,0,0,6203.5508,15195.4149,3358.26,3358.26,28115.4857,15040,5068.1384,210.8,20318.9384,10426.6233,1689.040639052606
391,391,55,0,0,0,1,0,1,0,1,0,0,1,1,0,0,11610.6136,23351.5849,5037.39,6716.52,46716.1085,23270,7720.8264,368.9,31359.7264,28560.4436,3476.2108860246417
392,392,55,0,0,0,1,0,1,0,1,1,0,0,1,0,0,7354.8078,15195.4149,11442.96,3358.26,37351.4427,28750,8596.8066,474.3,37821.1066,22630.1338,3004.0705073153863
393,393,55,0,0,0,1,0,1,0,1,1,0,1,1,0,0,12761.8705,23351.5849,13122.09,6716.52,55952.0655,36980,11249.4947,632.4,48861.8947,40695.2021,4785.7703721405305
394,394,55,0,0,0,1,0,1,0,1,0,1,0,1,0,0,8189.0793,18366.2646,11442.96,3358.26,41356.564,29670,9155.2438,474.3,39299.5438,25316.2285,3284.321380155807
395,395,55,0,0,0,1,0,1,0,1,0,1,1,1,0,0,13596.1421,26522.4346,13122.09,6716.52,59957.1867,37900,11807.9318,632.4,50340.3318,43405.4797,5063.646398710965
396,396,55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1551.6017,4712.892,1679.13,0,7943.6237,3010,705.7337,52.7,3768.4337,8598.8576,769.6826449250781
397,397,55,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6958.6645,12869.062,3358.26,3358.26,26544.2465,11240,3358.4217,210.8,14809.2217,26924.2492,2585.989659072186
398,398,55,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2702.8587,4712.892,9763.83,0,17179.5807,16720,4234.4019,316.2,21270.6019,20769.7185,2084.712513187859
399,399,55,0,0,0,0,1,0,0,0,1,0,1,1,0,0,8109.9215,12869.062,11442.96,3358.26,35780.2035,24950,6887.09,474.3,32311.39,38969.7375,3901.0195273349646
400,400,55,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3537.1302,7883.7417,9763.83,0,21184.702,17640,4792.8391,316.2,22749.0391,23487.0562,2364.9633860282806
401,401,55,0,0,0,0,1,0,0,0,0,1,1,1,0,0,8944.193,16039.9117,11442.96,3358.26,39785.3247,25870,7445.5271,474.3,33789.8271,41692.5061,4181.270400175386
402,402,55,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3268.5292,8329.9068,1679.13,1679.13,14956.6959,7110,1554.8644,105.4,8770.2644,15407.0185,1273.916713024587
403,403,55,0,0,0,0,1,0,1,0,0,0,1,1,0,0,8675.5919,16486.0768,3358.26,5037.39,33557.3187,15340,4207.5524,263.5,19811.0524,33723.453,3090.2237271716936
404,404,55,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4419.7862,8329.9068,9763.83,1679.13,24192.6529,20820,5083.5326,368.9,26272.4326,27637.2909,2588.946581287367
405,405,55,0,0,0,0,1,0,1,0,1,0,1,1,0,0,9826.8489,16486.0768,11442.96,5037.39,42793.2757,29050,7736.2207,527,37313.2207,45810.9888,4405.253595434473
406,406,55,0,0,0,0,1,0,1,0,0,1,0,1,0,0,5254.0577,11500.7565,9763.83,1679.13,28197.7742,21740,5641.9698,368.9,27750.8698,30340.6101,2869.1974541277896
407,407,55,0,0,0,0,1,0,1,0,0,1,1,1,0,0,10661.1205,19656.9265,11442.96,5037.39,46798.397,29970,8294.6578,527,38791.6578,48526.3519,4685.504468274897
408,408,55,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4018.6894,9363.3396,3358.26,0,16740.2889,6510,2051.5023,105.4,8666.9023,13170.9866,1201.7809482161206
409,409,55,0,0,0,0,1,0,0,1,0,0,1,1,0,0,9425.7521,17519.5096,5037.39,3358.26,35340.9117,14740,4704.1903,263.5,19707.6903,31529.1852,3018.087962363228
410,410,55,0,0,0,0,1,0,0,1,1,0,0,1,0,0,5169.9463,9363.3396,11442.96,0,25976.2459,20220,5580.1705,368.9,26169.0705,25455.1749,2516.8108164789014
411,411,55,0,0,0,0,1,0,0,1,1,0,1,1,0,0,10577.0091,17519.5096,13122.09,3358.26,44576.8687,28450,8232.8586,527,37209.8586,43624.9569,4333.117830626008
412,412,55,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6004.2179,12534.1893,11442.96,0,29981.3672,21140,6138.6077,368.9,27647.5077,28159.2951,2797.0616893193223
413,413,55,0,0,0,0,1,0,0,1,0,1,1,1,0,0,11411.2807,20690.3593,13122.09,3358.26,48581.9899,29370,8791.2957,527,38688.2957,46340.7504,4613.368703466429
414,414,55,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4566.6105,10938.7094,1679.13,0,17184.4499,6940,2135.7017,52.7,9128.4017,6086.9118,998.1400335579714
415,415,55,0,0,0,0,1,1,0,0,0,0,1,1,0,0,9973.6733,19094.8794,3358.26,3358.26,35785.0727,15170,4788.3897,210.8,20169.1897,24430.5863,2814.4470477050786
416,416,55,0,0,0,0,1,1,0,0,1,0,0,1,0,0,5717.8675,10938.7094,9763.83,0,26420.4069,20650,5664.37,316.2,26630.57,18346.3029,2313.169901820752
417,417,55,0,0,0,0,1,1,0,0,1,0,1,1,0,0,11124.9303,19094.8794,11442.96,3358.26,45021.0297,28880,8317.058,474.3,37671.358,36517.7127,4129.476915967859
418,418,55,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6552.1391,14109.5591,9763.83,0,30425.5282,21570,6222.8071,316.2,28109.0071,21056.6563,2593.4207746611737
419,419,55,0,0,0,0,1,1,0,0,0,1,1,1,0,0,11959.2018,22265.7291,11442.96,3358.26,49026.1509,29800,8875.4951,474.3,39149.7951,39237.6114,4409.72778880828
420,420,55,0,0,0,0,1,1,1,0,0,0,0,1,0,0,6283.538,14555.7241,1679.13,1679.13,24197.5221,11040,2984.8324,105.4,14130.2324,12979.4182,1502.3741016574797
421,421,55,0,0,0,0,1,1,1,0,0,0,1,1,0,0,11690.6008,22711.8941,3358.26,5037.39,42798.1449,19270,5637.5204,263.5,25171.0204,31270.6423,3318.6811158045875
422,422,55,0,0,0,0,1,1,1,0,1,0,0,1,0,0,7434.795,14555.7241,9763.83,1679.13,33433.4791,24750,6513.5007,368.9,31632.4007,25239.7466,2817.40396992026
423,423,55,0,0,0,0,1,1,1,0,1,0,1,1,0,0,12841.8577,22711.8941,11442.96,5037.39,52034.1019,32980,9166.1887,527,42673.1887,43382.2496,4633.710984067367
424,424,55,0,0,0,0,1,1,1,0,0,1,0,1,0,0,8269.0665,17726.5739,9763.83,1679.13,37438.6004,25670,7071.9378,368.9,33110.8378,27937.4403,3097.6548427606817
425,425,55,0,0,0,0,1,1,1,0,0,1,1,1,0,0,13676.1293,25882.7439,11442.96,5037.39,56039.2231,33900,9724.6258,527,44151.6258,46094.2798,4913.96185690779
426,426,55,0,0,0,0,1,1,0,1,0,0,0,1,0,0,7033.6982,15589.1569,3358.26,0,25981.1151,10440,3481.4703,105.4,14026.8703,10727.7692,1430.2383368490139
427,427,55,0,0,0,0,1,1,0,1,0,0,1,1,0,0,12440.7609,23745.3269,5037.39,3358.26,44581.7379,18670,6134.1583,263.5,25067.6583,29073.5522,3246.5453509961208
428,428,55,0,0,0,0,1,1,0,1,1,0,0,1,0,0,8184.9552,15589.1569,11442.96,0,35217.0721,24150,7010.1386,368.9,31529.0386,23049.3101,2745.2682051117945
429,429,55,0,0,0,0,1,1,0,1,1,0,1,1,0,0,13592.0179,23745.3269,13122.09,3358.26,53817.6948,32380,9662.8266,527,42569.8266,41193.9397,4561.575219258902
430,430,55,0,0,0,0,1,1,0,1,0,1,0,1,0,0,9019.2267,18760.0067,11442.96,0,39222.1934,25070,7568.5757,368.9,33007.4757,25748.7757,3025.519077952216
431,431,55,0,0,0,0,1,1,0,1,0,1,1,1,0,0,14426.2895,26916.1767,13122.09,3358.26,57822.8161,33300,10221.2637,527,44048.2637,43906.4324,4841.826092099323
