,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,reg_f,Oil,Gas_Prod,Gross_Fluid,Water_Injected,Producer_Well,Water_Injection_Well,total_opex,Perforacion,Facilidades,Abandono,total_capex,VPN_Total,volumen_T_LE_p
139,139,55,0,0,1,0,0,1,0,1,0,0,1,0,0,0,11785.1013,21188.6549,6716.52,5037.39,44727.6662,25000,7578.8009,368.9,32947.7009,49551.14,4050.1416250986877
140,140,55,0,0,1,0,0,1,0,1,1,0,0,0,0,0,7529.2955,13032.4849,13122.09,1679.13,35363.0004,30480,8454.7812,474.3,39409.0812,43079.042,3431.423209203715
141,141,55,0,0,1,0,0,1,0,1,1,0,1,0,0,0,12936.3582,21188.6549,14801.22,5037.39,53963.6232,38710,11107.4692,632.4,50449.8692,65576.5606,5524.269632780564
142,142,55,0,0,1,0,0,1,0,1,0,1,0,0,0,0,8363.567,16203.3346,13122.09,1679.13,39368.1217,31400,9013.2183,474.3,40887.5183,46386.3795,3750.032438537276
143,143,55,0,0,1,0,0,1,0,1,0,1,1,0,0,0,13770.6298,24359.5046,14801.22,5037.39,57968.7444,39630,11665.9063,632.4,51928.3063,68972.518,5833.18016355324
144,144,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,721.4543,4319.15,1679.13,3358.26,10077.9943,7610,2292.4017,158.1,10060.5017,10787.3972,1177.1815659906463
145,145,55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6128.5171,12475.32,3358.26,6716.52,28678.6171,15840,4945.0897,316.2,21101.2897,33765.4344,3265.9346322598203
146,146,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1872.7113,4319.15,9763.83,3358.26,19313.9513,21320,5821.07,421.6,27562.67,26847.7859,2682.3362344841903
147,147,55,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7279.7741,12475.32,11442.96,6716.52,37914.5741,29550,8473.758,579.7,38603.458,49706.024,4771.089300753362
148,148,55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2706.9829,7489.9997,9763.83,3358.26,23319.0726,22240,6379.5071,421.6,29041.1071,30267.728,3003.1053058075636
149,149,55,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8114.0456,15646.1697,11442.96,6716.52,41919.6953,30470,9032.1951,579.7,40081.8951,53138.2128,5091.858372076737
150,150,55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2438.3818,7936.1648,1679.13,5037.39,17091.0665,11710,3141.5324,210.8,15062.3324,19562.862,1754.3169451406861
151,151,55,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7845.4446,16092.3348,3358.26,8395.65,35691.6893,19940,5794.2205,368.9,26103.1205,42463.5456,3843.0700114098586
152,152,55,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3589.6388,7936.1648,9763.83,5037.39,26327.0235,25420,6670.2007,474.3,32564.5007,35604.2046,3259.47161363423
153,153,55,0,0,0,1,0,0,1,0,1,0,1,0,0,0,8996.7015,16092.3348,11442.96,8395.65,44927.6463,33650,9322.8887,632.4,43605.2887,58424.1645,5348.224679903401
154,154,55,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4423.9103,11107.0145,9763.83,5037.39,30332.1448,26340,7228.6378,474.3,34042.9378,39008.8081,3580.240684957604
155,155,55,0,0,0,1,0,0,1,0,0,1,1,0,0,0,9830.9731,19263.1845,11442.96,8395.65,48932.7676,34570,9881.3259,632.4,45083.7259,61847.8494,5668.993751226777
156,156,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3188.542,8969.5976,3358.26,3358.26,18874.6595,11110,3638.1703,210.8,14958.9703,17128.5133,1671.7519131309964
157,157,55,0,0,0,1,0,0,0,1,0,0,1,0,0,0,8595.6047,17125.7676,5037.39,6716.52,37475.2823,19340,6290.8583,368.9,25999.7583,40026.2085,3760.504979400169
158,158,55,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4339.799,8969.5976,11442.96,3358.26,28110.6165,24820,7166.8386,474.3,32461.1386,33183.8195,3176.90658162454
159,159,55,0,0,0,1,0,0,0,1,1,0,1,0,0,0,9746.8617,17125.7676,13122.09,6716.52,46711.2393,33050,9819.5266,632.4,43501.9266,55995.9087,5265.659647893712
160,160,55,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5174.0705,12140.4473,11442.96,3358.26,32115.7378,25740,7725.2757,474.3,33939.5757,36588.0926,3497.6756529479135
161,161,55,0,0,0,1,0,0,0,1,0,1,1,0,0,0,10581.1333,20296.6173,13122.09,6716.52,50716.3605,33970,10377.9637,632.4,44980.3637,59420.099,5586.428719217086
162,162,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3736.4631,10544.9674,1679.13,3358.26,19318.8205,11540,3722.3698,158.1,15420.4698,9030.7592,1438.6689385222712
163,163,55,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9143.5259,18701.1374,3358.26,6716.52,37919.4433,19770,6375.0578,316.2,26461.2578,31972.2264,3527.4220047914446
164,164,55,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4887.7201,10544.9674,9763.83,3358.26,28554.7775,25250,7251.038,421.6,32922.638,25117.0132,2943.823607015814
165,165,55,0,0,0,1,0,1,0,0,1,0,1,0,0,0,10294.7829,18701.1374,11442.96,6716.52,47155.4003,33480,9903.7261,579.7,43963.4261,47944.5224,5032.576673284987
166,166,55,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5721.9917,13715.8171,9763.83,3358.26,32559.8988,26170,7809.4752,421.6,34401.0752,28529.7452,3264.5926783391883
167,167,55,0,0,0,1,0,1,0,0,0,1,1,0,0,0,11129.0544,21871.9871,11442.96,6716.52,51160.5215,34400,10462.1632,579.7,45441.8632,51373.5877,5353.345744608359
168,168,55,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5453.3906,14161.9821,1679.13,5037.39,26331.8927,15640,4571.5005,210.8,20422.3005,17857.9293,2015.8043176723113
169,169,55,0,0,0,1,0,1,1,0,0,0,1,0,0,0,10860.4534,22318.1521,3358.26,8395.65,44932.5155,23870,7224.1885,368.9,31463.0885,40703.7227,4104.557383941484
170,170,55,0,0,0,1,0,1,1,0,1,0,0,0,0,0,6604.6476,14161.9821,9763.83,5037.39,35567.8497,29350,8100.1687,474.3,37924.4687,33899.8581,3520.958986165856
171,171,55,0,0,0,1,0,1,1,0,1,0,1,0,0,0,12011.7103,22318.1521,11442.96,8395.65,54168.4725,37580,10752.8568,632.4,48965.2568,56683.9891,5609.712052435029
172,172,55,0,0,0,1,0,1,1,0,0,1,0,0,0,0,7438.9191,17332.8319,9763.83,5037.39,39572.971,30270,8658.6059,474.3,39402.9059,37297.2353,3841.7280574892293
173,173,55,0,0,0,1,0,1,1,0,0,1,1,0,0,0,12845.9819,25489.0019,11442.96,8395.65,58173.5937,38500,11311.2939,632.4,50443.6939,60104.1036,5930.481123758402
174,174,55,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6203.5508,15195.4149,3358.26,3358.26,28115.4857,15040,5068.1384,210.8,20318.9384,15421.1991,1933.2392856626211
175,175,55,0,0,0,1,0,1,0,1,0,0,1,0,0,0,11610.6136,23351.5849,5037.39,6716.52,46716.1085,23270,7720.8264,368.9,31359.7264,38264.3444,4021.9923519317936
176,176,55,0,0,0,1,0,1,0,1,1,0,0,0,0,0,7354.8078,15195.4149,11442.96,3358.26,37351.4427,28750,8596.8066,474.3,37821.1066,31477.0038,3438.393954156165
177,177,55,0,0,0,1,0,1,0,1,1,0,1,0,0,0,12761.8705,23351.5849,13122.09,6716.52,55952.0655,36980,11249.4947,632.4,48861.8947,54254.0339,5527.147020425338
178,178,55,0,0,0,1,0,1,0,1,0,1,0,0,0,0,8189.0793,18366.2646,11442.96,3358.26,41356.564,29670,9155.2438,474.3,39299.5438,34874.1156,3759.1630254795377
179,179,55,0,0,0,1,0,1,0,1,0,1,1,0,0,0,13596.1421,26522.4346,13122.09,6716.52,59957.1867,37900,11807.9318,632.4,50340.3318,57674.6714,5847.916091748712
180,180,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1551.6017,4712.892,1679.13,0,7943.6237,3010,705.7337,52.7,3768.4337,10588.0224,880.9620634684627
181,181,55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6958.6645,12869.062,3358.26,3358.26,26544.2465,11240,3358.4217,210.8,14809.2217,33615.081,2969.7151297376354
182,182,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2702.8587,4712.892,9763.83,0,17179.5807,16720,4234.4019,316.2,21270.6019,26607.1289,2386.1167319620067
183,183,55,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8109.9215,12869.062,11442.96,3358.26,35780.2035,24950,6887.09,474.3,32311.39,49511.5215,4474.86979823118
184,184,55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3537.1302,7883.7417,9763.83,0,21184.702,17640,4792.8391,316.2,22749.0391,30034.5738,2706.8858032853796
185,185,55,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8944.193,16039.9117,11442.96,3358.26,39785.3247,25870,7445.5271,474.3,33789.8271,52944.9656,4795.638869554554
186,186,55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3268.5292,8329.9068,1679.13,1679.13,14956.6959,7110,1554.8644,105.4,8770.2644,19257.2756,1458.0974426185026
187,187,55,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8675.5919,16486.0768,3358.26,5037.39,33557.3187,15340,4207.5524,263.5,19811.0524,42269.657,3546.8505088876764
188,188,55,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4419.7862,8329.9068,9763.83,1679.13,24192.6529,20820,5083.5326,368.9,26272.4326,35331.568,2963.252111112047
189,189,55,0,0,0,0,1,0,1,0,1,0,1,0,0,0,9826.8489,16486.0768,11442.96,5037.39,42793.2757,29050,7736.2207,527,37313.2207,58208.2747,5052.005177381219
190,190,55,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5254.0577,11500.7565,9763.83,1679.13,28197.7742,21740,5641.9698,368.9,27750.8698,38745.3686,3284.0211824354196
191,191,55,0,0,0,0,1,0,1,0,0,1,1,0,0,0,10661.1205,19656.9265,11442.96,5037.39,46798.397,29970,8294.6578,527,38791.6578,61634.1188,5372.774248704593
192,192,55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4018.6894,9363.3396,3358.26,0,16740.2889,6510,2051.5023,105.4,8666.9023,16786.5602,1375.5324106088126
193,193,55,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9425.7521,17519.5096,5037.39,3358.26,35340.9117,14740,4704.1903,263.5,19707.6903,39836.2731,3464.285476877986
194,194,55,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5169.9463,9363.3396,11442.96,0,25976.2459,20220,5580.1705,368.9,26169.0705,32912.4398,2880.687079102357
195,195,55,0,0,0,0,1,0,0,1,1,0,1,0,0,0,10577.0091,17519.5096,13122.09,3358.26,44576.8687,28450,8232.8586,527,37209.8586,55783.0433,4969.440145371528
196,196,55,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6004.2179,12534.1893,11442.96,0,29981.3672,21140,6138.6077,368.9,27647.5077,36327.1845,3201.4561504257304
197,197,55,0,0,0,0,1,0,0,1,0,1,1,0,0,0,11411.2807,20690.3593,13122.09,3358.26,48581.9899,29370,8791.2957,527,38688.2957,59209.3177,5290.209216694903
198,198,55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4566.6105,10938.7094,1679.13,0,17184.4499,6940,2135.7017,52.7,9128.4017,8782.1121,1142.4494360000876
199,199,55,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9973.6733,19094.8794,3358.26,3358.26,35785.0727,15170,4788.3897,210.8,20169.1897,31810.6637,3231.2025022692605
200,200,55,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5717.8675,10938.7094,9763.83,0,26420.4069,20650,5664.37,316.2,26630.57,24875.3977,2647.604104493631
201,201,55,0,0,0,0,1,1,0,0,1,0,1,0,0,0,11124.9303,19094.8794,11442.96,3358.26,45021.0297,28880,8317.058,474.3,37671.358,47748.8878,4736.357170762805
202,202,55,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6552.1391,14109.5591,9763.83,0,30425.5282,21570,6222.8071,316.2,28109.0071,28295.728,2968.373175817005
203,203,55,0,0,0,0,1,1,0,0,0,1,1,0,0,0,11959.2018,22265.7291,11442.96,3358.26,49026.1509,29800,8875.4951,474.3,39149.7951,51179.2677,5057.126242086177
204,204,55,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6283.538,14555.7241,1679.13,1679.13,24197.5221,11040,2984.8324,105.4,14130.2324,17533.9519,1719.5848151501282
205,205,55,0,0,0,0,1,1,1,0,0,0,1,0,0,0,11690.6008,22711.8941,3358.26,5037.39,42798.1449,19270,5637.5204,263.5,25171.0204,40507.0332,3808.3378814192997
206,206,55,0,0,0,0,1,1,1,0,1,0,0,0,0,0,7434.795,14555.7241,9763.83,1679.13,33433.4791,24750,6513.5007,368.9,31632.4007,33629.4863,3224.7394836436706
207,207,55,0,0,0,0,1,1,1,0,1,0,1,0,0,0,12841.8577,22711.8941,11442.96,5037.39,52034.1019,32980,9166.1887,527,42673.1887,56469.5426,5313.492549912845
208,208,55,0,0,0,0,1,1,1,0,0,1,0,0,0,0,8269.0665,17726.5739,9763.83,1679.13,37438.6004,25670,7071.9378,368.9,33110.8378,37035.8572,3545.5085549670453
209,209,55,0,0,0,0,1,1,1,0,0,1,1,0,0,0,13676.1293,25882.7439,11442.96,5037.39,56039.2231,33900,9724.6258,527,44151.6258,59891.5326,5634.261621236219
210,210,55,0,0,0,0,1,1,0,1,0,0,0,0,0,0,7033.6982,15589.1569,3358.26,0,25981.1151,10440,3481.4703,105.4,14026.8703,15052.0992,1637.0197831404375
211,211,55,0,0,0,0,1,1,0,1,0,0,1,0,0,0,12440.7609,23745.3269,5037.39,3358.26,44581.7379,18670,6134.1583,263.5,25067.6583,38070.9178,3725.772849409611
212,212,55,0,0,0,0,1,1,0,1,1,0,0,0,0,0,8184.9552,15589.1569,11442.96,0,35217.0721,24150,7010.1386,368.9,31529.0386,31205.4937,3142.174451633982
213,213,55,0,0,0,0,1,1,0,1,1,0,1,0,0,0,13592.0179,23745.3269,13122.09,3358.26,53817.6948,32380,9662.8266,527,42569.8266,54042.2553,5230.927517903158
214,214,55,0,0,0,0,1,1,0,1,0,1,0,0,0,0,9019.2267,18760.0067,11442.96,0,39222.1934,25070,7568.5757,368.9,33007.4757,34613.1344,3462.9435229573546
215,215,55,0,0,0,0,1,1,0,1,0,1,1,0,0,0,14426.2895,26916.1767,13122.09,3358.26,57822.8161,33300,10221.2637,527,44048.2637,57464.8278,5551.696589226529
216,216,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
217,217,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5407.0628,8156.17,1679.13,3358.26,18600.6228,8230,2652.688,158.1,11040.788,18312.7373,1791.8709082232544
218,218,55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1151.257,0,8084.7,0,9235.957,13710,3528.6683,263.5,17502.1683,12357.251,1296.312179794669
219,219,55,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6558.3197,8156.17,9763.83,3358.26,27836.5797,21940,6181.3563,421.6,28542.9563,30442.5883,3072.4224573661877
220,220,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1985.5285,3170.8497,8084.7,0,13241.0782,14630,4087.1054,263.5,18980.6054,15035.0019,1578.682551608845
221,221,55,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7392.5913,11327.0197,9763.83,3358.26,31841.701,22860,6739.7934,421.6,30021.3934,33164.515,3370.5534598320996
222,222,55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1716.9275,3617.0148,0,1679.13,7013.0722,4100,849.1307,52.7,5001.8307,7039.2792,483.45972557657814
223,223,55,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7123.9902,11773.1848,1679.13,5037.39,25613.695,12330,3501.8187,210.8,16042.6187,25155.3463,2279.584538981941
224,224,55,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2868.1844,3617.0148,8084.7,1679.13,16249.0292,17810,4377.799,316.2,22503.999,19266.5448,1781.2204267577054
225,225,55,0,0,0,0,0,0,1,0,1,0,1,1,0,0,8275.2472,11773.1848,9763.83,5037.39,34849.652,26040,7030.487,474.3,33544.787,37332.8208,3575.8967187766107
226,226,55,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3702.456,6787.8645,8084.7,1679.13,20254.1505,18730,4936.2361,316.2,23982.4361,21924.7543,2060.804216173949
227,227,55,0,0,0,0,0,0,1,0,0,1,1,1,0,0,9109.5187,14944.0345,9763.83,5037.39,38854.7732,26960,7588.9241,474.3,35023.2241,40014.4751,3848.4198165042862
228,228,55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2467.0876,4650.4476,1679.13,0,8796.6652,3500,1345.7686,52.7,4898.4686,5068.639,401.36948153534695
229,229,55,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7874.1504,12806.6176,3358.26,3358.26,27397.288,11730,3998.4566,210.8,15939.2566,22965.1451,2188.3419356664745
230,230,55,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3618.3446,4650.4476,9763.83,0,18032.6222,17210,4874.4369,316.2,22400.6369,17124.1595,1709.0846619492393
231,231,55,0,0,0,0,0,0,0,1,1,0,1,1,0,0,9025.4074,12806.6176,11442.96,3358.26,36633.2449,25440,7527.1249,474.3,33441.4249,35153.5172,3503.7609539681443
232,232,55,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4452.6162,7821.2973,9763.83,0,22037.7434,18130,5432.874,316.2,23879.074,19758.4392,1975.6242940581174
233,233,55,0,0,0,0,0,0,0,1,0,1,1,1,0,0,9859.6789,15977.4673,11442.96,3358.26,40638.3662,26360,8085.562,474.3,34919.862,37832.6963,3776.284051695819
234,234,55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3015.0088,6225.8174,0,0,9240.8262,3930,1429.968,0,5359.968,-2353.8256,163.7536244198762
235,235,55,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8422.0716,14381.9874,1679.13,3358.26,27841.4489,12160,4082.6561,158.1,16400.7561,15852.408,2002.5804158375774
236,236,55,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4166.2658,6225.8174,8084.7,0,18476.7832,17640,4958.6363,263.5,22862.1363,9972.2395,1503.26756666438
237,237,55,0,0,0,0,0,1,0,0,1,0,1,1,0,0,9573.3286,14381.9874,9763.83,3358.26,37077.4059,25870,7611.3243,421.6,33902.9243,28007.1923,3298.8925956322473
238,238,55,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5000.5373,9396.6671,8084.7,0,22481.9044,18560,5517.0734,263.5,24340.5734,12654.338,1783.3381990532976
239,239,55,0,0,0,0,0,1,0,0,0,1,1,1,0,0,10407.6001,17552.8371,9763.83,3358.26,41082.5272,26790,8169.7615,421.6,35381.3615,30726.1514,3571.4156933599215
240,240,55,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4731.9363,9842.8321,0,1679.13,16253.8984,8030,2279.0988,52.7,10361.7988,4897.6607,659.6505543066647
241,241,55,0,0,0,0,0,1,1,0,0,0,1,1,0,0,10138.999,17999.0021,1679.13,5037.39,34854.5212,16260,4931.7868,210.8,21402.5868,22738.8914,2486.0032817205743
242,242,55,0,0,0,0,0,1,1,0,1,0,0,1,0,0,5883.1932,9842.8321,8084.7,1679.13,25489.8554,21740,5807.767,316.2,27863.967,16978.2771,1992.8883601458986
243,243,55,0,0,0,0,0,1,1,0,1,0,1,1,0,0,11290.256,17999.0021,9763.83,5037.39,44090.4781,29970,8460.4551,474.3,38904.7551,34935.5557,3773.9256463268457
244,244,55,0,0,0,0,0,1,1,0,0,1,0,1,0,0,6717.4648,13013.6819,8084.7,1679.13,29494.9766,22660,6366.2042,316.2,29342.4042,19615.2861,2255.9615056459925
245,245,55,0,0,0,0,0,1,1,0,0,1,1,1,0,0,12124.5276,21169.8519,9763.83,5037.39,48095.5994,30890,9018.8922,474.3,40383.1922,37641.6473,4074.8899547703445
246,246,55,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5482.0965,10876.2649,1679.13,0,18037.4914,7430,2775.7367,52.7,10258.4367,2964.9844,574.6762012143238
247,247,55,0,0,0,0,0,1,0,1,0,0,1,1,0,0,10889.1592,19032.4349,3358.26,3358.26,36638.1141,15660,5428.4247,210.8,21299.2247,20571.5739,2413.8675169121084
248,248,55,0,0,0,0,0,1,0,1,1,0,0,1,0,0,6633.3534,10876.2649,9763.83,0,27273.4483,21140,6304.4049,316.2,27760.6049,14811.8624,1890.3918401030946
249,249,55,0,0,0,0,0,1,0,1,1,0,1,1,0,0,12040.4162,19032.4349,11442.96,3358.26,45874.0711,29370,8957.0929,474.3,38801.3929,32752.861,3701.7898815183794
250,250,55,0,0,0,0,0,1,0,1,0,1,0,1,0,0,7467.625,14047.1146,9763.83,0,31278.5696,22060,6862.842,316.2,29239.042,17444.6266,2183.825740837526
251,251,55,0,0,0,0,0,1,0,1,0,1,1,1,0,0,12874.6877,22203.2846,11442.96,3358.26,49879.1924,30290,9515.5301,474.3,40279.8301,35460.4614,3971.6801347197725
252,252,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1862.3433,6488.79,0,5037.39,13388.5233,6900,2380.0021,158.1,9438.1021,18430.6066,1117.3394933370296
253,253,55,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7269.4061,14644.96,1679.13,8395.65,31989.1461,15130,5032.6901,316.2,20478.8901,36466.3249,2893.746944895651
254,254,55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3013.6003,6488.79,8084.7,5037.39,22624.4803,20610,5908.6704,421.6,26940.2704,30671.8843,2407.815291375189
255,255,55,1,0,0,0,0,0,0,0,1,0,1,1,0,0,8420.6631,14644.96,9763.83,8395.65,41225.1031,28840,8561.3584,579.7,37981.0584,48684.4514,4206.2854537273915
256,256,55,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3847.8719,9659.6397,8084.7,5037.39,26629.6016,21530,6467.1075,421.6,28418.7075,33317.3308,2667.197469287413
257,257,55,1,0,0,0,0,0,0,0,0,1,1,1,0,0,9254.9346,17815.8097,9763.83,8395.65,45230.2243,29760,9119.7955,579.7,39459.4955,51349.3754,4476.175706928783
258,258,55,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3579.2708,10105.8048,0,6716.52,20401.5955,11000,3229.1328,210.8,14439.9328,25456.8252,1605.3635264037136
259,259,55,1,0,0,0,0,0,1,0,0,0,1,1,0,0,8986.3336,18261.9748,1679.13,10074.78,39002.2183,19230,5881.8208,368.9,25480.7208,43388.1655,3367.2138538953254
260,260,55,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4730.5278,10105.8048,8084.7,6716.52,29637.5525,24710,6757.8011,474.3,31942.1011,37622.4518,2888.818341443984
261,261,55,1,0,0,0,0,0,1,0,1,0,1,1,0,0,10137.5905,18261.9748,9763.83,10074.78,48238.1753,32940,9410.4891,632.4,42982.8891,55584.3935,4674.967371653355
262,262,55,1,0,0,0,0,0,1,0,0,1,0,1,0,0,5564.7993,13276.6545,8084.7,6716.52,33642.6738,25630,7316.2382,474.3,33420.5382,40284.2982,3143.9637245911385
263,263,55,1,0,0,0,0,0,1,0,0,1,1,1,0,0,10971.8621,21432.8245,9763.83,10074.78,52243.2966,33860,9968.9262,632.4,44461.3262,58283.4506,4941.5070037622345
264,264,55,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4329.431,11139.2376,1679.13,5037.39,22185.1885,10400,3725.7707,210.8,14336.5707,23418.2021,1527.920283698319
265,265,55,1,0,0,0,0,0,0,1,0,0,1,1,0,0,9736.4937,19295.4076,3358.26,8395.65,40785.8113,18630,6378.4587,368.9,25377.3587,41207.533,3295.0780890868596
266,266,55,1,0,0,0,0,0,0,1,1,0,0,1,0,0,5480.688,11139.2376,9763.83,5037.39,31421.1455,24110,7254.439,474.3,31838.739,35508.7919,2796.6172629096804
267,267,55,1,0,0,0,0,0,0,1,1,0,1,1,0,0,10887.7507,19295.4076,11442.96,8395.65,50021.7683,32340,9907.127,632.4,42879.527,53406.9617,4602.83160684489
268,268,55,1,0,0,0,0,0,0,1,0,1,0,1,0,0,6314.9595,14310.0873,9763.83,5037.39,35426.2668,25030,7812.8761,474.3,33317.1761,38123.5429,3073.743624330739
269,269,55,1,0,0,0,0,0,0,1,0,1,1,1,0,0,11722.0223,22466.2573,11442.96,8395.65,54026.8895,33260,10465.5641,632.4,44357.9641,56106.6683,4869.3712389537695
270,270,55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4877.3521,12714.6074,0,5037.39,22629.3495,10830,3809.9701,158.1,14798.0701,16295.0379,1306.5442941940516
271,271,55,1,0,0,0,0,1,0,0,0,0,1,1,0,0,10284.4149,20870.7774,1679.13,8395.65,41229.9723,19060,6462.6582,316.2,25838.8582,34121.9505,3088.781497095304
272,272,55,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6028.6091,12714.6074,8084.7,5037.39,31865.3065,24540,7338.6384,421.6,32300.2384,28383.6467,2608.9177781693
273,273,55,1,0,0,0,0,1,0,0,1,0,1,1,0,0,11435.6719,20870.7774,9763.83,8395.65,50465.9292,32770,9991.3264,579.7,43341.0264,46312.698,4397.014511560031
274,274,55,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6862.8807,15885.4571,8084.7,5037.39,35870.4277,25460,7897.0755,421.6,33778.6755,31043.6939,2864.0631613164555
275,275,55,1,0,0,0,0,1,0,0,0,1,1,1,0,0,12269.9434,24041.6271,9763.83,8395.65,54471.0505,33690,10549.7636,579.7,44819.4636,49014.4696,4663.554143668909
276,276,55,1,0,0,0,0,1,1,0,0,0,0,1,0,0,6594.2796,16331.6221,0,6716.52,29642.4217,14930,4659.1009,210.8,19799.9009,23337.8087,1790.0040197706298
277,277,55,1,0,0,0,0,1,1,0,0,0,1,1,0,0,12001.3424,24487.7921,1679.13,10074.78,48243.0445,23160,7311.7889,368.9,30840.6889,41044.8039,3590.242040863036
278,278,55,1,0,0,0,0,1,1,0,1,0,0,1,0,0,7745.5366,16331.6221,8084.7,6716.52,38878.3787,28640,8187.7691,474.3,37302.0691,35397.209,3081.75938221202
279,279,55,1,0,0,0,0,1,1,0,1,0,1,1,0,0,13152.5993,24487.7921,9763.83,10074.78,57479.0015,36870,10840.4572,632.4,48342.8572,53279.9637,4899.348803655586
280,280,55,1,0,0,0,0,1,1,0,0,1,0,1,0,0,8579.8081,19502.4719,8084.7,6716.52,42883.5,29560,8746.2062,474.3,38780.5062,37999.2217,3362.905934387928
281,281,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,13986.8709,27658.6419,9763.83,10074.78,61484.1227,37790,11398.8943,632.4,49821.2943,55919.6404,5165.888435764462
282,282,55,1,0,0,0,0,1,0,1,0,0,0,1,0,0,7344.4398,17365.0549,1679.13,5037.39,31426.0147,14330,5155.7387,210.8,19696.5387,21294.6136,1705.532677354634
283,283,55,1,0,0,0,0,1,0,1,0,0,1,1,0,0,12751.5026,25521.2249,3358.26,8395.65,50026.6375,22560,7808.4268,368.9,30737.3268,38860.1492,3518.1062760545697
284,284,55,1,0,0,0,0,1,0,1,1,0,0,1,0,0,8495.6968,17365.0549,9763.83,5037.39,40661.9717,28040,8684.407,474.3,37198.707,33240.9974,3012.9036700890656
285,285,55,1,0,0,0,0,1,0,1,1,0,1,1,0,0,13902.7595,25521.2249,11442.96,8395.65,59262.5944,36270,11337.095,632.4,48239.495,51105.265,4786.505905465027
