,ID,E_Brent,NE_C1,M1_C1,M2_C1,SW_C1,costo_gel,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
229,229,40,1,0,0,1,4.2,0,2582.926,0,2015.702,2015.702,48.050702833077295,126.1882,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.302,0.302,15.5168,60.1579,1110.4362,3769.0368,0,15.5168,60.1579,867.3402,2958.7168,0
230,230,45,1,0,0,1,4.2,0,2582.926,0,2299.314,2299.314,54.80336940433172,126.1882,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.302,0.302,15.5168,60.1579,1110.4362,3769.0368,0,15.5168,60.1579,988.8882,3363.8768,0
231,231,50,1,0,0,1,4.2,0,2582.926,0,2582.926,2582.926,61.556035975586084,126.1882,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.302,0.302,15.5168,60.1579,1110.4362,3769.0368,0,15.5168,60.1579,1110.4362,3769.0368,0
232,232,55,1,0,0,1,4.2,0,2582.926,0,2866.538,2866.538,68.30870254684052,126.1882,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.302,0.302,15.5168,60.1579,1110.4362,3769.0368,0,15.5168,60.1579,1231.9842,4174.1968,0
233,233,60,1,0,0,1,4.2,0,2582.926,0,3150.15,3150.15,75.06136911809492,126.1882,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.302,0.302,15.5168,60.1579,1110.4362,3769.0368,0,15.5168,60.1579,1353.5321,4579.3568,0
234,234,20,1,0,1,0,4.2,0,6962.6488,0,2376.5825,2376.5825,21.277284211298486,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,1027.783,3606.1645,0
235,235,25,1,0,1,0,4.2,0,6962.6488,0,3140.9269,3140.9269,28.1017876609705,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,1355.3592,4698.085,0
236,236,30,1,0,1,0,4.2,0,6962.6488,0,3905.2713,3905.2713,34.92629111064251,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,1682.9353,5790.0056,0
237,237,35,1,0,1,0,4.2,0,6962.6488,0,4669.6156,4669.6156,41.75079456031453,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,2010.5115,6881.9261,0
238,238,40,1,0,1,0,4.2,0,6962.6488,0,5433.96,5433.96,48.57529800998652,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,2338.0877,7973.8467,0
239,239,45,1,0,1,0,4.2,0,6962.6488,0,6198.3044,6198.3044,55.39980145965852,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,2665.6638,9065.7672,0
240,240,50,1,0,1,0,4.2,0,6962.6488,0,6962.6488,6962.6488,62.22430490933054,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,2993.24,10157.6878,0
241,241,55,1,0,1,0,4.2,0,6962.6488,0,7726.9932,7726.9932,69.04880835900255,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,3320.8161,11249.6083,0
242,242,60,1,0,1,0,4.2,0,6962.6488,0,8491.3376,8491.3376,75.87331180867454,336.5019,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.302,0.302,41.378,160.421,2993.24,10157.6878,0,41.378,160.421,3648.3923,12341.5289,0
243,243,20,1,0,1,1,4.2,0,7804.9126,0,2663.6909,2663.6909,21.19820165688555,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,1151.9854,4042.7002,0
244,244,25,1,0,1,1,4.2,0,7804.9126,0,3520.5612,3520.5612,27.998759480418347,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,1519.2155,5266.8006,0
245,245,30,1,0,1,1,4.2,0,7804.9126,0,4377.4315,4377.4315,34.79931730395117,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,1886.4457,6490.901,0
246,246,35,1,0,1,1,4.2,0,7804.9126,0,5234.3017,5234.3017,41.599875127483976,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,2253.6758,7715.0014,0
247,247,40,1,0,1,1,4.2,0,7804.9126,0,6091.172,6091.172,48.400432951016796,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,2620.9059,8939.1018,0
248,248,45,1,0,1,1,4.2,0,7804.9126,0,6948.0423,6948.0423,55.2009907745496,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,2988.136,10163.2022,0
249,249,50,1,0,1,1,4.2,0,7804.9126,0,7804.9126,7804.9126,62.00154859808239,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,3355.3661,11387.3026,0
250,250,55,1,0,1,1,4.2,0,7804.9126,0,8661.7829,8661.7829,68.8021064216152,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,3722.5963,12611.403,0
251,251,60,1,0,1,1,4.2,0,7804.9126,0,9518.6532,9518.6532,75.602664245148,378.5646,0,113.9718,0.0,0.5933488231024999,0.5933488231024999,0.0,0.5933488231024999,0.5933488231024999,2056.0,2056.0,0.18,0.18,0.302,0.302,46.5503,180.4736,3355.3661,11387.3026,0,46.5503,180.4736,4089.8264,13835.5034,0
252,252,20,1,1,0,0,4.2,0,6009.9939,0,2020.8171,2020.8171,14.428981097906876,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,879.4081,3136.744,0
253,253,25,1,1,0,0,4.2,0,6009.9939,0,2685.6799,2685.6799,19.15437412750593,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,1164.3493,4086.548,0
254,254,30,1,1,0,0,4.2,0,6009.9939,0,3350.5427,3350.5427,23.87976715710497,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,1449.2905,5036.352,0
255,255,35,1,1,0,0,4.2,0,6009.9939,0,4015.4055,4015.4055,28.60516018670403,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,1734.2317,5986.156,0
256,256,40,1,1,0,0,4.2,0,6009.9939,0,4680.2683,4680.2683,33.330553216303066,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,2019.1729,6935.96,0
257,257,45,1,1,0,0,4.2,0,6009.9939,0,5345.1311,5345.1311,38.05594624590211,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,2304.1141,7885.764,0
258,258,50,1,1,0,0,4.2,0,6009.9939,0,6009.9939,6009.9939,42.78133927550116,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,2589.0553,8835.568,0
259,259,55,1,1,0,0,4.2,0,6009.9939,0,6674.8567,6674.8567,47.50673230510022,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,2873.9965,9785.372,0
260,260,60,1,1,0,0,4.2,0,6009.9939,0,7339.7195,7339.7195,52.23212533469929,420.6273,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,0.4236,0.4236,35.9926,200.5262,2589.0553,8835.568,0,35.9926,200.5262,3158.9377,10735.176,0
261,261,20,1,1,0,1,4.2,0,6852.3018,0,2307.9696,2307.9696,14.984325905479288,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,1003.5664,3573.2797,0
262,262,25,1,1,0,1,4.2,0,6852.3018,0,3065.3583,3065.3583,19.880180454066593,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,1328.1616,4655.2635,0
263,263,30,1,1,0,1,4.2,0,6852.3018,0,3822.747,3822.747,24.776035002653884,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,1652.7567,5737.2474,0
264,264,35,1,1,0,1,4.2,0,6852.3018,0,4580.1357,4580.1357,29.671889551241183,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,1977.3519,6819.2312,0
265,265,40,1,1,0,1,4.2,0,6852.3018,0,5337.5244,5337.5244,34.56774409982849,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,2301.947,7901.2151,0
266,266,45,1,1,0,1,4.2,0,6852.3018,0,6094.9131,6094.9131,39.4635986484158,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,2626.5422,8983.199,0
267,267,50,1,1,0,1,4.2,0,6852.3018,0,6852.3018,6852.3018,44.35945319700307,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,2951.1374,10065.1828,0
268,268,55,1,1,0,1,4.2,0,6852.3018,0,7609.6905,7609.6905,49.255307745590386,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,3275.7325,11147.1667,0
269,269,60,1,1,0,1,4.2,0,6852.3018,0,8367.0792,8367.0792,54.15116229417768,462.6901,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,0.4086,0.4086,41.1648,220.5788,2951.1374,10065.1828,0,41.1648,220.5788,3600.3277,12229.1505,0
270,270,20,1,1,1,0,4.2,0,11232.1443,0,3803.4178,3803.4178,16.9890944113243,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,1650.0815,5841.3673,0
271,271,25,1,1,1,0,4.2,0,11232.1443,0,5041.5389,5041.5389,22.49920161665157,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,2180.7049,7610.1118,0
272,272,30,1,1,1,0,4.2,0,11232.1443,0,6279.6599,6279.6599,28.00930882197881,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,2711.3282,9378.8562,0
273,273,35,1,1,1,0,4.2,0,11232.1443,0,7517.781,7517.781,33.51941602730608,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,3241.9515,11147.6006,0
274,274,40,1,1,1,0,4.2,0,11232.1443,0,8755.9021,8755.9021,39.02952323263334,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,3772.5748,12916.345,0
275,275,45,1,1,1,0,4.2,0,11232.1443,0,9994.0232,9994.0232,44.5396304379606,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,4303.1982,14685.0894,0
276,276,50,1,1,1,0,4.2,0,11232.1443,0,11232.1443,11232.1443,50.04973764328784,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,4833.8215,16453.8338,0
277,277,55,1,1,1,0,4.2,0,11232.1443,0,12470.2654,12470.2654,55.55984484861513,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,5364.4448,18222.5782,0
278,278,60,1,1,1,0,4.2,0,11232.1443,0,13708.3865,13708.3865,61.069952053942366,673.0037,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,0.368,0.368,67.0261,320.8419,4833.8215,16453.8338,0,67.0261,320.8419,5895.0681,19991.3226,0
279,279,20,1,1,1,1,4.2,0,12074.4219,0,4090.54,4090.54,17.198856687585746,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,1774.2702,6277.903,0
280,280,25,1,1,1,1,4.2,0,12074.4219,0,5421.1869,5421.1869,22.773414661774712,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,2344.5475,8178.8273,0
281,281,30,1,1,1,1,4.2,0,12074.4219,0,6751.8339,6751.8339,28.34797263596366,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,2914.8247,10079.7516,0
282,282,35,1,1,1,1,4.2,0,12074.4219,0,8082.4809,8082.4809,33.92253061015261,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,3485.102,11980.6758,0
283,283,40,1,1,1,1,4.2,0,12074.4219,0,9413.1279,9413.1279,39.4970885843416,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,4055.3793,13881.6001,0
284,284,45,1,1,1,1,4.2,0,12074.4219,0,10743.7749,10743.7749,45.071646558530524,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,4625.6566,15782.5244,0
285,285,50,1,1,1,1,4.2,0,12074.4219,0,12074.4219,12074.4219,50.646204532719494,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,5195.9339,17683.4487,0
286,286,55,1,1,1,1,4.2,0,12074.4219,0,13405.0689,13405.0689,56.220762506908464,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,5766.2111,19584.3729,0
287,287,60,1,1,1,1,4.2,0,12074.4219,0,14735.7159,14735.7159,61.7953204810974,715.0664,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,0.3633,0.3633,72.1984,340.8946,5195.9339,17683.4487,0,72.1984,340.8946,6336.4884,21485.2972,0
288,288,20,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,25,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,290,30,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,35,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,40,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,45,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,50,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,295,55,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,296,60,0,0,0,0,4.7,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,20,0,0,0,1,4.7,0,841.944,0,286.7886,286.7886,20.543940407439845,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,124.0902,436.5357,0
298,298,25,0,0,0,1,4.7,0,841.944,0,379.3145,379.3145,27.15293322185905,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,163.7442,568.7156,0
299,299,30,0,0,0,1,4.7,0,841.944,0,471.8404,471.8404,33.76192603627825,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,203.3982,700.8954,0
300,300,35,0,0,0,1,4.7,0,841.944,0,564.3663,564.3663,40.37091885069745,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,243.0521,833.0753,0
301,301,40,0,0,0,1,4.7,0,841.944,0,656.8922,656.8922,46.97991166511665,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,282.7061,965.2551,0
302,302,45,0,0,0,1,4.7,0,841.944,0,749.4181,749.4181,53.588904479535884,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,322.36,1097.435,0
303,303,50,0,0,0,1,4.7,0,841.944,0,841.944,841.944,60.1978972939551,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,362.014,1229.6148,0
304,304,55,0,0,0,1,4.7,0,841.944,0,934.4699,934.4699,66.80689010837426,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,401.6679,1361.7947,0
305,305,60,0,0,0,1,4.7,0,841.944,0,1026.9958,1026.9958,73.41588292279349,42.9689,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,0.3085,0.3085,5.1723,20.4846,362.014,1229.6148,0,5.1723,20.4846,441.3219,1493.9746,0
306,306,20,0,0,1,0,4.7,0,5220.0675,0,1780.5178,1780.5178,20.73725209478665,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,770.1642,2704.6234,0
307,307,25,0,0,1,0,4.7,0,5220.0675,0,2353.7761,2353.7761,27.39530424080812,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,1015.8463,3523.5638,0
308,308,30,0,0,1,0,4.7,0,5220.0675,0,2927.0344,2927.0344,34.053356386829584,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,1261.5285,4342.5042,0
309,309,35,0,0,1,0,4.7,0,5220.0675,0,3500.2927,3500.2927,40.71140853285105,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,1507.2106,5161.4446,0
