,ID,E_Brent,NE_C1,M1_C1,M2_C1,SW_C1,costo_gel,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
310,310,40,0,0,1,0,4.7,0,5220.0675,0,4073.551,4073.551,47.36946067887254,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,1752.8927,5980.385,0
311,311,45,0,0,1,0,4.7,0,5220.0675,0,4646.8092,4646.8092,54.02751282489399,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,1998.5748,6799.3254,0
312,312,50,0,0,1,0,4.7,0,5220.0675,0,5220.0675,5220.0675,60.68556497091545,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,2244.257,7618.2658,0
313,313,55,0,0,1,0,4.7,0,5220.0675,0,5793.3258,5793.3258,67.34361711693693,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,2489.9391,8437.2063,0
314,314,60,0,0,1,0,4.7,0,5220.0675,0,6366.5841,6366.5841,74.00166926295837,257.8136,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,31.0335,122.9078,2244.257,7618.2658,0,31.0335,122.9078,2735.6212,9256.1467,0
315,315,20,0,0,1,1,4.7,0,6062.0115,0,2067.3064,2067.3064,20.710215495157723,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,894.2545,3141.1591,0
316,316,25,0,0,1,1,4.7,0,6062.0115,0,2733.0906,2733.0906,27.36140619619986,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,1179.5905,4092.2793,0
317,317,30,0,0,1,1,4.7,0,6062.0115,0,3398.8747,3398.8747,34.012596897242,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,1464.9266,5043.3996,0
318,318,35,0,0,1,1,4.7,0,6062.0115,0,4064.6589,4064.6589,40.66378759828411,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,1750.2627,5994.5199,0
319,319,40,0,0,1,1,4.7,0,6062.0115,0,4730.4431,4730.4431,47.31497829932626,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,2035.5988,6945.6401,0
320,320,45,0,0,1,1,4.7,0,6062.0115,0,5396.2273,5396.2273,53.966169000368396,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,2320.9349,7896.7604,0
321,321,50,0,0,1,1,4.7,0,6062.0115,0,6062.0115,6062.0115,60.61735970141051,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,2606.2709,8847.8807,0
322,322,55,0,0,1,1,4.7,0,6062.0115,0,6727.7957,6727.7957,67.26855040245262,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,2891.607,9799.001,0
323,323,60,0,0,1,1,4.7,0,6062.0115,0,7393.5799,7393.5799,73.9197411034948,300.7826,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,0.3085,0.3085,36.2058,143.3925,2606.2709,8847.8807,0,36.2058,143.3925,3176.9431,10750.1212,0
324,324,20,0,1,0,0,4.7,0,4266.6033,0,1423.9431,1423.9431,12.473644524174345,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,621.7346,2235.2029,0
325,325,25,0,1,0,0,4.7,0,4266.6033,0,1897.7198,1897.7198,16.600619286140994,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,824.7818,2912.0267,0
326,326,30,0,1,0,0,4.7,0,4266.6033,0,2371.4965,2371.4965,20.727594048107626,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,1027.829,3588.8506,0
327,327,35,0,1,0,0,4.7,0,4266.6033,0,2845.2732,2845.2732,24.85456881007427,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,1230.8761,4265.6744,0
328,328,40,0,1,0,0,4.7,0,4266.6033,0,3319.0499,3319.0499,28.981543572040923,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,1433.9233,4942.4983,0
329,329,45,0,1,0,0,4.7,0,4266.6033,0,3792.8266,3792.8266,33.10851833400755,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,1636.9704,5619.3222,0
330,330,50,0,1,0,0,4.7,0,4266.6033,0,4266.6033,4266.6033,37.23549309597419,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,1840.0176,6296.146,0
331,331,55,0,1,0,0,4.7,0,4266.6033,0,4740.38,4740.38,41.36246785794084,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,2043.0647,6972.9699,0
332,332,60,0,1,0,0,4.7,0,4266.6033,0,5214.1567,5214.1567,45.48944261990747,343.7515,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,0.4811,0.4811,25.6481,163.8771,1840.0176,6296.146,0,25.6481,163.8771,2246.1119,7649.7937,0
333,333,20,0,1,0,1,4.7,0,5108.6303,0,1710.8147,1710.8147,13.350850598442333,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,745.7419,2671.7386,0
334,334,25,0,1,0,1,4.7,0,5108.6303,0,2277.1173,2277.1173,17.74760993132773,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,988.443,3480.7423,0
335,335,30,0,1,0,1,4.7,0,5108.6303,0,2843.4199,2843.4199,22.144369264213136,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,1231.1441,4289.746,0
336,336,35,0,1,0,1,4.7,0,5108.6303,0,3409.7225,3409.7225,26.541128597098524,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,1473.8452,5098.7497,0
337,337,40,0,1,0,1,4.7,0,5108.6303,0,3976.0251,3976.0251,30.93788792998393,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,1716.5463,5907.7534,0
338,338,45,0,1,0,1,4.7,0,5108.6303,0,4542.3277,4542.3277,35.33464726286932,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,1959.2474,6716.7571,0
339,339,50,0,1,0,1,4.7,0,5108.6303,0,5108.6303,5108.6303,39.73140659575473,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,2201.9485,7525.7609,0
340,340,55,0,1,0,1,4.7,0,5108.6303,0,5674.9329,5674.9329,44.12816592864012,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,2444.6497,8334.7646,0
341,341,60,0,1,0,1,4.7,0,5108.6303,0,6241.2355,6241.2355,48.524925261525524,386.7204,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,0.453,0.453,30.8203,184.3617,2201.9485,7525.7609,0,30.8203,184.3617,2687.3508,9143.7683,0
342,342,20,0,1,1,0,4.7,0,9486.9452,0,3204.7352,3204.7352,16.015190625865337,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,1391.6245,4939.8262,0
343,343,25,0,1,1,0,4.7,0,9486.9452,0,4251.7702,4251.7702,21.226912838141192,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,1840.3538,6435.5905,0
344,344,30,0,1,1,0,4.7,0,9486.9452,0,5298.8052,5298.8052,26.43863505041703,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,2289.0831,7931.3548,0
345,345,35,0,1,1,0,4.7,0,9486.9452,0,6345.8402,6345.8402,31.650357262692882,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,2737.8123,9427.119,0
346,346,40,0,1,1,0,4.7,0,9486.9452,0,7392.8752,7392.8752,36.862079474968745,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,3186.5416,10922.8833,0
347,347,45,0,1,1,0,4.7,0,9486.9452,0,8439.9102,8439.9102,42.0738016872446,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,3635.2709,12418.6476,0
348,348,50,0,1,1,0,4.7,0,9486.9452,0,9486.9452,9486.9452,47.28552389952044,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,4084.0002,13914.4119,0
349,349,55,0,1,1,0,4.7,0,9486.9452,0,10533.9802,10533.9802,52.497246111796294,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,4532.7295,15410.1761,0
350,350,60,0,1,1,0,4.7,0,9486.9452,0,11581.0152,11581.0152,57.70896832407213,601.5651,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,0.3881,0.3881,56.6816,286.7849,4084.0002,13914.4119,0,56.6816,286.7849,4981.4587,16905.9404,0
351,351,20,0,1,1,1,4.7,0,10328.9085,0,3491.5431,3491.5431,16.310223184925558,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,1515.6954,5376.3619,0
352,352,25,0,1,1,1,4.7,0,10328.9085,0,4631.104,4631.104,21.61297279799252,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,2004.0786,7004.3061,0
353,353,30,0,1,1,1,4.7,0,10328.9085,0,5770.6649,5770.6649,26.915722411059456,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,2492.4619,8632.2502,0
354,354,35,0,1,1,1,4.7,0,10328.9085,0,6910.2258,6910.2258,32.21847202412642,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,2980.8451,10260.1943,0
355,355,40,0,1,1,1,4.7,0,10328.9085,0,8049.7867,8049.7867,37.52122163719337,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,3469.2283,11888.1384,0
356,356,45,0,1,1,1,4.7,0,10328.9085,0,9189.3476,9189.3476,42.82397125026031,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,3957.6116,13516.0826,0
357,357,50,0,1,1,1,4.7,0,10328.9085,0,10328.9085,10328.9085,48.12672086332727,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,4445.9948,15144.0267,0
358,358,55,0,1,1,1,4.7,0,10328.9085,0,11468.4694,11468.4694,53.42947047639423,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,4934.3781,16771.9708,0
359,359,60,0,1,1,1,4.7,0,10328.9085,0,12608.0303,12608.0303,58.73222008946114,644.5341,0,153.563,0.0,0.8004151198676622,0.8004151198676622,0.0,0.8004151198676622,0.8004151198676622,2056.0,2056.0,0.18,0.18,0.3815,0.3815,61.8538,307.2696,4445.9948,15144.0267,0,61.8538,307.2696,5422.7613,18399.915,0
360,360,20,1,0,0,0,4.7,0,1740.0225,0,593.5059,593.5059,20.73725209478664,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,256.7214,901.5411,0
361,361,25,1,0,0,0,4.7,0,1740.0225,0,784.592,784.592,27.395304240808116,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,338.6154,1174.5213,0
362,362,30,1,0,0,0,4.7,0,1740.0225,0,975.6781,975.6781,34.053356386829584,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,420.5095,1447.5014,0
363,363,35,1,0,0,0,4.7,0,1740.0225,0,1166.7642,1166.7642,40.711408532851074,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,502.4035,1720.4815,0
364,364,40,1,0,0,0,4.7,0,1740.0225,0,1357.8503,1357.8503,47.36946067887253,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,584.2976,1993.4617,0
365,365,45,1,0,0,0,4.7,0,1740.0225,0,1548.9364,1548.9364,54.02751282489399,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,666.1916,2266.4418,0
366,366,50,1,0,0,0,4.7,0,1740.0225,0,1740.0225,1740.0225,60.68556497091548,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,748.0857,2539.4219,0
367,367,55,1,0,0,0,4.7,0,1740.0225,0,1931.1086,1931.1086,67.34361711693695,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,829.9797,2812.4021,0
368,368,60,1,0,0,0,4.7,0,1740.0225,0,2122.1947,2122.1947,74.0016692629584,85.9379,0,25.3271,0.0,0.13231957322708338,0.13231957322708338,0.0,0.13231957322708338,0.13231957322708338,2056.0,2056.0,0.18,0.18,0.3085,0.3085,10.3445,40.9693,748.0857,2539.4219,0,10.3445,40.9693,911.8737,3085.3822,0
369,369,20,1,0,0,1,4.7,0,2581.9665,0,880.2945,880.2945,20.673871213689324,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,380.8116,1338.0768,0
370,370,25,1,0,0,1,4.7,0,2581.9665,0,1163.9065,1163.9065,27.315838332955956,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,502.3596,1743.2368,0
371,371,30,1,0,0,1,4.7,0,2581.9665,0,1447.5185,1447.5185,33.95780545222258,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,623.9076,2148.3968,0
372,372,35,1,0,0,1,4.7,0,2581.9665,0,1731.1305,1731.1305,40.59977257148922,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,745.4556,2553.5568,0
373,373,40,1,0,0,1,4.7,0,2581.9665,0,2014.7425,2014.7425,47.24173969075585,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,867.0036,2958.7168,0
374,374,45,1,0,0,1,4.7,0,2581.9665,0,2298.3545,2298.3545,53.883706810022495,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,988.5516,3363.8768,0
375,375,50,1,0,0,1,4.7,0,2581.9665,0,2581.9665,2581.9665,60.52567392928909,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,1110.0996,3769.0368,0
376,376,55,1,0,0,1,4.7,0,2581.9665,0,2865.5785,2865.5785,67.16764104855575,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,1231.6476,4174.1968,0
377,377,60,1,0,0,1,4.7,0,2581.9665,0,3149.1905,3149.1905,73.80960816782236,128.9068,0,37.9906,0.0,0.19639010342124996,0.19639010342124996,0.0,0.19639010342124996,0.19639010342124996,2056.0,2056.0,0.18,0.18,0.3085,0.3085,15.5168,61.4539,1110.0996,3769.0368,0,15.5168,61.4539,1353.1956,4579.3568,0
378,378,20,1,0,1,0,4.7,0,6960.09,0,2374.0237,2374.0237,20.73725209478664,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,1026.8856,3606.1645,0
379,379,25,1,0,1,0,4.7,0,6960.09,0,3138.3681,3138.3681,27.395304240808116,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,1354.4618,4698.085,0
380,380,30,1,0,1,0,4.7,0,6960.09,0,3902.7125,3902.7125,34.053356386829584,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,1682.0379,5790.0056,0
381,381,35,1,0,1,0,4.7,0,6960.09,0,4667.0569,4667.0569,40.711408532851074,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,2009.6141,6881.9261,0
382,382,40,1,0,1,0,4.7,0,6960.09,0,5431.4013,5431.4013,47.36946067887252,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,2337.1903,7973.8467,0
383,383,45,1,0,1,0,4.7,0,6960.09,0,6195.7457,6195.7457,54.02751282489399,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,2664.7664,9065.7672,0
384,384,50,1,0,1,0,4.7,0,6960.09,0,6960.09,6960.09,60.68556497091548,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,2992.3426,10157.6878,0
385,385,55,1,0,1,0,4.7,0,6960.09,0,7724.4344,7724.4344,67.34361711693694,343.7515,0,101.3082,0.0,0.5292782929083335,0.5292782929083335,0.0,0.5292782929083335,0.5292782929083335,2056.0,2056.0,0.18,0.18,0.3085,0.3085,41.378,163.8771,2992.3426,10157.6878,0,41.378,163.8771,3319.9188,11249.6083,0
