,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
186,186,50,0,0,0,0,0,1,0,0,1,0,0,0,39184.8271,0,39184.8271,39184.8271,2.904775079466013,22598.6363,0,16702.2667,0.0,2.613939296404562,2.613939296404562,0.0,2.613939296404562,2.613939296404562,2041.0,2041.0,4.2307,4.2307,8.2132,8.2132,5680.8726,20052.7338,19064.6276,84032.7671,49.706,5680.8726,20052.7338,19064.6276,84032.7671,49.706
187,187,55,0,0,0,0,0,1,0,0,1,0,0,0,39184.8271,0,45500.0782,45500.0782,3.35591983792867,22598.6363,0,16702.2667,0.0,2.6260028441769023,2.6260028441769023,0.0,2.613939296404562,2.613939296404562,2041.0,2042.0,4.2307,4.4223,8.2132,8.1754,5680.8726,20052.7338,19064.6276,84032.7671,49.706,5780.9081,20052.7338,21796.1823,93175.0897,45.1873
188,188,60,0,0,0,0,0,1,0,0,1,0,0,0,39184.8271,0,51835.469,51835.469,3.8070306548012174,22598.6363,0,16702.2667,0.0,2.6260028441769023,2.6260028441769023,0.0,2.613939296404562,2.613939296404562,2041.0,2042.0,4.2307,4.4223,8.2132,8.1754,5680.8726,20052.7338,19064.6276,84032.7671,49.706,5780.9081,20052.7338,24506.9168,102221.2149,45.1873
189,189,20,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,1537.6535,1537.6535,0.1862057492104985,33481.3243,0,25053.4,0.0,3.70752457285186,3.70752457285186,0.0,3.8796362188741393,3.8796362188741393,2041.0,2036.0,4.2307,3.2802,8.1122,8.4888,8521.3089,30326.374,28182.4563,124722.3174,79.5296,7477.1374,30326.374,4109.2221,43578.4701,128.0832
190,190,25,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,10875.35,10875.35,0.6231651829333335,33481.3243,0,25053.4,0.0,3.7562754808648497,3.7562754808648497,0.0,3.8796362188741393,3.8796362188741393,2041.0,2037.0,4.2307,3.4691,8.1122,8.3786,8521.3089,30326.374,28182.4563,124722.3174,79.5296,7732.6274,30326.374,8022.7574,57073.548,116.4392
191,191,30,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,20187.2104,20187.2104,1.0623932465970698,33481.3243,0,25053.4,0.0,3.7962618930246057,3.7962618930246057,0.0,3.8796362188741393,3.8796362188741393,2041.0,2038.0,4.2307,3.6589,8.1122,8.2904,8521.3089,30326.374,28182.4563,124722.3174,79.5296,7962.1513,30326.374,12030.9271,70612.5168,105.8539
192,192,35,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,29516.6319,29516.6319,1.5031834356468121,33481.3243,0,25053.4,0.0,3.8297805752890572,3.8297805752890572,0.0,3.8796362188741393,3.8796362188741393,2041.0,2039.0,4.2307,3.8488,8.1122,8.2178,8521.3089,30326.374,28182.4563,124722.3174,79.5296,8168.4841,30326.374,16068.9089,84176.6297,96.2308
193,193,40,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,38863.3511,38863.3511,1.9448372430422525,33481.3243,0,25053.4,0.0,3.857440610947268,3.857440610947268,0.0,3.8796362188741393,3.8796362188741393,2041.0,2040.0,4.2307,4.0396,8.1122,8.1589,8521.3089,30326.374,28182.4563,124722.3174,79.5296,8354.5002,30326.374,20115.7831,97747.491,87.4825
194,194,45,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,48217.9534,48217.9534,2.386866157655022,33481.3243,0,25053.4,0.0,3.8796362188741393,3.8796362188741393,0.0,3.8796362188741393,3.8796362188741393,2041.0,2041.0,4.2307,4.2307,8.1122,8.1122,8521.3089,30326.374,28182.4563,124722.3174,79.5296,8521.3089,30326.374,24166.1496,111311.3156,79.5296
195,195,50,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,57612.6487,57612.6487,2.8290940107855373,33481.3243,0,25053.4,0.0,3.8796362188741393,3.8796362188741393,0.0,3.8796362188741393,3.8796362188741393,2041.0,2041.0,4.2307,4.2307,8.1122,8.1122,8521.3089,30326.374,28182.4563,124722.3174,79.5296,8521.3089,30326.374,28182.4563,124722.3174,79.5296
196,196,55,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,66985.5625,66985.5625,3.271826589182466,33481.3243,0,25053.4,0.0,3.89754106346256,3.89754106346256,0.0,3.8796362188741393,3.8796362188741393,2041.0,2042.0,4.2307,4.4223,8.1122,8.0749,8521.3089,30326.374,28182.4563,124722.3174,79.5296,8671.3621,30326.374,32235.8507,138291.4489,72.2996
197,197,60,0,0,0,0,0,1,0,0,1,0,1,0,57612.6487,0,76388.6162,76388.6162,3.714560687321312,33481.3243,0,25053.4,0.0,3.89754106346256,3.89754106346256,0.0,3.8796362188741393,3.8796362188741393,2041.0,2042.0,4.2307,4.4223,8.1122,8.0749,8521.3089,30326.374,28182.4563,124722.3174,79.5296,8671.3621,30326.374,36259.1512,151717.8031,72.2996
198,198,20,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,-60.425,-60.425,0.10862090243330799,24077.0734,0,11376.2208,0.0,2.314261742880957,2.314261742880957,0.0,2.4105035756458597,2.4105035756458597,2043.0,2037.0,3.4532,2.6152,9.489,9.8836,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,3565.5833,21334.2197,2377.7433,27289.8959,72.7745
199,199,25,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,5776.1467,5776.1467,0.49844478522646185,24077.0734,0,11376.2208,0.0,2.3586213143352586,2.3586213143352586,0.0,2.4105035756458597,2.4105035756458597,2043.0,2039.0,3.4532,2.8942,9.489,9.6977,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,3760.8872,21334.2197,4857.6744,35789.0722,60.1442
200,200,30,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,11615.4467,11615.4467,0.8892981056128716,24077.0734,0,11376.2208,0.0,2.375581510845585,2.375581510845585,0.0,2.4105035756458597,2.4105035756458597,2043.0,2040.0,3.4532,3.0341,9.489,9.6285,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,3844.1907,21334.2197,7356.839,44205.3727,54.6766
201,201,35,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,17451.246,17451.246,1.2808630349996346,24077.0734,0,11376.2208,0.0,2.389501857943716,2.389501857943716,0.0,2.4105035756458597,2.4105035756458597,2043.0,2041.0,3.4532,3.1738,9.489,9.5724,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,3918.8672,21334.2197,9874.686,52628.7249,49.706
202,202,40,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,23290.0876,23290.0876,1.6728611497835215,24077.0734,0,11376.2208,0.0,2.4009657797242574,2.4009657797242574,0.0,2.4105035756458597,2.4105035756458597,2043.0,2042.0,3.4532,3.3136,9.489,9.5267,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,3986.0206,21334.2197,12398.7322,61054.2473,45.1873
203,203,45,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,29134.1329,29134.1329,2.0651458534794878,24077.0734,0,11376.2208,0.0,2.4105035756458597,2.4105035756458597,0.0,2.4105035756458597,2.4105035756458597,2043.0,2043.0,3.4532,3.4532,9.489,9.489,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,4046.4298,21334.2197,14923.6888,69479.5504,41.0793
204,204,50,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,34998.6007,34998.6007,2.4575256310457783,24077.0734,0,11376.2208,0.0,2.4105035756458597,2.4105035756458597,0.0,2.4105035756458597,2.4105035756458597,2043.0,2043.0,3.4532,3.4532,9.489,9.489,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,4046.4298,21334.2197,17430.2511,77850.5806,41.0793
205,205,55,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,40850.773,40850.773,2.850306461361661,24077.0734,0,11376.2208,0.0,2.418633564864154,2.418633564864154,0.0,2.4105035756458597,2.4105035756458597,2043.0,2044.0,3.4532,3.5926,9.489,9.4571,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,4100.9481,21334.2197,19957.6651,86280.9507,37.3448
206,206,60,0,0,0,0,0,1,0,0,0,1,0,0,34998.6007,0,46705.7038,46705.7038,3.2431709245209377,24077.0734,0,11376.2208,0.0,2.425520995281264,2.425520995281264,0.0,2.4105035756458597,2.4105035756458597,2043.0,2045.0,3.4532,3.7313,9.489,9.4302,4046.4298,21334.2197,17430.2511,77850.5806,41.0793,4149.9015,21334.2197,22484.1047,94707.8796,33.9499
207,207,20,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,57.8585,57.8585,0.11743983028163446,34959.7615,0,19727.3542,0.0,3.539713318198568,3.539713318198568,0.0,3.6725039990099164,3.6725039990099164,2042.0,2037.0,3.7055,2.9171,8.9424,9.2779,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6143.1258,31607.8599,3654.1797,41579.4631,116.4392
208,208,25,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,8975.0465,8975.0465,0.5170693972548833,34959.7615,0,19727.3542,0.0,3.576845683797664,3.576845683797664,0.0,3.6725039990099164,3.6725039990099164,2042.0,2038.0,3.7055,3.0744,8.9424,9.1815,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6322.503,31607.8599,7368.483,54379.7463,105.8539
209,209,30,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,17848.622,17848.622,0.9183484280229037,34959.7615,0,19727.3542,0.0,3.6080532750678596,3.6080532750678596,0.0,3.6725039990099164,3.6725039990099164,2042.0,2039.0,3.7055,3.2317,8.9424,9.1021,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6483.7153,31607.8599,11178.5351,67214.963,96.2308
210,210,35,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,26725.562,26725.562,1.3206309876085796,34959.7615,0,19727.3542,0.0,3.6340373129985952,3.6340373129985952,0.0,3.6725039990099164,3.6725039990099164,2042.0,2040.0,3.7055,3.3896,8.9424,9.037,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6629.0241,31607.8599,15016.9422,80066.8707,87.4825
211,211,40,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,35612.2528,35612.2528,1.7234531515206337,34959.7615,0,19727.3542,0.0,3.655198780413294,3.655198780413294,0.0,3.6725039990099164,3.6725039990099164,2042.0,2041.0,3.7055,3.5475,8.9424,8.9847,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6759.3035,31607.8599,18862.6544,92921.6002,79.5296
212,212,45,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,44507.0291,44507.0291,2.126585352644858,34959.7615,0,19727.3542,0.0,3.6725039990099164,3.6725039990099164,0.0,3.6725039990099164,3.6725039990099164,2042.0,2042.0,3.7055,3.7055,8.9424,8.9424,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6876.4746,31607.8599,22710.0807,105773.7439,72.2996
213,213,50,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,53434.2539,53434.2539,2.52976886857733,34959.7615,0,19727.3542,0.0,3.6725039990099164,3.6725039990099164,0.0,3.6725039990099164,3.6725039990099164,2042.0,2042.0,3.7055,3.7055,8.9424,8.9424,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6876.4746,31607.8599,26526.6805,118517.5685,72.2996
214,214,55,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,62344.3609,62344.3609,2.933468503289073,34959.7615,0,19727.3542,0.0,3.6868473431561566,3.6868473431561566,0.0,3.6725039990099164,3.6725039990099164,2042.0,2043.0,3.7055,3.8634,8.9424,8.9076,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,6981.8935,31607.8599,30376.7115,131376.5527,65.7269
215,215,60,0,0,0,0,0,1,0,0,0,1,1,0,53434.2539,0,71259.7113,71259.7113,3.3372906316043065,34959.7615,0,19727.3542,0.0,3.69910883818213,3.69910883818213,0.0,3.6725039990099164,3.6725039990099164,2042.0,2044.0,3.7055,4.0211,8.9424,8.8781,6876.4746,31607.8599,26526.6805,118517.5685,72.2996,7077.0482,31607.8599,34225.371,144229.7421,59.7517
216,216,20,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,9407.1704,9407.1704,1.47840796671068,10309.0988,0,16702.2667,0.0,2.497977549084587,2.497977549084587,0.0,2.613939296404562,2.613939296404562,2041.0,2036.0,4.2307,3.2802,3.7467,3.9206,5680.8726,9829.34,21364.7454,84032.7671,9.9412,4984.7582,9829.34,5124.1015,29361.3805,16.0104
217,217,25,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,15647.1918,15647.1918,2.386288439968488,10309.0988,0,16702.2667,0.0,2.5308239055472397,2.5308239055472397,0.0,2.613939296404562,2.613939296404562,2041.0,2037.0,4.2307,3.4691,3.7467,3.8697,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5155.0849,9829.34,7807.6373,38453.8089,14.5549
218,218,30,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,21915.3254,21915.3254,3.298925277645258,10309.0988,0,16702.2667,0.0,2.5577651052293446,2.5577651052293446,0.0,2.613939296404562,2.613939296404562,2041.0,2038.0,4.2307,3.6589,3.7467,3.829,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5308.1009,9829.34,10509.8112,47575.8092,13.2317
219,219,35,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,28206.2526,28206.2526,4.214846435889968,10309.0988,0,16702.2667,0.0,2.580348614556457,2.580348614556457,0.0,2.613939296404562,2.613939296404562,2041.0,2039.0,4.2307,3.8488,3.7467,3.7955,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5445.6561,9829.34,13221.473,56714.7505,12.0288
220,220,40,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,34509.3798,34509.3798,5.1325970563267225,10309.0988,0,16702.2667,0.0,2.5989848087942584,2.5989848087942584,0.0,2.613939296404562,2.613939296404562,2041.0,2040.0,4.2307,4.0396,3.7467,3.7683,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5569.6668,9829.34,15938.9167,65858.2386,10.9353
221,221,45,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,40818.5894,40818.5894,6.051157987829635,10309.0988,0,16702.2667,0.0,2.613939296404562,2.613939296404562,0.0,2.613939296404562,2.613939296404562,2041.0,2041.0,4.2307,4.2307,3.7467,3.7467,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5680.8726,9829.34,18658.2425,74996.9857,9.9412
222,222,50,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,47147.8678,47147.8678,6.970456126449264,10309.0988,0,16702.2667,0.0,2.613939296404562,2.613939296404562,0.0,2.613939296404562,2.613939296404562,2041.0,2041.0,4.2307,4.2307,3.7467,3.7467,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5680.8726,9829.34,21364.7454,84032.7671,9.9412
223,223,55,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,53467.8486,53467.8486,7.890508101338207,10309.0988,0,16702.2667,0.0,2.6260028441769023,2.6260028441769023,0.0,2.613939296404562,2.613939296404562,2041.0,2042.0,4.2307,4.4223,3.7467,3.7295,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5780.9081,9829.34,24087.9556,93175.0897,9.0375
224,224,60,0,0,0,0,0,1,1,0,0,0,0,0,47147.8678,0,59803.2393,59803.2393,8.810858616217155,10309.0988,0,16702.2667,0.0,2.6260028441769023,2.6260028441769023,0.0,2.613939296404562,2.613939296404562,2041.0,2042.0,4.2307,4.4223,3.7467,3.7295,5680.8726,9829.34,21364.7454,84032.7671,9.9412,5780.9081,9829.34,26798.69,102221.2149,9.0375
225,225,20,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,9570.087,9570.087,0.7926334848796004,21191.7868,0,25053.4,0.0,3.70752457285186,3.70752457285186,0.0,3.8796362188741393,3.8796362188741393,2041.0,2036.0,4.2307,3.2802,5.1346,5.3729,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,7477.1374,20102.9802,6364.2239,43578.4701,64.0416
226,226,25,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,18838.9283,18838.9283,1.4515107581824356,21191.7868,0,25053.4,0.0,3.7562754808648497,3.7562754808648497,0.0,3.8796362188741393,3.8796362188741393,2041.0,2037.0,4.2307,3.4691,5.1346,5.3032,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,7732.6274,20102.9802,10340.7925,57073.548,58.2196
227,227,30,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,28137.0029,28137.0029,2.113836658100644,21191.7868,0,25053.4,0.0,3.7962618930246057,3.7962618930246057,0.0,3.8796362188741393,3.8796362188741393,2041.0,2038.0,4.2307,3.6589,5.1346,5.2473,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,7962.1513,20102.9802,14357.4554,70612.5168,52.9269
228,228,35,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,37469.3918,37469.3918,2.7785430071224546,21191.7868,0,25053.4,0.0,3.8297805752890572,3.8297805752890572,0.0,3.8796362188741393,3.8796362188741393,2041.0,2039.0,4.2307,3.8488,5.1346,5.2014,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,8168.4841,20102.9802,18387.6583,84176.6297,48.1154
229,229,40,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,46820.6273,46820.6273,3.4445739098210337,21191.7868,0,25053.4,0.0,3.857440610947268,3.857440610947268,0.0,3.8796362188741393,3.8796362188741393,2041.0,2040.0,4.2307,4.0396,5.1346,5.1641,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,8354.5002,20102.9802,22425.6421,97747.491,43.7413
230,230,45,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,56181.7077,56181.7077,4.1111904539314565,21191.7868,0,25053.4,0.0,3.8796362188741393,3.8796362188741393,0.0,3.8796362188741393,3.8796362188741393,2041.0,2041.0,4.2307,4.2307,5.1346,5.1346,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,8521.3089,20102.9802,26465.554,111311.3156,39.7648
231,231,50,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,65575.6894,65575.6894,4.778304908193806,21191.7868,0,25053.4,0.0,3.8796362188741393,3.8796362188741393,0.0,3.8796362188741393,3.8796362188741393,2041.0,2041.0,4.2307,4.2307,5.1346,5.1346,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,8521.3089,20102.9802,30482.5741,124722.3174,39.7648
232,232,55,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,74953.3328,74953.3328,5.446000933274491,21191.7868,0,25053.4,0.0,3.89754106346256,3.89754106346256,0.0,3.8796362188741393,3.8796362188741393,2041.0,2042.0,4.2307,4.4223,5.1346,5.111,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,8671.3621,20102.9802,34527.6239,138291.4489,36.1498
233,233,60,0,0,0,0,0,1,1,0,0,0,1,0,65575.6894,0,84356.3865,84356.3865,6.113879073858416,21191.7868,0,25053.4,0.0,3.89754106346256,3.89754106346256,0.0,3.8796362188741393,3.8796362188741393,2041.0,2042.0,4.2307,4.4223,5.1346,5.111,8521.3089,20102.9802,30482.5741,124722.3174,39.7648,8671.3621,20102.9802,38550.9245,151717.8031,36.1498
234,234,20,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,6277.1377,6277.1377,0.4721995105487205,27547.767,0,25053.4,0.0,3.7469663236268795,3.7469663236268795,0.0,3.920908944606843,3.920908944606843,2041.0,2036.0,4.2307,3.2802,6.6746,6.9844,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,7477.1374,24771.5448,5420.1885,44042.0708,96.0624
235,235,25,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,15672.6973,15672.6973,1.0128052535077974,27547.767,0,25053.4,0.0,3.796235858320858,3.796235858320858,0.0,3.920908944606843,3.920908944606843,2041.0,2037.0,4.2307,3.4691,6.6746,6.8938,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,7732.6274,24771.5448,9416.5145,57680.7134,87.3294
236,236,30,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,25077.1193,25077.1193,1.5562177957116787,27547.767,0,25053.4,0.0,3.836647657844016,3.836647657844016,0.0,3.920908944606843,3.920908944606843,2041.0,2038.0,4.2307,3.6589,6.6746,6.8212,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,7962.1513,24771.5448,13473.508,71363.7138,79.3904
237,237,35,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,34506.6106,34506.6106,2.1015632089871517,27547.767,0,25053.4,0.0,3.8705229218346853,3.8705229218346853,0.0,3.920908944606843,3.920908944606843,2041.0,2039.0,4.2307,3.8488,6.6746,6.7615,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,8168.4841,24771.5448,17553.3132,85072.1258,72.1731
238,238,40,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,43954.5725,43954.5725,2.6479775947573523,27547.767,0,25053.4,0.0,3.8984772131913874,3.8984772131913874,0.0,3.920908944606843,3.920908944606843,2041.0,2040.0,4.2307,4.0396,6.6746,6.713,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,8354.5002,24771.5448,21641.1284,98787.3579,65.6119
239,239,45,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,53413.1932,53413.1932,3.1948561928396684,27547.767,0,25053.4,0.0,3.920908944606843,3.920908944606843,0.0,3.920908944606843,3.920908944606843,2041.0,2041.0,4.2307,4.2307,6.6746,6.6746,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,8521.3089,24771.5448,25729.7845,112495.4785,59.6472
240,240,50,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,62907.1108,62907.1108,3.741992964466446,27547.767,0,25053.4,0.0,3.920908944606843,3.920908944606843,0.0,3.920908944606843,3.920908944606843,2041.0,2041.0,4.2307,4.2307,6.6746,6.6746,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,8521.3089,24771.5448,29789.5389,126049.1506,59.6472
241,241,55,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,72382.9334,72382.9334,4.289742566621172,27547.767,0,25053.4,0.0,3.939004266265353,3.939004266265353,0.0,3.920908944606843,3.920908944606843,2041.0,2042.0,4.2307,4.4223,6.6746,6.6439,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,8671.3621,24771.5448,33882.5695,139762.6345,54.2247
242,242,60,0,0,0,0,0,1,1,0,1,0,0,0,62907.1108,0,81886.0196,81886.0196,4.837505678849404,27547.767,0,25053.4,0.0,3.939004266265353,3.939004266265353,0.0,3.920908944606843,3.920908944606843,2041.0,2042.0,4.2307,4.4223,6.6746,6.6439,8521.3089,24771.5448,29789.5389,126049.1506,59.6472,8671.3621,24771.5448,37948.6711,153331.8223,54.2247
243,243,20,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,6421.0435,6421.0435,0.37381553194601874,38430.4551,0,33404.5333,0.0,4.9565133473941545,4.9565133473941545,0.0,5.186605867076422,5.186605867076422,2041.0,2036.0,4.2307,3.2802,6.9835,7.3077,11361.7452,35045.185,38907.3676,166738.701,89.4708,9969.5165,35045.185,6679.3218,58259.1603,144.0936
244,244,25,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,18857.8157,18857.8157,0.8792724621254501,38430.4551,0,33404.5333,0.0,5.021687433638471,5.021687433638471,0.0,5.186605867076422,5.186605867076422,2041.0,2037.0,4.2307,3.4691,6.9835,7.2129,11361.7452,35045.185,38907.3676,166738.701,89.4708,10310.1699,35045.185,11956.2878,76300.4524,130.9941
245,245,30,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,31296.2687,31296.2687,1.3873576549919162,38430.4551,0,33404.5333,0.0,5.075144445639279,5.075144445639279,0.0,5.186605867076422,5.186605867076422,2041.0,2038.0,4.2307,3.6589,6.9835,7.1369,11361.7452,35045.185,38907.3676,166738.701,89.4708,10616.2018,35045.185,17323.6804,94400.4214,119.0856
246,246,35,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,43769.7498,43769.7498,1.8972534817192162,38430.4551,0,33404.5333,0.0,5.119954882567288,5.119954882567288,0.0,5.186605867076422,5.186605867076422,2041.0,2039.0,4.2307,3.8488,6.9835,7.0744,11361.7452,35045.185,38907.3676,166738.701,89.4708,10891.3121,35045.185,22719.4985,112534.005,108.2596
247,247,40,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,56265.82,56265.82,2.408151628472708,38430.4551,0,33404.5333,0.0,5.156933015344399,5.156933015344399,0.0,5.186605867076422,5.186605867076422,2041.0,2040.0,4.2307,4.0396,6.9835,7.0237,11361.7452,35045.185,38907.3676,166738.701,89.4708,11139.3336,35045.185,28127.8538,130676.6103,98.4178
248,248,45,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,68776.3115,68776.3115,2.919486587017574,38430.4551,0,33404.5333,0.0,5.186605867076422,5.186605867076422,0.0,5.186605867076422,5.186605867076422,2041.0,2041.0,4.2307,4.2307,6.9835,6.9835,11361.7452,35045.185,38907.3676,166738.701,89.4708,11361.7452,35045.185,33537.0959,148809.8084,89.4708
249,249,50,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,81334.9324,81334.9324,3.4310828939453004,38430.4551,0,33404.5333,0.0,5.186605867076422,5.186605867076422,0.0,5.186605867076422,5.186605867076422,2041.0,2041.0,4.2307,4.2307,6.9835,6.9835,11361.7452,35045.185,38907.3676,166738.701,89.4708,11361.7452,35045.185,38907.3676,166738.701,89.4708
250,250,55,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,93868.4177,93868.4177,3.9432345696648166,38430.4551,0,33404.5333,0.0,5.210542485551013,5.210542485551013,0.0,5.186605867076422,5.186605867076422,2041.0,2042.0,4.2307,4.4223,6.9835,6.9514,11361.7452,35045.185,38907.3676,166738.701,89.4708,11561.8162,35045.185,44322.2378,184878.9937,81.3371
251,251,60,0,0,0,0,0,1,1,0,1,0,1,0,81334.9324,0,106439.1668,106439.1668,4.455416531871445,38430.4551,0,33404.5333,0.0,5.210542485551013,5.210542485551013,0.0,5.186605867076422,5.186605867076422,2041.0,2042.0,4.2307,4.4223,6.9835,6.9514,11361.7452,35045.185,38907.3676,166738.701,89.4708,11561.8162,35045.185,49700.9056,202828.4106,81.3371
252,252,20,0,0,0,0,0,1,1,0,0,1,0,0,58723.6784,0,4803.6104,4803.6104,0.3746954784898713,29026.2042,0,19727.3542,0.0,3.5796736956545754,3.5796736956545754,0.0,3.713967201812709,3.713967201812709,2042.0,2037.0,3.7055,2.9171,7.4246,7.7032,6876.4746,26053.0307,28138.5121,119845.9206,54.2247,6143.1258,26053.0307,4958.3309,42045.4272,87.3294
253,253,25,0,0,0,0,0,1,1,0,0,1,0,0,58723.6784,0,13771.3038,13771.3038,0.8649400785684689,29026.2042,0,19727.3542,0.0,3.617231448617073,3.617231448617073,0.0,3.713967201812709,3.713967201812709,2042.0,2038.0,3.7055,3.0744,7.4246,7.6232,6876.4746,26053.0307,28138.5121,119845.9206,54.2247,6322.503,26053.0307,8762.98,54989.208,79.3904
