,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
798,798,50,0,1,0,0,0,0,0,1,0,1,0,0,49180.0055,0,49180.0055,49180.0055,2.4429838980545457,33363.2503,0,9075.2625,0.0,3.3139288963789295,3.3139288963789295,0.0,3.3139288963789295,3.3139288963789295,2047.0,2047.0,2.3616,2.3616,9.5642,9.5642,3475.7587,30188.2419,24568.7924,107463.3024,50.5039,3475.7587,30188.2419,24568.7924,107463.3024,50.5039
799,799,55,0,1,0,0,0,0,0,1,0,1,0,0,49180.0055,0,57262.6762,57262.6762,2.8259518542901105,33363.2503,0,9075.2625,0.0,3.3196576998587317,3.3196576998587317,0.0,3.3139288963789295,3.3139288963789295,2047.0,2048.0,2.3616,2.4382,9.5642,9.5477,3475.7587,30188.2419,24568.7924,107463.3024,50.5039,3503.0666,30188.2419,28047.1584,119047.0557,45.9126
800,800,60,0,1,0,0,0,0,0,1,0,1,0,0,49180.0055,0,65354.4062,65354.4062,3.208818111591495,33363.2503,0,9075.2625,0.0,3.3196576998587317,3.3196576998587317,0.0,3.3139288963789295,3.3139288963789295,2047.0,2048.0,2.3616,2.4382,9.5642,9.5477,3475.7587,30188.2419,24568.7924,107463.3024,50.5039,3503.0666,30188.2419,31513.3949,130605.0223,45.9126
801,801,20,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,805.6579,805.6579,0.14280230360014837,44245.9383,0,17426.3958,0.0,4.454772981903689,4.454772981903689,0.0,4.582940056653207,4.582940056653207,2045.0,2039.0,3.0068,2.3463,9.0887,9.3501,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,5837.0057,40461.8821,4972.4089,52221.3007,144.3462
802,802,25,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,11958.3773,11958.3773,0.5346365650346508,44245.9383,0,17426.3958,0.0,4.486723121498375,4.486723121498375,0.0,4.582940056653207,4.582940056653207,2045.0,2040.0,3.0068,2.4569,9.0887,9.2835,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,5962.9052,40461.8821,9674.0874,68188.4757,131.2238
803,803,30,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,23071.148,23071.148,0.9273436299504365,44245.9383,0,17426.3958,0.0,4.513293551693883,4.513293551693883,0.0,4.582940056653207,4.582940056653207,2045.0,2041.0,3.0068,2.5671,9.0887,9.2289,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6075.7291,40461.8821,14451.03,84179.0835,119.2943
804,804,35,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,34185.422,34185.422,1.3205978453547618,44245.9383,0,17426.3958,0.0,4.535431292193078,4.535431292193078,0.0,4.582940056653207,4.582940056653207,2045.0,2042.0,3.0068,2.6774,9.0887,9.1839,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6177.1536,40461.8821,19248.608,100181.5151,108.4494
805,805,40,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,45309.2106,45309.2106,1.7142000471927845,44245.9383,0,17426.3958,0.0,4.553963475530112,4.553963475530112,0.0,4.582940056653207,4.582940056653207,2045.0,2043.0,3.0068,2.7874,9.0887,9.1465,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6268.3619,40461.8821,24050.7517,116188.7967,98.5904
806,806,45,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,56441.48,56441.48,2.1080369692188876,44245.9383,0,17426.3958,0.0,4.5696862625232315,4.5696862625232315,0.0,4.582940056653207,4.582940056653207,2045.0,2044.0,3.0068,2.8975,9.0887,9.1151,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6350.6444,40461.8821,28853.9119,132197.5459,89.6276
807,807,50,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,67580.1323,67580.1323,2.5020142895590634,44245.9383,0,17426.3958,0.0,4.582940056653207,4.582940056653207,0.0,4.582940056653207,4.582940056653207,2045.0,2045.0,3.0068,3.0068,9.0887,9.0887,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6424.5026,40461.8821,33656.3699,148204.3666,81.4796
808,808,55,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,78738.5733,78738.5733,2.8958641584131337,44245.9383,0,17426.3958,0.0,4.582940056653207,4.582940056653207,0.0,4.582940056653207,4.582940056653207,2045.0,2045.0,3.0068,3.0068,9.0887,9.0887,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6424.5026,40461.8821,38433.8823,164140.32,81.4796
809,809,60,0,1,0,0,0,0,0,1,0,1,1,0,67580.1323,0,89884.9648,89884.9648,3.290037987190463,44245.9383,0,17426.3958,0.0,4.5938470366273885,4.5938470366273885,0.0,4.582940056653207,4.582940056653207,2045.0,2046.0,3.0068,3.116,9.0887,9.0672,6424.5026,40461.8821,33656.3699,148204.3666,81.4796,6490.9819,40461.8821,43236.5523,180148.4535,74.0724
810,810,20,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,5341.2114,5341.2114,0.6382446712464531,15160.3443,0,11376.2208,0.0,2.314261742880957,2.314261742880957,0.0,2.4105035756458597,2.4105035756458597,2043.0,2037.0,3.4532,2.6152,5.9748,6.2233,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,3565.5833,14454.8211,3884.6153,27289.8959,43.6647
811,811,25,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,11128.3447,11128.3447,1.213232606205656,15160.3443,0,11376.2208,0.0,2.3586213143352586,2.3586213143352586,0.0,2.4105035756458597,2.4105035756458597,2043.0,2039.0,3.4532,2.8942,5.9748,6.1062,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,3760.8872,14454.8211,6408.9326,35789.0722,36.0865
812,812,30,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,16955.1163,16955.1163,1.789938083484202,15160.3443,0,11376.2208,0.0,2.375581510845585,2.375581510845585,0.0,2.4105035756458597,2.4105035756458597,2043.0,2040.0,3.4532,3.0341,5.9748,6.0627,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,3844.1907,14454.8211,8918.4387,44205.3727,32.8059
813,813,35,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,22789.7288,22789.7288,2.3677075725460957,15160.3443,0,11376.2208,0.0,2.389501857943716,2.389501857943716,0.0,2.4105035756458597,2.4105035756458597,2043.0,2041.0,3.4532,3.1738,5.9748,6.0273,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,3918.8672,14454.8211,11435.4841,52628.7249,29.8236
814,814,40,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,28632.0818,28632.0818,2.9461289001604385,15160.3443,0,11376.2208,0.0,2.4009657797242574,2.4009657797242574,0.0,2.4105035756458597,2.4105035756458597,2043.0,2042.0,3.4532,3.3136,5.9748,5.9986,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,3986.0206,14454.8211,13954.2115,61054.2473,27.1124
815,815,45,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,34480.1675,34480.1675,3.524984569188493,15160.3443,0,11376.2208,0.0,2.4105035756458597,2.4105035756458597,0.0,2.4105035756458597,2.4105035756458597,2043.0,2043.0,3.4532,3.4532,5.9748,5.9748,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,4046.4298,14454.8211,16473.4845,69479.5504,24.6476
816,816,50,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,40342.119,40342.119,4.104094231907224,15160.3443,0,11376.2208,0.0,2.4105035756458597,2.4105035756458597,0.0,2.4105035756458597,2.4105035756458597,2043.0,2043.0,3.4532,3.4532,5.9748,5.9748,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,4046.4298,14454.8211,18982.5631,77850.5806,24.6476
817,817,55,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,46198.4698,46198.4698,4.68369246369275,15160.3443,0,11376.2208,0.0,2.418633564864154,2.418633564864154,0.0,2.4105035756458597,2.4105035756458597,2043.0,2044.0,3.4532,3.5926,5.9748,5.9547,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,4100.9481,14454.8211,21504.3048,86280.9507,22.4069
818,818,60,0,1,0,0,0,1,0,0,0,0,0,0,40342.119,0,52057.2193,52057.2193,5.263423523045898,15160.3443,0,11376.2208,0.0,2.425520995281264,2.425520995281264,0.0,2.4105035756458597,2.4105035756458597,2043.0,2045.0,3.4532,3.7313,5.9748,5.9378,4046.4298,14454.8211,18982.5631,77850.5806,24.6476,4149.9015,14454.8211,24025.5678,94707.8796,20.3699
819,819,20,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,5468.2679,5468.2679,0.4294947648777579,26043.0323,0,19727.3542,0.0,3.539713318198568,3.539713318198568,0.0,3.6725039990099164,3.6725039990099164,2042.0,2037.0,3.7055,2.9171,6.6616,6.9115,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6143.1258,24728.4613,5152.2786,41579.4631,87.3294
820,820,25,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,14315.3624,14315.3624,0.9402050935167537,26043.0323,0,19727.3542,0.0,3.576845683797664,3.576845683797664,0.0,3.6725039990099164,3.6725039990099164,2042.0,2038.0,3.7055,3.0744,6.6616,6.8397,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6322.503,24728.4613,8934.0291,54379.7463,79.3904
821,821,30,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,23175.993,23175.993,1.4530335404249988,26043.0323,0,19727.3542,0.0,3.6080532750678596,3.6080532750678596,0.0,3.6725039990099164,3.6725039990099164,2042.0,2039.0,3.7055,3.2317,6.6616,6.7806,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6483.7153,24728.4613,12754.6204,67214.963,72.1731
822,822,35,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,32052.4831,32052.4831,1.967153569554801,26043.0323,0,19727.3542,0.0,3.6340373129985952,3.6340373129985952,0.0,3.6725039990099164,3.6725039990099164,2042.0,2040.0,3.7055,3.3896,6.6616,6.7321,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6629.0241,24728.4613,16591.2904,80066.8707,65.6119
823,823,40,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,40942.7263,40942.7263,2.481971376000315,26043.0323,0,19727.3542,0.0,3.655198780413294,3.655198780413294,0.0,3.6725039990099164,3.6725039990099164,2042.0,2041.0,3.7055,3.5475,6.6616,6.6931,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6759.3035,24728.4613,20431.4618,92921.6002,59.6472
824,824,45,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,49842.6366,49842.6366,2.9971927899035973,26043.0323,0,19727.3542,0.0,3.6725039990099164,3.6725039990099164,0.0,3.6725039990099164,3.6725039990099164,2042.0,2042.0,3.7055,3.7055,6.6616,6.6616,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6876.4746,24728.4613,24271.9467,105773.7439,54.2247
825,825,50,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,58767.7653,58767.7653,3.5125528906636085,26043.0323,0,19727.3542,0.0,3.6725039990099164,3.6725039990099164,0.0,3.6725039990099164,3.6725039990099164,2042.0,2042.0,3.7055,3.7055,6.6616,6.6616,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6876.4746,24728.4613,28090.6426,118517.5685,54.2247
826,826,55,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,67682.0342,67682.0342,4.028506258551008,26043.0323,0,19727.3542,0.0,3.6868473431561566,3.6868473431561566,0.0,3.6725039990099164,3.6725039990099164,2042.0,2043.0,3.7055,3.8634,6.6616,6.6357,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,6981.8935,24728.4613,31934.8685,131376.5527,49.2952
827,827,60,0,1,0,0,0,1,0,0,0,0,1,0,58767.7653,0,76601.8962,76601.8962,4.544622241982284,26043.0323,0,19727.3542,0.0,3.69910883818213,3.69910883818213,0.0,3.6725039990099164,3.6725039990099164,2042.0,2044.0,3.7055,4.0211,6.6616,6.6137,6876.4746,24728.4613,28090.6426,118517.5685,54.2247,7077.0482,24728.4613,35777.5226,144229.7421,44.8138
828,828,20,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,2140.9209,2140.9209,0.21732953217493892,32399.0126,0,19727.3542,0.0,3.5796736956545754,3.5796736956545754,0.0,3.713967201812709,3.713967201812709,2042.0,2037.0,3.7055,2.9171,8.2874,8.5983,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6143.1258,29397.0259,4247.9154,42045.4272,116.4392
829,829,25,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,11128.8378,11128.8378,0.6518973082117138,32399.0126,0,19727.3542,0.0,3.617231448617073,3.617231448617073,0.0,3.713967201812709,3.713967201812709,2042.0,2038.0,3.7055,3.0744,8.2874,8.509,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6322.503,29397.0259,8034.9874,54989.208,105.8539
830,830,30,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,20096.4108,20096.4108,1.0882520290028184,32399.0126,0,19727.3542,0.0,3.6487956216134867,3.6487956216134867,0.0,3.713967201812709,3.713967201812709,2042.0,2039.0,3.7055,3.2317,8.2874,8.4354,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6483.7153,29397.0259,11894.9341,67968.3169,96.2308
831,831,35,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,29074.3893,29074.3893,1.5256916560246585,32399.0126,0,19727.3542,0.0,3.675073915242714,3.675073915242714,0.0,3.713967201812709,3.713967201812709,2042.0,2040.0,3.7055,3.3896,8.2874,8.3751,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6629.0241,29397.0259,15776.3683,80964.2901,87.4825
832,832,40,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,38063.1286,38063.1286,1.9637117347577473,32399.0126,0,19727.3542,0.0,3.696471506145997,3.696471506145997,0.0,3.713967201812709,3.713967201812709,2042.0,2041.0,3.7055,3.5475,8.2874,8.3266,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6759.3035,29397.0259,19664.1053,93963.0929,79.5296
833,833,45,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,47060.2185,47060.2185,2.402063553952461,32399.0126,0,19727.3542,0.0,3.713967201812709,3.713967201812709,0.0,3.713967201812709,3.713967201812709,2042.0,2042.0,3.7055,3.7055,8.2874,8.2874,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6876.4746,29397.0259,23553.2438,106959.2625,72.2996
834,834,50,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,56085.8899,56085.8899,2.8404299902402688,32399.0126,0,19727.3542,0.0,3.713967201812709,3.713967201812709,0.0,3.713967201812709,3.713967201812709,2042.0,2042.0,3.7055,3.7055,8.2874,8.2874,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6876.4746,29397.0259,27414.2305,119845.9206,72.2996
835,835,55,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,65098.3519,65098.3519,3.2793941614824513,32399.0126,0,19727.3542,0.0,3.7284672486184482,3.7284672486184482,0.0,3.713967201812709,3.713967201812709,2042.0,2043.0,3.7055,3.8634,8.2874,8.2552,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,6981.8935,29397.0259,31305.9982,132848.9965,65.7269
836,836,60,0,1,0,0,0,1,0,0,1,0,0,0,56085.8899,0,74116.6636,74116.6636,3.7184880940147655,32399.0126,0,19727.3542,0.0,3.7408634666598894,3.7408634666598894,0.0,3.713967201812709,3.713967201812709,2042.0,2044.0,3.7055,4.0211,8.2874,8.2278,6876.4746,29397.0259,27414.2305,119845.9206,72.2996,7077.0482,29397.0259,35195.7309,145846.2204,59.7517
837,837,20,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,2359.8004,2359.8004,0.19592943840529212,43281.7006,0,28078.4875,0.0,4.743743844225484,4.743743844225484,0.0,4.985505421098369,4.985505421098369,2042.0,2036.0,3.8928,2.896,8.1794,8.5963,9766.9287,39670.6661,36536.9564,160582.0507,99.412,8435.7797,39670.6661,5412.9163,56055.2769,176.1143
838,838,25,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,14291.7947,14291.7947,0.6273247044348695,43281.7006,0,28078.4875,0.0,4.855728236412338,4.855728236412338,0.0,4.985505421098369,4.985505421098369,2042.0,2038.0,3.8928,3.2271,8.1794,8.398,9766.9287,39670.6661,36536.9564,160582.0507,99.412,8976.5535,39670.6661,10594.8036,73679.367,145.549
839,839,30,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,26303.0792,26303.0792,1.0602616749282634,43281.7006,0,28078.4875,0.0,4.89822758234609,4.89822758234609,0.0,4.985505421098369,4.985505421098369,2042.0,2039.0,3.8928,3.3929,8.1794,8.3251,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9206.5433,39670.6661,15758.5618,91071.1676,132.3173
840,840,35,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,38325.5857,38325.5857,1.494299103096134,43281.7006,0,28078.4875,0.0,4.933529717395726,4.933529717395726,0.0,4.985505421098369,4.985505421098369,2042.0,2040.0,3.8928,3.5594,8.1794,8.2656,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9413.8575,39670.6661,20954.754,108485.1518,120.2885
841,841,40,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,50363.1063,50363.1063,1.9289265012259946,43281.7006,0,28078.4875,0.0,4.962168428615577,4.962168428615577,0.0,4.985505421098369,4.985505421098369,2042.0,2041.0,3.8928,3.726,8.1794,8.2179,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9599.7398,39670.6661,26159.337,125902.2023,109.3532
842,842,45,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,62446.7948,62446.7948,2.3636742270939815,43281.7006,0,28078.4875,0.0,4.962168428615577,4.962168428615577,0.0,4.985505421098369,4.985505421098369,2042.0,2041.0,3.8928,3.726,8.1794,8.2179,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9599.7398,39670.6661,31322.5255,143149.0794,109.3532
843,843,50,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,74508.0876,74508.0876,2.7991491015412673,43281.7006,0,28078.4875,0.0,4.985505421098369,4.985505421098369,0.0,4.985505421098369,4.985505421098369,2042.0,2042.0,3.8928,3.8928,8.1794,8.1794,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9766.9287,39670.6661,36536.9564,160582.0507,99.412
844,844,55,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,86577.8697,86577.8697,3.2347442875080246,43281.7006,0,28078.4875,0.0,5.004811016128746,5.004811016128746,0.0,4.985505421098369,4.985505421098369,2042.0,2043.0,3.8928,4.0594,8.1794,8.1479,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9917.3572,39670.6661,41747.6709,178003.9384,90.3745
845,845,60,0,1,0,0,0,1,0,0,1,0,1,0,74508.0876,0,98679.7393,98679.7393,3.6703757504873775,43281.7006,0,28078.4875,0.0,5.004811016128746,5.004811016128746,0.0,4.985505421098369,4.985505421098369,2042.0,2043.0,3.8928,4.0594,8.1794,8.1479,9766.9287,39670.6661,36536.9564,160582.0507,99.412,9917.3572,39670.6661,46927.7371,195285.8742,90.3745
846,846,20,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,730.5782,730.5782,0.1467065190637742,33877.4497,0,14401.3083,0.0,3.3978152393901295,3.3978152393901295,0.0,3.515037227932572,3.515037227932572,2044.0,2038.0,3.1366,2.4144,9.156,9.4718,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,4682.8547,30678.5118,3770.2311,39968.0297,105.8539
847,847,25,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,9240.299,9240.299,0.5431508834355991,33877.4497,0,14401.3083,0.0,3.45167061729404,3.45167061729404,0.0,3.515037227932572,3.515037227932572,2044.0,2040.0,3.1366,2.6555,9.156,9.3241,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,4903.5479,30678.5118,7423.027,52332.8682,87.4825
848,848,30,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,17767.6824,17767.6824,0.9403747780874063,33877.4497,0,14401.3083,0.0,3.47203406768515,3.47203406768515,0.0,3.515037227932572,3.515037227932572,2044.0,2041.0,3.1366,2.7759,9.156,9.2694,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,4997.2982,30678.5118,11082.0755,64605.0974,79.5296
849,849,35,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,26294.8205,26294.8205,1.3381665184893172,33877.4497,0,14401.3083,0.0,3.488930137360063,3.488930137360063,0.0,3.515037227932572,3.515037227932572,2044.0,2042.0,3.1366,2.8963,9.156,9.2245,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,5081.5871,30678.5118,14758.7902,76886.0092,72.2996
850,850,40,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,34826.9751,34826.9751,1.7363281789472398,33877.4497,0,14401.3083,0.0,3.503043478319131,3.503043478319131,0.0,3.515037227932572,3.515037227932572,2044.0,2043.0,3.1366,3.0165,9.156,9.1873,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,5157.3959,30678.5118,18441.8371,89170.4468,65.7269
851,851,45,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,43366.2019,43366.2019,2.1347520951884387,33877.4497,0,14401.3083,0.0,3.515037227932572,3.515037227932572,0.0,3.515037227932572,3.515037227932572,2044.0,2044.0,3.1366,3.1366,9.156,9.156,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,5225.7963,30678.5118,22125.8576,101456.1194,59.7517
852,852,50,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,51927.7747,51927.7747,2.533188447067904,33877.4497,0,14401.3083,0.0,3.515037227932572,3.515037227932572,0.0,3.515037227932572,3.515037227932572,2044.0,2044.0,3.1366,3.1366,9.156,9.156,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,5225.7963,30678.5118,25787.9137,113679.7482,59.7517
853,853,55,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,60476.2137,60476.2137,2.931990858444802,33877.4497,0,14401.3083,0.0,3.5251654191992867,3.5251654191992867,0.0,3.515037227932572,3.515037227932572,2044.0,2045.0,3.1366,3.2561,9.156,9.1297,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,5287.2021,30678.5118,29474.3339,125970.5812,54.3198
854,854,60,0,1,0,0,0,1,0,0,0,1,0,0,51927.7747,0,69039.2785,69039.2785,3.330639886071925,33877.4497,0,14401.3083,0.0,3.5251654191992867,3.5251654191992867,0.0,3.515037227932572,3.515037227932572,2044.0,2045.0,3.1366,3.2561,9.156,9.1297,5225.7963,30678.5118,25787.9137,113679.7482,59.7517,5287.2021,30678.5118,33141.4225,138200.7348,54.3198
855,855,20,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,895.4779,895.4779,0.14334843300632308,44760.1377,0,22752.4417,0.0,4.5885631083059035,4.5885631083059035,0.0,4.779387245829427,4.779387245829427,2043.0,2037.0,3.4532,2.6152,8.8202,9.187,8092.8595,40952.152,34885.2377,154371.6732,90.3745,7131.1667,40952.152,4974.9271,54113.8277,160.104
856,856,25,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,12415.0744,12415.0744,0.5460219053371652,44760.1377,0,22752.4417,0.0,4.676500282124888,4.676500282124888,0.0,4.779387245829427,4.779387245829427,2043.0,2039.0,3.4532,2.8942,8.8202,9.0142,8092.8595,40952.152,34885.2377,154371.6732,90.3745,7521.7745,40952.152,9945.6147,70966.9329,132.3173
857,857,30,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,23982.6523,23982.6523,0.9497692858243701,44760.1377,0,22752.4417,0.0,4.710126419447049,4.710126419447049,0.0,4.779387245829427,4.779387245829427,2043.0,2040.0,3.4532,3.0341,8.8202,8.9498,8092.8595,40952.152,34885.2377,154371.6732,90.3745,7688.3813,40952.152,14912.2995,87655.7736,120.2885
858,858,35,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,35553.2539,35553.2539,1.3542534609019041,44760.1377,0,22752.4417,0.0,4.737730990154728,4.737730990154728,0.0,4.779387245829427,4.779387245829427,2043.0,2041.0,3.4532,3.1738,8.8202,8.8977,8092.8595,40952.152,34885.2377,154371.6732,90.3745,7837.7345,40952.152,19906.1338,104358.6274,109.3532
859,859,40,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,47133.0235,47133.0235,1.7591864755090072,44760.1377,0,22752.4417,0.0,4.760468356645721,4.760468356645721,0.0,4.779387245829427,4.779387245829427,2043.0,2042.0,3.4532,3.3136,8.8202,8.8552,8092.8595,40952.152,34885.2377,154371.6732,90.3745,7972.0411,40952.152,24909.181,121065.8097,99.412
860,860,45,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,58723.5209,58723.5209,2.1644164504351986,44760.1377,0,22752.4417,0.0,4.779387245829427,4.779387245829427,0.0,4.779387245829427,4.779387245829427,2043.0,2043.0,3.4532,3.4532,8.8202,8.8202,8092.8595,40952.152,34885.2377,154371.6732,90.3745,8092.8595,40952.152,29913.6616,137772.5685,90.3745
861,861,50,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,70351.0495,70351.0495,2.5697471948309274,44760.1377,0,22752.4417,0.0,4.779387245829427,4.779387245829427,0.0,4.779387245829427,4.779387245829427,2043.0,2043.0,3.4532,3.4532,8.8202,8.8202,8092.8595,40952.152,34885.2377,154371.6732,90.3745,8092.8595,40952.152,34885.2377,154371.6732,90.3745
862,862,55,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,81958.5052,81958.5052,2.9754900237688746,44760.1377,0,22752.4417,0.0,4.795512501250548,4.795512501250548,0.0,4.779387245829427,4.779387245829427,2043.0,2044.0,3.4532,3.5926,8.8202,8.7905,8092.8595,40952.152,34885.2377,154371.6732,90.3745,8201.8963,40952.152,39893.7622,171088.4744,82.1586
863,863,60,0,1,0,0,0,1,0,0,0,1,1,0,70351.0495,0,93570.5733,93570.5733,3.3813195421551017,44760.1377,0,22752.4417,0.0,4.809172204098427,4.809172204098427,0.0,4.779387245829427,4.779387245829427,2043.0,2045.0,3.4532,3.7313,8.8202,8.7656,8092.8595,40952.152,34885.2377,154371.6732,90.3745,8299.8031,40952.152,44901.2245,187798.4427,74.6897
864,864,20,0,1,0,0,0,1,1,0,0,0,0,0,64057.1899,0,10161.5064,10161.5064,0.8694299411417499,20109.475,0,19727.3542,0.0,3.5796736956545754,3.5796736956545754,0.0,3.713967201812709,3.713967201812709,2042.0,2037.0,3.7055,2.9171,5.1438,5.3368,6876.4746,19173.6321,29702.4742,119845.9206,36.1498,6143.1258,19173.6321,6508.9433,42045.4272,58.2196
865,865,25,0,1,0,0,0,1,1,0,0,0,0,0,64057.1899,0,19097.0616,19097.0616,1.5354201476475564,20109.475,0,19727.3542,0.0,3.617231448617073,3.617231448617073,0.0,3.713967201812709,3.713967201812709,2042.0,2038.0,3.7055,3.0744,5.1438,5.2814,6876.4746,19173.6321,29702.4742,119845.9206,36.1498,6322.503,19173.6321,10343.0843,54989.208,52.9269
