,ID,E_Brent,NE_C1,M1_C1,M2_C1,SW_C1,costo_gel,reg_f,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
101,101,50,1,1,0,0,3,0,0,5247.5613,0,5268.861,5268.861,6.38639478667452,2498.2384,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,2.5157,2.5157,35.9926,1190.9884,2328.2068,8802.749,0,35.9926,1190.9884,2337.3352,8833.1772,0
102,102,55,1,1,0,0,3,0,0,5247.5613,0,5933.7238,5933.7238,7.183879252627002,2498.2384,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,2.5157,2.5157,35.9926,1190.9884,2328.2068,8802.749,0,35.9926,1190.9884,2622.2764,9782.9812,0
103,103,60,1,1,0,0,3,0,0,5247.5613,0,6598.5866,6598.5866,7.981363718579492,2498.2384,0,90.2453,0.0,0.47170544321932883,0.47170544321932883,0.0,0.47170544321932883,0.47170544321932883,2056.0,2056.0,0.18,0.18,2.5157,2.5157,35.9926,1190.9884,2328.2068,8802.749,0,35.9926,1190.9884,2907.2176,10732.7852,0
104,104,25,1,1,0,1,3,0,0,6003.0095,0,2237.3657,2237.3657,2.505328413196453,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,1044.6145,4633.2323,0
105,105,30,1,1,0,1,3,0,0,6003.0095,0,2994.7544,2994.7544,3.331270287423776,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,1369.2096,5715.2162,0
106,106,35,1,1,0,1,3,0,0,6003.0095,0,3752.1431,3752.1431,4.157212161651098,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,1693.8048,6797.2,0
107,107,40,1,1,0,1,3,0,0,6003.0095,0,4509.5318,4509.5318,4.98315403587842,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,2018.4,7879.1839,0
108,108,45,1,1,0,1,3,0,0,6003.0095,0,5266.9205,5266.9205,5.8090959101057456,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,2342.9951,8961.1677,0
109,109,50,1,1,0,1,3,0,0,6003.0095,0,6024.3092,6024.3092,6.635037784333069,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,2667.5903,10043.1516,0
110,110,55,1,1,0,1,3,0,0,6003.0095,0,6781.6979,6781.6979,7.460979658560391,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,2992.1854,11125.1354,0
111,111,60,1,1,0,1,3,0,0,6003.0095,0,7539.0866,7539.0866,8.286921532787717,2748.0622,0,102.9089,0.0,0.5357759734134955,0.5357759734134955,0.0,0.5357759734134955,0.5357759734134955,2056.0,2056.0,0.18,0.18,2.4269,2.4269,41.1648,1310.0873,2658.4618,10012.7234,0,41.1648,1310.0873,3316.7806,12207.1193,0
112,112,25,1,1,1,0,3,0,0,10010.1749,0,3859.7564,3859.7564,2.955400518736428,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,1773.237,7605.601,0
113,113,30,1,1,1,0,3,0,0,10010.1749,0,5097.8775,5097.8775,3.883388143558069,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,2303.8603,9374.3454,0
114,114,35,1,1,1,0,3,0,0,10010.1749,0,6335.9986,6335.9986,4.811375768379714,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,2834.4836,11143.0898,0
115,115,40,1,1,1,0,3,0,0,10010.1749,0,7574.1197,7574.1197,5.739363393201353,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,3365.1069,12911.8342,0
116,116,45,1,1,1,0,3,0,0,10010.1749,0,8812.2408,8812.2408,6.667351018022998,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,3895.7303,14680.5786,0
117,117,50,1,1,1,0,3,0,0,10010.1749,0,10050.3619,10050.3619,7.595338642844637,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,4426.3536,16449.323,0
118,118,55,1,1,1,0,3,0,0,10010.1749,0,11288.483,11288.483,8.523326267666281,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,4956.9769,18218.0675,0
119,119,60,1,1,1,0,3,0,0,10010.1749,0,12526.604,12526.604,9.451313892487923,3997.1814,0,166.2265,0.0,0.868664162900579,0.868664162900579,0.0,0.868664162900579,0.868664162900579,2056.0,2056.0,0.18,0.18,2.1857,2.1857,67.0261,1905.5815,4409.1306,16391.9131,0,67.0261,1905.5815,5487.6002,19986.8119,0
120,120,25,1,1,1,1,3,0,0,10765.4432,0,4152.3951,4152.3951,2.991504895711936,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,1905.4023,8154.6761,0
121,121,30,1,1,1,1,3,0,0,10765.4432,0,5483.0421,5483.0421,3.9302329298840037,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,2475.6795,10055.6004,0
122,122,35,1,1,1,1,3,0,0,10765.4432,0,6813.6891,6813.6891,4.8689609640560745,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,3045.9568,11956.5246,0
123,123,40,1,1,1,1,3,0,0,10765.4432,0,8144.3361,8144.3361,5.8076889982281354,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,3616.2341,13857.4489,0
124,124,45,1,1,1,1,3,0,0,10765.4432,0,9474.9831,9474.9831,6.746417032400203,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,4186.5114,15758.3732,0
125,125,50,1,1,1,1,3,0,0,10765.4432,0,10805.6301,10805.6301,7.685145066572269,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,4756.7887,17659.2974,0
126,126,55,1,1,1,1,3,0,0,10765.4432,0,12136.2771,12136.2771,8.623873100744333,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,5327.066,19560.2217,0
127,127,60,1,1,1,1,3,0,0,10765.4432,0,13466.9241,13466.9241,9.5626011349164,4247.0053,0,178.8901,0.0,0.9327346930947454,0.9327346930947454,0.0,0.9327346930947454,0.9327346930947454,2056.0,2056.0,0.18,0.18,2.158,2.158,72.1984,2024.6803,4739.5657,17601.8875,0,72.1984,2024.6803,5897.3432,21461.146,0
128,128,25,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,30,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,35,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,40,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,45,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,50,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,55,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,60,0,0,0,0,4.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,25,0,0,0,1,4.2,0,0,750.3786,0,287.7491,287.7491,3.319921732086741,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,130.561,549.0751,0
137,137,30,0,0,0,1,4.2,0,0,750.3786,0,380.275,380.275,4.36896821056598,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,170.2149,681.255,0
138,138,35,0,0,0,1,4.2,0,0,750.3786,0,472.8009,472.8009,5.418014689045218,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,209.8689,813.4348,0
139,139,40,0,0,0,1,4.2,0,0,750.3786,0,565.3268,565.3268,6.4670611675244585,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,249.5229,945.6147,0
140,140,45,0,0,0,1,4.2,0,0,750.3786,0,657.8527,657.8527,7.5161076460037,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,289.1768,1077.7945,0
141,141,50,0,0,0,1,4.2,0,0,750.3786,0,750.3786,750.3786,8.565154124482937,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,328.8308,1209.9744,0
142,142,55,0,0,0,1,4.2,0,0,750.3786,0,842.9045,842.9045,9.614200602962176,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,368.4847,1342.1543,0
143,143,60,0,0,0,1,4.2,0,0,750.3786,0,935.4304,935.4304,10.663247081441419,263.4455,0,12.6635,0.0,0.06407053019416667,0.06407053019416667,0.0,0.06407053019416667,0.06407053019416667,2056.0,2056.0,0.18,0.18,1.8914,1.8914,5.1723,125.5927,328.8308,1209.9744,0,5.1723,125.5927,408.1387,1474.3341,0
144,144,25,0,0,1,0,4.2,0,0,4732.7942,0,1885.39,1885.39,3.6297796702342784,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,851.4639,3521.4438,0
145,145,30,0,0,1,0,4.2,0,0,4732.7942,0,2458.6483,2458.6483,4.715907540208601,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,1097.146,4340.3842,0
146,146,35,0,0,1,0,4.2,0,0,4732.7942,0,3031.9066,3031.9066,5.802035410182928,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,1342.8281,5159.3246,0
147,147,40,0,0,1,0,4.2,0,0,4732.7942,0,3605.1649,3605.1649,6.888163280157253,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,1588.5102,5978.265,0
148,148,45,0,0,1,0,4.2,0,0,4732.7942,0,4178.4232,4178.4232,7.974291150131575,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,1834.1924,6797.2054,0
149,149,50,0,0,1,0,4.2,0,0,4732.7942,0,4751.6815,4751.6815,9.060419020105897,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,2079.8745,7616.1458,0
150,150,55,0,0,1,0,4.2,0,0,4732.7942,0,5324.9397,5324.9397,10.146546890080222,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,2325.5566,8435.0863,0
151,151,60,0,0,1,0,4.2,0,0,4732.7942,0,5898.198,5898.198,11.232674760054547,1580.6732,0,75.9812,0.0,0.39695871968124996,0.39695871968124996,0.0,0.39695871968124996,0.39695871968124996,2056.0,2056.0,0.18,0.18,1.8914,1.8914,31.0335,753.5564,2071.78,7589.1641,0,31.0335,753.5564,2571.2387,9254.0267,0
152,152,25,0,0,1,1,4.2,0,0,5483.1729,0,2173.1392,2173.1392,3.5894926161542378,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,982.0249,4070.5189,0
153,153,30,0,0,1,1,4.2,0,0,5483.1729,0,2838.9233,2838.9233,4.671540705174743,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,1267.3609,5021.6392,0
154,154,35,0,0,1,1,4.2,0,0,5483.1729,0,3504.7075,3504.7075,5.753588794195246,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,1552.697,5972.7594,0
155,155,40,0,0,1,1,4.2,0,0,5483.1729,0,4170.4917,4170.4917,6.835636883215753,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,1838.0331,6923.8797,0
156,156,45,0,0,1,1,4.2,0,0,5483.1729,0,4836.2759,4836.2759,7.917684972236263,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,2123.3692,7875,0
157,157,50,0,0,1,1,4.2,0,0,5483.1729,0,5502.0601,5502.0601,8.999733061256768,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,2408.7053,8826.1203,0
158,158,55,0,0,1,1,4.2,0,0,5483.1729,0,6167.8443,6167.8443,10.081781150277273,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,2694.0413,9777.2405,0
159,159,60,0,0,1,1,4.2,0,0,5483.1729,0,6833.6285,6833.6285,11.163829239297787,1844.1187,0,88.6447,0.0,0.4610292498754166,0.4610292498754166,0.0,0.4610292498754166,0.4610292498754166,2056.0,2056.0,0.18,0.18,1.8914,1.8914,36.2058,879.1491,2400.6107,8799.1385,0,36.2058,879.1491,2979.3774,10728.3608,0
160,160,25,0,1,0,0,4.2,0,0,3620.6058,0,1266.7263,1266.7263,1.8705997052493843,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,613.2264,2910.3426,0
161,161,30,0,1,0,0,4.2,0,0,3620.6058,0,1740.503,1740.503,2.5440562833215528,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,816.2736,3587.1665,0
162,162,35,0,1,0,0,4.2,0,0,3620.6058,0,2214.2797,2214.2797,3.2175128613937214,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,1019.3207,4263.9903,0
163,163,40,0,1,0,0,4.2,0,0,3620.6058,0,2688.0564,2688.0564,3.890969439465889,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,1222.3679,4940.8142,0
164,164,45,0,1,0,0,4.2,0,0,3620.6058,0,3161.8331,3161.8331,4.564426017538058,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,1425.4151,5617.638,0
165,165,50,0,1,0,0,4.2,0,0,3620.6058,0,3635.6098,3635.6098,5.237882595610227,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,1628.4622,6294.4619,0
166,166,55,0,1,0,0,4.2,0,0,3620.6058,0,4109.3865,4109.3865,5.9113391736823955,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,1831.5094,6971.2858,0
167,167,60,0,1,0,0,4.2,0,0,3620.6058,0,4583.1632,4583.1632,6.584795751754562,2107.5643,0,64.9183,0.0,0.3393858699922456,0.3393858699922456,0.0,0.3393858699922456,0.3393858699922456,2056.0,2056.0,0.18,0.18,2.9497,2.9497,25.6481,1004.7418,1622.0319,6273.0277,0,25.6481,1004.7418,2034.5565,7648.1096,0
168,168,25,0,1,0,1,4.2,0,0,4371.4935,0,1554.9845,1554.9845,2.0338609221403194,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,743.2784,3459.4177,0
169,169,30,0,1,0,1,4.2,0,0,4371.4935,0,2121.2871,2121.2871,2.7497934152827193,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,985.9795,4268.4214,0
170,170,35,0,1,0,1,4.2,0,0,4371.4935,0,2687.5897,2687.5897,3.4657259084251213,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,1228.6806,5077.4252,0
171,171,40,0,1,0,1,4.2,0,0,4371.4935,0,3253.8923,3253.8923,4.181658401567523,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,1471.3817,5886.4289,0
172,172,45,0,1,0,1,4.2,0,0,4371.4935,0,3820.1949,3820.1949,4.897590894709921,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,1714.0828,6695.4326,0
173,173,50,0,1,0,1,4.2,0,0,4371.4935,0,4386.4975,4386.4975,5.613523387852324,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,1956.784,7504.4363,0
174,174,55,0,1,0,1,4.2,0,0,4371.4935,0,4952.8001,4952.8001,6.329455880994729,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,2199.4851,8313.44,0
175,175,60,0,1,0,1,4.2,0,0,4371.4935,0,5519.1027,5519.1027,7.045388374137126,2371.0098,0,77.5818,0.0,0.40345640018641227,0.40345640018641227,0.0,0.40345640018641227,0.40345640018641227,2056.0,2056.0,0.18,0.18,2.7771,2.7771,30.8203,1130.3346,1950.3537,7483.0021,0,30.8203,1130.3346,2442.1862,9122.4437,0
176,176,25,0,1,1,0,4.2,0,0,8355.0822,0,3153.7984,3153.7984,2.6261698379592016,3688.2374,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,2.3792,2.3792,56.6816,1758.2982,3692.1298,13862.1918,0,56.6816,1758.2982,1463.0082,6431.7864,0
177,177,30,0,1,1,0,4.2,0,0,8355.0822,0,4200.8334,4200.8334,3.477002758848376,3688.2374,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,2.3792,2.3792,56.6816,1758.2982,3692.1298,13862.1918,0,56.6816,1758.2982,1911.7374,7927.5507,0
178,178,35,0,1,1,0,4.2,0,0,8355.0822,0,5247.8684,5247.8684,4.327835679737552,3688.2374,0,140.8995,0.0,0.7363445896734957,0.7363445896734957,0.0,0.7363445896734957,0.7363445896734957,2056.0,2056.0,0.18,0.18,2.3792,2.3792,56.6816,1758.2982,3692.1298,13862.1918,0,56.6816,1758.2982,2360.4667,9423.3149,0
