,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,reg_f,ecp_z,capex_p_x_v,opex_p_y_v,produccion_p_y_v,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
210,210,35,3.2,550,244,0,1,0.6,0.6,0.6,0,7066.4493,0,-11829.4402,-11829.4402,0.0,52615.9008,0,201251.9684,0.0,4.4176983356715125,4.4176983356715125,0.0,4.4176983356715125,4.4176983356715125,2055.0,2055.0,15.953,15.953,4.5259,4.5259,40263.5967,20066.9172,4722.4487,72119.4118,0,40263.5967,20066.9172,354.0118,48855.0854,0
211,211,40,3.2,550,244,0,1,0.6,0.6,0.6,0,7066.4493,0,-5183.1327,-5183.1327,0.0,52615.9008,0,201251.9684,0.0,4.4176983356715125,4.4176983356715125,0.0,4.4176983356715125,4.4176983356715125,2055.0,2055.0,15.953,15.953,4.5259,4.5259,40263.5967,20066.9172,4722.4487,72119.4118,0,40263.5967,20066.9172,1462.4797,56609.8609,0
212,212,45,3.2,550,244,0,1,0.6,0.6,0.6,0,7066.4493,0,1121.1093,1121.1093,0.20103266628166125,52615.9008,0,201251.9684,0.0,4.4176983356715125,4.4176983356715125,0.0,4.4176983356715125,4.4176983356715125,2055.0,2055.0,15.953,15.953,4.5259,4.5259,40263.5967,20066.9172,4722.4487,72119.4118,0,40263.5967,20066.9172,2913.0132,64364.6364,0
213,213,50,3.2,550,244,0,1,0.6,0.6,0.6,0,7066.4493,0,7066.4493,7066.4493,0.5874768516250809,52615.9008,0,201251.9684,0.0,4.4176983356715125,4.4176983356715125,0.0,4.4176983356715125,4.4176983356715125,2055.0,2055.0,15.953,15.953,4.5259,4.5259,40263.5967,20066.9172,4722.4487,72119.4118,0,40263.5967,20066.9172,4722.4487,72119.4118,0
214,214,55,3.2,550,244,0,1,0.6,0.6,0.6,0,7066.4493,0,12757.3455,12757.3455,0.9739210369685002,52615.9008,0,201251.9684,0.0,4.4176983356715125,4.4176983356715125,0.0,4.4176983356715125,4.4176983356715125,2055.0,2055.0,15.953,15.953,4.5259,4.5259,40263.5967,20066.9172,4722.4487,72119.4118,0,40263.5967,20066.9172,6786.3279,79874.1873,0
215,215,60,3.2,550,244,0,1,0.6,0.6,0.6,0,7066.4493,0,18338.7906,18338.7906,1.36036522231192,52615.9008,0,201251.9684,0.0,4.4176983356715125,4.4176983356715125,0.0,4.4176983356715125,4.4176983356715125,2055.0,2055.0,15.953,15.953,4.5259,4.5259,40263.5967,20066.9172,4722.4487,72119.4118,0,40263.5967,20066.9172,8959.6583,87628.9628,0
216,216,25,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,-31136.9509,-31136.9509,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,0,29177.3427,0
217,217,30,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,-24351.5224,-24351.5224,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,0,35962.7712,0
218,218,35,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,-17660.2791,-17660.2791,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,94.1853,42748.1998,0
219,219,40,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,-11684.6496,-11684.6496,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,903.9843,49533.6283,0
220,220,45,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,-6088.7193,-6088.7193,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,2093.4825,56319.0568,0
221,221,50,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,-765.7324,-765.7324,0.11123392521797153,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,3555.9241,63104.4854,0
222,222,55,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,4262.6537,4262.6537,0.38174215890779745,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,5312.9666,69889.9139,0
223,223,60,3.2,550,244,0,1,0.5,0.65,0.65,0,-765.7324,0,9174.7828,9174.7828,0.6522503925976236,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,6.4656,6.4656,35230.6471,25083.6465,3555.9241,63104.4854,0,35230.6471,25083.6465,7186.266,76675.3424,0
224,224,25,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,-28628.5862,-28628.5862,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,0,29177.3427,0
225,225,30,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,-21843.1577,-21843.1577,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,0,35962.7712,0
226,226,35,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,-15151.9145,-15151.9145,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,94.1853,42748.1998,0
227,227,40,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,-9176.2849,-9176.2849,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,903.9843,49533.6283,0
228,228,45,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,-3580.3546,-3580.3546,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,2093.4825,56319.0568,0
229,229,50,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,1742.6323,1742.6323,0.2347090335061002,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,3555.9241,63104.4854,0
230,230,55,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,6771.0184,6771.0184,0.5352817260365806,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,5312.9666,69889.9139,0
231,231,60,3.2,550,244,0,1,0.55,0.65,0.65,0,1742.6323,0,11683.1475,11683.1475,0.8358544185670616,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.819,5.819,35230.6471,22575.2819,3555.9241,63104.4854,0,35230.6471,22575.2819,7186.266,76675.3424,0
232,232,25,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,-26120.2216,-26120.2216,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,0,29177.3427,0
233,233,30,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,-19334.7931,-19334.7931,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,0,35962.7712,0
234,234,35,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,-12643.5498,-12643.5498,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,94.1853,42748.1998,0
235,235,40,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,-6667.9203,-6667.9203,0.0,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,903.9843,49533.6283,0
236,236,45,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,-1071.99,-1071.99,0.05090409870719203,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,2093.4825,56319.0568,0
237,237,50,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,4250.9969,4250.9969,0.38904276088268425,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,3555.9241,63104.4854,0
238,238,55,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,9279.383,9279.383,0.7271814230581759,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,5312.9666,69889.9139,0
239,239,60,3.2,550,244,0,1,0.6,0.65,0.65,0,4250.9969,0,14191.5121,14191.5121,1.0653200852336686,52615.9008,0,201251.9684,0.0,3.8654860437125733,3.8654860437125733,0.0,3.8654860437125733,3.8654860437125733,2055.0,2055.0,15.953,15.953,5.1725,5.1725,35230.6471,20066.9172,3555.9241,63104.4854,0,35230.6471,20066.9172,7186.266,76675.3424,0
240,240,25,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,-30272.1931,-30272.1931,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,0,25009.1509,0
241,241,30,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,-24456.1115,-24456.1115,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,0,30825.2325,0
242,242,35,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,-18640.0299,-18640.0299,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,0,36641.3141,0
243,243,40,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,-13230.596,-13230.596,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,406.6476,42457.3957,0
244,244,45,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,-8310.3922,-8310.3922,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,1302.5255,48273.4773,0
245,245,50,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,-3625.9483,-3625.9483,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,2434.1632,54089.5589,0
246,246,55,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,771.4168,771.4168,0.1843524350862988,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,3852.8797,59905.6405,0
247,247,60,3.2,550,244,0,1,0.5,0.7,0.7,0,-3625.9483,0,5016.5693,5016.5693,0.41621663539186426,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,7.5432,7.5432,30197.6975,25083.6465,2434.1632,54089.5589,0,30197.6975,25083.6465,5423.8088,65721.7221,0
248,248,25,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,-27763.8285,-27763.8285,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,0,25009.1509,0
249,249,30,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,-21947.7469,-21947.7469,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,0,30825.2325,0
250,250,35,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,-16131.6653,-16131.6653,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,0,36641.3141,0
251,251,40,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,-10722.2313,-10722.2313,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,406.6476,42457.3957,0
252,252,45,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,-5802.0275,-5802.0275,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,1302.5255,48273.4773,0
253,253,50,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,-1117.5836,-1117.5836,0.058320245070765844,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,2434.1632,54089.5589,0
254,254,55,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,3279.7814,3279.7814,0.31595398152546333,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,3852.8797,59905.6405,0
255,255,60,3.2,550,244,0,1,0.55,0.7,0.7,0,-1117.5836,0,7524.934,7524.934,0.5735877179801613,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.7888,6.7888,30197.6975,22575.2819,2434.1632,54089.5589,0,30197.6975,22575.2819,5423.8088,65721.7221,0
256,256,25,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,-25255.4638,-25255.4638,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,0,25009.1509,0
257,257,30,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,-19439.3822,-19439.3822,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,0,30825.2325,0
258,258,35,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,-13623.3006,-13623.3006,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,0,36641.3141,0
259,259,40,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,-8213.8666,-8213.8666,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,406.6476,42457.3957,0
260,260,45,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,-3293.6629,-3293.6629,0.0,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,1302.5255,48273.4773,0
261,261,50,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,1390.781,1390.781,0.19060867014028746,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,2434.1632,54089.5589,0
262,262,55,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,5788.1461,5788.1461,0.4804418091478523,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,3852.8797,59905.6405,0
263,263,60,3.2,550,244,0,1,0.6,0.7,0.7,0,1390.781,0,10033.2986,10033.2986,0.7702749481554171,52615.9008,0,201251.9684,0.0,3.313273751753634,3.313273751753634,0.0,3.313273751753634,3.313273751753634,2055.0,2055.0,15.953,15.953,6.0345,6.0345,30197.6975,20066.9172,2434.1632,54089.5589,0,30197.6975,20066.9172,5423.8088,65721.7221,0
264,264,25,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-29407.4354,-29407.4354,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,0,20840.9591,0
265,265,30,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-24560.7007,-24560.7007,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,0,25687.6937,0
266,266,35,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-19713.966,-19713.966,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,0,30534.4284,0
267,267,40,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-14903.8044,-14903.8044,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,36.573,35381.1631,0
268,268,45,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-10602.3952,-10602.3952,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,581.8986,40227.8977,0
269,269,50,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-6584.7879,-6584.7879,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,1411.0259,45074.6324,0
270,270,55,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,-2763.179,-2763.179,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,2436.1517,49921.3671,0
271,271,60,3.2,550,244,0,1,0.5,0.75,0.75,0,-6584.7879,0,841.0607,841.0607,0.18018287818610454,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,9.0518,9.0518,25164.7479,25083.6465,1411.0259,45074.6324,0,25164.7479,25083.6465,3678.6466,54768.1017,0
272,272,25,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-26899.0707,-26899.0707,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,0,20840.9591,0
273,273,30,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-22052.336,-22052.336,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,0,25687.6937,0
274,274,35,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-17205.6014,-17205.6014,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,0,30534.4284,0
275,275,40,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-12395.4397,-12395.4397,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,36.573,35381.1631,0
276,276,45,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-8094.0306,-8094.0306,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,581.8986,40227.8977,0
277,277,50,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-4076.4233,-4076.4233,0.0,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,1411.0259,45074.6324,0
278,278,55,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,-254.8144,-254.8144,0.09662623701434607,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,2436.1517,49921.3671,0
279,279,60,3.2,550,244,0,1,0.55,0.75,0.75,0,-4076.4233,0,3349.4254,3349.4254,0.3113210173932608,52615.9008,0,201251.9684,0.0,2.761061459794695,2.761061459794695,0.0,2.761061459794695,2.761061459794695,2055.0,2055.0,15.953,15.953,8.1466,8.1466,25164.7479,22575.2819,1411.0259,45074.6324,0,25164.7479,22575.2819,3678.6466,54768.1017,0
